interaction_symbol	ligand	receptor	ligand_scarce_rank	ligand_abundant_rank	receptor_scarce_rank	receptor_abundant_rank	scarce_lig_abund_rec_rank	abund_lig_abund_rec_rank	abund_lig_scarce_rec_rank
TGFB2-ACVR1	TGFB2	ACVR1	0.0665083135391924	0.9501187648456056	0.10057471264367816	0.6839080459770115	0.17537072856221791	0.8678272082527402	0.3784655061250806
VEGFA-TYRO3	VEGFA	TYRO3	0.007125890736342043	0.8812351543942993	0.48563218390804597	0.6896551724137931	0.05222437137330754	0.83301096067053515	0.8336557059961315
GREM1-KDR	GREM1	KDR	0.9026128266033254	0.5961995249406176	0.8505747126436781	0.27586206896551724	0.591231463571889	0.42940038684719534	0.8858800773694391
CXCL8-KDR	CXCL8	KDR	0.9524940617577197	0.48693586698337293	0.8505747126436781	0.27586206896551724	0.6041263700838169	0.38749194068343007	0.8265635074145713
TNFSF12-TNFRSF8	TNFSF12	TNFRSF8	0.29691211401425177	0.7315914489311164	0.7442528735632183	0	0	0	0.9058671824629272
IL18-IL1RL2	IL18	IL1RL2	0.26365795724465557	0.665083135391924	0.7270114942528736	0.35344827586206895	0.31463571889103803	0.5235332043842682	0.8697614442295294
NPPC-NPR3	NPPC	NPR3	0.5581947743467933	0.7885985748218527	0.4224137931034483	0.5	0.627337201805287	0.6827852998065764	0.7408123791102514
NPPB-NPR3	NPPB	NPR3	0.9738717339667459	0.5558194774346793	0.4224137931034483	0.5	0.8439716312056738	0.5718891038039974	0.6292714377820761
VIP-NPR3	VIP	NPR3	0.8479809976247031	0.18527315914489312	0.4224137931034483	0.5	0.8039974210186976	0.3185041908446164	0.3404255319148936
NPPA-NPR3	NPPA	NPR3	0.47268408551068886	0.33966745843230406	0.4224137931034483	0.5	0.5731785944551901	0.440361057382334	0.47453255963894264
SEMA3D-NRP1	SEMA3D	NRP1	0.05463182897862233	0.8527315914489311	0.3218390804597701	0.7729885057471264	0.16698903932946485	0.8729851708575113	0.6744036105738234
SEMA3E-NRP1	SEMA3E	NRP1	0.4346793349168646	0.7553444180522565	0.3218390804597701	0.7729885057471264	0.7111540941328175	0.816247582205029	0.6421663442940039
FGF1-NRP1	FGF1	NRP1	0.332541567695962	0.46080760095011875	0.3218390804597701	0.7729885057471264	0.5983236621534493	0.6466795615731786	0.4816247582205029
FGF7-NRP1	FGF7	NRP1	0.1187648456057007	0.7980997624703088	0.3218390804597701	0.7729885057471264	0.31012250161186333	0.8401031592520954	0.6576402321083172
NXPH1-NRXN2	NXPH1	NRXN2	0.3681710213776722	0.5771971496437055	0.16091954022988506	0.9454022988505747	0.7279174725983236	0.7936814958091554	0.3720180528691167
NXPH3-NRXN2	NXPH3	NRXN2	0.5724465558194775	0.6318289786223278	0.16091954022988506	0.9454022988505747	0.8916827852998066	0.8278529980657641	0.39200515796260477
WNT3A-LGR5	WNT3A	LGR5	0.6365795724465558	0	0.8994252873563219	0.1839080459770115	0.3726627981947131	0	0
NRG3-ERBB3	NRG3	ERBB3	0.09501187648456057	0.9073634204275535	0.06896551724137931	0.9022988505747126	0.29593810444874274	0.961960025789813	0.3081882656350741
AREG-ERBB3	AREG	ERBB3	0.31116389548693585	0.6555819477434679	0.06896551724137931	0.9022988505747126	0.6305609284332688	0.8214055448098001	0.27852998065764023
TGFA-ERBB3	TGFA	ERBB3	0.2660332541567696	0.47268408551068886	0.06896551724137931	0.9022988505747126	0.5789813023855577	0.7092198581560284	0.25338491295938104
BTC-ERBB3	BTC	ERBB3	0.47030878859857483	0.6508313539192399	0.06896551724137931	0.9022988505747126	0.804642166344294	0.819471308833011	0.27788523533204385
SCGB1A1-LMBR1L	SCGB1A1	LMBR1L	0.4489311163895487	0.37767220902612825	0.1235632183908046	0.7298850574712644	0.7001934235976789	0.5693101225016118	0.28175370728562216
NRG3-ERBB2	NRG3	ERBB2	0.09501187648456057	0.9073634204275535	0.39655172413793105	0.8045977011494253	0.26692456479690524	0.9200515796260477	0.7730496453900709
NRG4-ERBB2	NRG4	ERBB2	0.5486935866983373	0.7125890736342043	0.39655172413793105	0.8045977011494253	0.813023855577047	0.8085106382978723	0.685364281108962
TGFA-ERBB2	TGFA	ERBB2	0.2660332541567696	0.47268408551068886	0.39655172413793105	0.8045977011494253	0.5390070921985816	0.6660219213410703	0.556415215989684
NRG2-ERBB2	NRG2	ERBB2	0.8978622327790974	0.5748218527315915	0.39655172413793105	0.8045977011494253	0.965183752417795	0.7427466150870407	0.6183107672469375
BTC-ERBB2	BTC	ERBB2	0.47030878859857483	0.6508313539192399	0.39655172413793105	0.8045977011494253	0.7530625402965828	0.7807865892972276	0.65892972275951
IFNE-IFNAR1	IFNE	IFNAR1	0.3657957244655582	0.5653206650831354	0.05172413793103448	0.7816091954022989	0.6395873629916183	0.7240490006447453	0.2443584784010316
NRTN-GFRA3	NRTN	GFRA3	0.8978622327790974	0.6223277909738717	0.2672413793103448	0.8448275862068966	0.973565441650548	0.781431334622824	0.5151515151515151
GDNF-GFRA3	GDNF	GFRA3	0.831353919239905	0.39667458432304037	0.2672413793103448	0.8448275862068966	0.9613152804642167	0.6254029658284977	0.40361057382333976
ZP3-EGFR	ZP3	EGFR	0.8004750593824228	0.4679334916864608	0.16954022988505746	0.9798850574712644	0.9813023855577047	0.7388781431334622	0.34493874919406836
NRG1-EGFR	NRG1	EGFR	0.057007125890736345	0.9168646080760094	0.16954022988505746	0.9798850574712644	0.2134107027724049	0.9851708575112831	0.49645390070921985
FGF1-EGFR	FGF1	EGFR	0.332541567695962	0.46080760095011875	0.16954022988505746	0.9798850574712644	0.6956802063185042	0.7292069632495164	0.3397807865892972
NRG4-EGFR	NRG4	EGFR	0.5486935866983373	0.7125890736342043	0.16954022988505746	0.9798850574712644	0.8910380399742102	0.9013539651837524	0.437137330754352
FGF13-EGFR	FGF13	EGFR	0.30403800475059384	0.7030878859857482	0.16954022988505746	0.9798850574712644	0.6544165054803353	0.8949065119277885	0.4339136041263701
CCN2-EGFR	CCN2	EGFR	0.2494061757719715	0.6864608076009501	0.16954022988505746	0.9798850574712644	0.5854287556415216	0.8826563507414571	0.4300451321727917
VEGFA-EGFR	VEGFA	EGFR	0.007125890736342043	0.8812351543942993	0.16954022988505746	0.9798850574712644	0.05931656995486783	0.973565441650548	0.4835589941972921
EFNA4-EPHA1	EFNA4	EPHA1	0.1543942992874109	0.8669833729216152	0.3936781609195402	0.6695402298850575	0.3404255319148936	0.8143133462282398	0.7537072856221793
FASLG-TNFRSF10B	FASLG	TNFRSF10B	0.8479809976247031	0.18527315914489312	0.5	0.5632183908045977	0.8375241779497099	0.33784655061250807	0.3713733075435203
NTF3-NTRK2	NTF3	NTRK2	0.33729216152019004	0.5866983372921615	0.9339080459770115	0.4511494252873563	0.4442295293359123	0.5570599613152805	0.9084461637653127
TNF-NOTCH1	TNF	NOTCH1	0.8693586698337292	0.18527315914489312	0.2413793103448276	0.8390804597701149	0.9677627337201805	0.4190844616376531	0.27724049000644746
WNT4-NOTCH1	WNT4	NOTCH1	0.5653206650831354	0.8693586698337292	0.2413793103448276	0.8390804597701149	0.8349451966473244	0.9194068343004513	0.5905867182462927
PDGFC-FLT1	PDGFC	FLT1	0.16389548693586697	0.7007125890736342	0.9770114942528736	0.27873563218390807	0.1760154738878143	0.4771115409413282	0.9574468085106383
VEGFC-FLT1	VEGFC	FLT1	0.14726840855106887	0.7529691211401425	0.9770114942528736	0.27873563218390807	0.16312056737588654	0.4932301740812379	0.9729206963249516
VEGFD-FLT1	VEGFD	FLT1	0.7980997624703088	0.4014251781472684	0.9770114942528736	0.27873563218390807	0.5557704706640877	0.35009671179883944	0.8091553836234687
WNT1-FZD7	WNT1	FZD7	0.6365795724465558	0	0.42528735632183906	0.5804597701149425	0.7427466150870407	0	0
WNT4-FZD1	WNT4	FZD1	0.5653206650831354	0.8693586698337292	0.08908045977011494	0.9252873563218391	0.8787878787878788	0.9516441005802708	0.3372018052869117
IL24-IL10RB	IL24	IL10RB	0.9904988123515439	0.18527315914489312	0.5574712643678161	0.5086206896551724	0.8646034816247582	0.32108317214700194	0.3971631205673759
UCN3-IL10RB	UCN3	IL10RB	0.9786223277909739	0.8598574821852731	0.5574712643678161	0.5086206896551724	0.8607350096711799	0.7195357833655706	0.8652482269503546
PENK-OGFR	PENK	OGFR	0.1995249406175772	0.7458432304038005	0.11206896551724138	0.7873563218390804	0.44938749194068345	0.8201160541586073	0.3539651837524178
DEFB103A-CCR2	DEFB103A	CCR2	0.6365795724465558	0	0.7442528735632183	0	0	0	0
IL16-CCR5	IL16	CCR5	0.828978622327791	0.38954869358669836	0.9109195402298851	0.0603448275862069	0.1895551257253385	0.218568665377176	0.7685364281108962
FGF21-FGFR4	FGF21	FGFR4	0.9596199524940617	0	0.031609195402298854	0.9367816091954023	0.9987105093488072	0	0
FGF3-FGFR4	FGF3	FGFR4	0.6365795724465558	0.2992874109263658	0.031609195402298854	0.9367816091954023	0.9252095422308189	0.5776918117343649	0.18633139909735655
FGF5-FGFR4	FGF5	FGFR4	0.4180522565320665	0.833729216152019	0.031609195402298854	0.9367816091954023	0.7749838813668601	0.9445519019987105	0.23726627981947132
FGF14-FGFR4	FGF14	FGFR4	0.028503562945368172	0.9429928741092637	0.031609195402298854	0.9367816091954023	0.11605415860735009	0.9793681495809156	0.24758220502901354
FGF11-FGFR4	FGF11	FGFR4	0.0997624703087886	0.8812351543942993	0.031609195402298854	0.9367816091954023	0.3165699548678272	0.9632495164410058	0.24113475177304963
FGF17-FGFR4	FGF17	FGFR4	0.12589073634204276	0.8076009501187649	0.031609195402298854	0.9367816091954023	0.3733075435203095	0.9316569954867827	0.23339780786589298
FGF16-FGFR4	FGF16	FGFR4	0.6365795724465558	0	0.031609195402298854	0.9367816091954023	0.9252095422308189	0	0
FGF13-FGFR4	FGF13	FGFR4	0.30403800475059384	0.7030878859857482	0.031609195402298854	0.9367816091954023	0.6376531270148291	0.8723404255319149	0.22114764667956158
FGF12-FGFR4	FGF12	FGFR4	0.026128266033254157	0.9524940617577197	0.031609195402298854	0.9367816091954023	0.10702772404900064	0.9825918762088974	0.24822695035460993
FGF9-FGFR4	FGF9	FGFR4	0.2209026128266033	0.7458432304038005	0.031609195402298854	0.9367816091954023	0.5274016763378465	0.9019987105093488	0.22695035460992907
FGF8-FGFR4	FGF8	FGFR4	0.9073634204275535	0.3752969121140142	0.031609195402298854	0.9367816091954023	0.9954867827208252	0.6428110896196002	0.19342359767891681
CXCL3-CXCR1	CXCL3	CXCR1	0.2684085510688836	0.5463182897862233	0.7442528735632183	0	0	0	0.8207607994842038
CXCL2-CXCR1	CXCL2	CXCR1	0.7933491686460807	0.46318289786223277	0.7442528735632183	0	0	0	0.7595099935525468
CXCL5-CXCR1	CXCL5	CXCR1	0.17814726840855108	0.7767220902612827	0.7442528735632183	0	0	0	0.9226305609284333
CXCL1-CXCR1	CXCL1	CXCR1	0.21852731591448932	0.6935866983372921	0.7442528735632183	0	0	0	0.8916827852998066
CCL18-CCR1	CCL18	CCR1	0.48931116389548696	0.18527315914489312	0.9109195402298851	0.0603448275862069	0.12572533849129594	0.195357833655706	0.521598968407479
TNFSF13-TNFRSF11B	TNFSF13	TNFRSF11B	0.9382422802850356	0.4251781472684085	0.8735632183908046	0.47413793103448276	0.816247582205029	0.4829142488716957	0.7898130238555771
CXCL12-AVPR1A	CXCL12	AVPR1A	0.023752969121140142	0.9548693586698337	0.5488505747126436	0.4166666666666667	0.06769825918762089	0.6840747904577692	0.8949065119277885
VIP-AVPR1A	VIP	AVPR1A	0.8479809976247031	0.18527315914489312	0.5488505747126436	0.4166666666666667	0.7324306898774984	0.29529335912314636	0.39264990328820115
GALP-GALR1	GALP	GALR1	0.6365795724465558	0	0.4540229885057471	0.49137931034482757	0.6763378465506125	0	0
NPY-MC4R	NPY	MC4R	0.997624703087886	0.5724465558194775	0.6954022988505747	0.2672413793103448	0.6099290780141844	0.4145712443584784	0.8136686009026435
ADM-GPR182	ADM	GPR182	0.8194774346793349	0.7102137767220903	0.7442528735632183	0	0	0	0.8961960025789814
PDYN-MTNR1A	PDYN	MTNR1A	0.46080760095011875	0.4180522565320665	0.7011494252873564	0.22413793103448276	0.3397807865892972	0.32043842682140555	0.7008381689232753
AGT-MTNR1A	AGT	MTNR1A	0.38004750593824227	0.9572446555819477	0.7011494252873564	0.22413793103448276	0.29529335912314636	0.4990328820116054	0.9542230818826564
CXCL12-MTNR1A	CXCL12	MTNR1A	0.023752969121140142	0.9548693586698337	0.7011494252873564	0.22413793103448276	0.052869116698903935	0.498388136686009	0.9535783365570599
CCL5-MTNR1A	CCL5	MTNR1A	0.8456057007125891	0.342042755344418	0.7011494252873564	0.22413793103448276	0.49580915538362347	0.2927143778207608	0.6382978723404256
CXCL11-MTNR1A	CXCL11	MTNR1A	0.3990498812351544	0.5843230403800475	0.7011494252873564	0.22413793103448276	0.3043197936814958	0.3836234687298517	0.8239845261121856
NMS-MTNR1A	NMS	MTNR1A	0.6365795724465558	0	0.7011494252873564	0.22413793103448276	0.42359767891682787	0	0
APLN-MTNR1A	APLN	MTNR1A	0.18527315914489312	0.6342042755344418	0.7011494252873564	0.22413793103448276	0.1650548033526757	0.3952288845905867	0.845905867182463
NPY-MTNR1A	NPY	MTNR1A	0.997624703087886	0.5724465558194775	0.7011494252873564	0.22413793103448276	0.5589941972920697	0.379110251450677	0.8168923275306254
CCL25-MTNR1A	CCL25	MTNR1A	0.4489311163895487	0.3087885985748218	0.7011494252873564	0.22413793103448276	0.3346228239845261	0.28110896196002577	0.5963894261766602
POMC-MTNR1A	POMC	MTNR1A	0.9168646080760094	0.6365795724465558	0.7011494252873564	0.22413793103448276	0.5209542230818827	0.3978078658929723	0.8471953578336557
SAA1-MTNR1A	SAA1	MTNR1A	0.48931116389548696	0.18527315914489312	0.7011494252873564	0.22413793103448276	0.3539651837524178	0.24693745970341716	0.4526112185686654
CXCL8-MTNR1A	CXCL8	MTNR1A	0.9524940617577197	0.48693586698337293	0.7011494252873564	0.22413793103448276	0.5370728562217923	0.344294003868472	0.7543520309477756
PYY-MTNR1A	PYY	MTNR1A	0.047505938242280284	0.9786223277909739	0.7011494252873564	0.22413793103448276	0.07027724049000644	0.5061250805931657	0.9580915538362347
CCL16-MTNR1A	CCL16	MTNR1A	0.4489311163895487	0.33016627078384797	0.7011494252873564	0.22413793103448276	0.3346228239845261	0.28884590586718245	0.6221792392005158
CXCL2-MTNR1A	CXCL2	MTNR1A	0.7933491686460807	0.46318289786223277	0.7011494252873564	0.22413793103448276	0.47840103159252095	0.3365570599613153	0.7324306898774984
CXCL10-MTNR1A	CXCL10	MTNR1A	0.836104513064133	0.3087885985748218	0.7011494252873564	0.22413793103448276	0.49065119277885233	0.28110896196002577	0.5963894261766602
PMCH-MTNR1A	PMCH	MTNR1A	0.6033254156769596	0.3515439429928741	0.7011494252873564	0.22413793103448276	0.40618955512572535	0.2985170857511283	0.6486137975499677
CCL19-MTNR1A	CCL19	MTNR1A	0.48931116389548696	0.32066508313539194	0.7011494252873564	0.22413793103448276	0.3539651837524178	0.2869116698903933	0.6125080593165699
CXCL1-MTNR1A	CXCL1	MTNR1A	0.21852731591448932	0.6935866983372921	0.7011494252873564	0.22413793103448276	0.18633139909735655	0.4190844616376531	0.8716956802063185
NPB-MTNR1A	NPB	MTNR1A	0.2042755344418052	0.7648456057007126	0.7011494252873564	0.22413793103448276	0.1766602192134107	0.4435847840103159	0.9019987105093488
PPY-MTNR1A	PPY	MTNR1A	0.9714964370546318	0.8408551068883611	0.7011494252873564	0.22413793103448276	0.5441650548033526	0.46744036105738235	0.9290780141843972
CXCL9-MTNR1A	CXCL9	MTNR1A	0.6365795724465558	0	0.7011494252873564	0.22413793103448276	0.42359767891682787	0	0
CCL20-MTNR1A	CCL20	MTNR1A	0.35629453681710216	0.5676959619952494	0.7011494252873564	0.22413793103448276	0.2765957446808511	0.3771760154738878	0.813023855577047
NPW-MTNR1A	NPW	MTNR1A	0.06175771971496437	0.9144893111638955	0.7011494252873564	0.22413793103448276	0.08252740167633785	0.4874274661508704	0.9471308833010961
PENK-MTNR1A	PENK	MTNR1A	0.1995249406175772	0.7458432304038005	0.7011494252873564	0.22413793103448276	0.17279174725983237	0.43197936814958093	0.8942617666021921
CCL28-MTNR1A	CCL28	MTNR1A	0.6342042755344418	0.43942992874109266	0.7011494252873564	0.22413793103448276	0.4223081882656351	0.3230174081237911	0.7156673114119922
RLN3-MTNR1A	RLN3	MTNR1A	0.9406175771971497	0	0.7011494252873564	0.22413793103448276	0.5344938749194068	0	0
CORT-MTNR1A	CORT	MTNR1A	0.33966745843230406	0.5249406175771971	0.7011494252873564	0.22413793103448276	0.26563507414571247	0.3578336557059961	0.7840103159252095
ANXA1-MTNR1A	ANXA1	MTNR1A	0.5748218527315915	0.828978622327791	0.7011494252873564	0.22413793103448276	0.3913604126370084	0.4629271437782076	0.9239200515796261
TAC4-TACR3	TAC4	TACR3	0.48931116389548696	0.18527315914489312	0.45977011494252873	0.41379310344827586	0.5170857511283043	0.2933591231463572	0.3591231463571889
TAC4-TACR1	TAC4	TACR1	0.48931116389548696	0.18527315914489312	0.28735632183908044	0.7931034482758621	0.7646679561573179	0.40554480980012897	0.2907801418439716
GIP-INSR	GIP	INSR	0.19477434679334918	0.8004750593824228	0.022988505747126436	0.9482758620689655	0.486782720825274	0.9329464861379755	0.21083172147001933
NPY-NPFFR2	NPY	NPFFR2	0.997624703087886	0.5724465558194775	0.514367816091954	0.6063218390804598	0.9303675048355899	0.6389426176660219	0.7034171502256609
CXCL2-XCR1	CXCL2	XCR1	0.7933491686460807	0.46318289786223277	0.7327586206896551	0.22126436781609196	0.4771115409413282	0.3339780786589297	0.749838813668601
EDN3-EDNRA	EDN3	EDNRA	1	0.8266033254156769	0.4511494252873563	0.33620689655172414	0.7117988394584139	0.5718891038039974	0.7917472598323663
GHRL-GHRHR	GHRL	GHRHR	0.04275534441805225	0.9311163895486936	0.6120689655172413	0.2442528735632184	0.06963249516441006	0.5151515151515151	0.9187620889748549
GHRH-PTH1R	GHRH	PTH1R	0.1021377672209026	0.9216152019002375	0.5459770114942529	0.23850574712643677	0.10638297872340426	0.5074145712443585	0.8833010960670535
AVP-PTH1R	AVP	PTH1R	0.24703087885985747	0.5273159144893111	0.5459770114942529	0.23850574712643677	0.2198581560283688	0.37459703417150225	0.6911669890393295
POMC-PTH1R	POMC	PTH1R	0.9168646080760094	0.6365795724465558	0.5459770114942529	0.23850574712643677	0.5460992907801419	0.41392649903288203	0.7620889748549323
RLN2-PTH1R	RLN2	PTH1R	0.9121140142517815	0.6152019002375297	0.5459770114942529	0.23850574712643677	0.5428755641521599	0.40425531914893614	0.7459703417150225
ADCYAP1-PTH1R	ADCYAP1	PTH1R	0.9833729216152018	0.8551068883610451	0.5459770114942529	0.23850574712643677	0.571244358478401	0.48613797549967763	0.8594455190199871
CALCA-PTH1R	CALCA	PTH1R	0.5795724465558195	0.5605700712589073	0.5459770114942529	0.23850574712643677	0.4165054803352676	0.38555770470664086	0.7130883301096067
ADM-PTH1R	ADM	PTH1R	0.8194774346793349	0.7102137767220903	0.5459770114942529	0.23850574712643677	0.5067698259187621	0.4397163120567376	0.8033526756931012
CGA-PTH1R	CGA	PTH1R	0.15201900237529692	0.7862232779097387	0.5459770114942529	0.23850574712643677	0.14764667956157318	0.4661508704061896	0.8343004513217279
GCG-PTH1R	GCG	PTH1R	0	0.995249406175772	0.5459770114942529	0.23850574712643677	0	0.5274016763378465	0.9052224371373307
VIP-PTH1R	VIP	PTH1R	0.8479809976247031	0.18527315914489312	0.5459770114942529	0.23850574712643677	0.5164410058027079	0.2501611863313991	0.390715667311412
ADM2-PTH1R	ADM2	PTH1R	0.5629453681710214	0.6769596199524941	0.5459770114942529	0.23850574712643677	0.4049000644745326	0.425531914893617	0.7872340425531915
NPS-PTH1R	NPS	PTH1R	0.6033254156769596	0.3515439429928741	0.5459770114942529	0.23850574712643677	0.4261766602192134	0.3081882656350741	0.56608639587363
FSHB-PTH1R	FSHB	PTH1R	0.4085510688836104	0.6104513064133017	0.5459770114942529	0.23850574712643677	0.32430689877498386	0.4016763378465506	0.7421018697614442
CALCB-PTH1R	CALCB	PTH1R	0.9548693586698337	0.5296912114014252	0.5459770114942529	0.23850574712643677	0.56608639587363	0.3765312701482914	0.693745970341715
RLN3-PTH1R	RLN3	PTH1R	0.9406175771971497	0	0.5459770114942529	0.23850574712643677	0.5622179239200515	0	0
GIP-PTH1R	GIP	PTH1R	0.19477434679334918	0.8004750593824228	0.5459770114942529	0.23850574712643677	0.17859445519019987	0.4687298517085751	0.8407479045776918
INSL3-PTH1R	INSL3	PTH1R	0.39429928741092635	0.34679334916864607	0.5459770114942529	0.23850574712643677	0.3185041908446164	0.3056092843326886	0.5609284332688588
CCL4-CCR8	CCL4	CCR8	0.48931116389548696	0.18527315914489312	0.9655172413793104	0.10919540229885058	0.20502901353965183	0.21470019342359767	0.5467440361057382
AVP-VIPR1	AVP	VIPR1	0.24703087885985747	0.5273159144893111	0.367816091954023	0.7413793103448276	0.48613797549967763	0.6782720825274017	0.5699548678272083
PTHLH-VIPR1	PTHLH	VIPR1	0.10926365795724466	0.9097387173396675	0.367816091954023	0.7413793103448276	0.279819471308833	0.8852353320438426	0.7446808510638298
POMC-VIPR1	POMC	VIPR1	0.9168646080760094	0.6365795724465558	0.367816091954023	0.7413793103448276	0.9548678272082527	0.7485493230174082	0.6286266924564797
RLN2-VIPR1	RLN2	VIPR1	0.9121140142517815	0.6152019002375297	0.367816091954023	0.7413793103448276	0.9542230818826564	0.7356544165054804	0.6157317859445519
CALCA-VIPR1	CALCA	VIPR1	0.5795724465558195	0.5605700712589073	0.367816091954023	0.7413793103448276	0.8072211476466795	0.6995486782720826	0.5892972275951
ADM-VIPR1	ADM	VIPR1	0.8194774346793349	0.7102137767220903	0.367816091954023	0.7413793103448276	0.9335912314635719	0.7820760799484203	0.6627981947130883
CGA-VIPR1	CGA	VIPR1	0.15201900237529692	0.7862232779097387	0.367816091954023	0.7413793103448276	0.36041263700838166	0.8156028368794326	0.6931012250161186
GCG-VIPR1	GCG	VIPR1	0	0.995249406175772	0.367816091954023	0.7413793103448276	0	0.9226305609284333	0.7820760799484203
ADM2-VIPR1	ADM2	VIPR1	0.5629453681710214	0.6769596199524941	0.367816091954023	0.7413793103448276	0.8001289490651193	0.7685364281108962	0.6499032882011605
NPS-VIPR1	NPS	VIPR1	0.6033254156769596	0.3515439429928741	0.367816091954023	0.7413793103448276	0.8188265635074146	0.5512572533849129	0.451966473243069
FSHB-VIPR1	FSHB	VIPR1	0.4085510688836104	0.6104513064133017	0.367816091954023	0.7413793103448276	0.6595744680851063	0.7298517085751128	0.6118633139909736
CALCB-VIPR1	CALCB	VIPR1	0.9548693586698337	0.5296912114014252	0.367816091954023	0.7413793103448276	0.9645390070921985	0.68214055448098	0.5731785944551901
RLN3-VIPR1	RLN3	VIPR1	0.9406175771971497	0	0.367816091954023	0.7413793103448276	0.9600257898130239	0	0
GIP-VIPR1	GIP	VIPR1	0.19477434679334918	0.8004750593824228	0.367816091954023	0.7413793103448276	0.4268214055448098	0.8252740167633784	0.7027724049000644
INSL3-VIPR1	INSL3	VIPR1	0.39429928741092635	0.34679334916864607	0.367816091954023	0.7413793103448276	0.647324306898775	0.5473887814313346	0.44938749194068345
GHRL-GPR39	GHRL	GPR39	0.04275534441805225	0.9311163895486936	0.6522988505747126	0.6867816091954023	0.12508059316569956	0.8568665377176016	0.9381044487427466
RLN2-RXFP3	RLN2	RXFP3	0.9121140142517815	0.6152019002375297	0.617816091954023	0.3390804597701149	0.6698903932946486	0.49000644745325594	0.7949709864603481
CCL25-CCR10	CCL25	CCR10	0.4489311163895487	0.3087885985748218	0.882183908045977	0.45689655172413796	0.5203094777562862	0.39329464861379754	0.6724693745970342
CCL7-CCR10	CCL7	CCR10	0.8479809976247031	0.18527315914489312	0.882183908045977	0.45689655172413796	0.7620889748549323	0.30883301096067056	0.50999355254674406
PPY-NPY2R	PPY	NPY2R	0.9714964370546318	0.8408551068883611	0.7068965517241379	0.3218390804597701	0.6756931012250161	0.5622179239200515	0.9316569954867827
CXCL12-CCR4	CXCL12	CCR4	0.023752969121140142	0.9548693586698337	0.853448275862069	0.4051724137931034	0.06640876853642812	0.6750483558994197	0.9864603481624759
CCL5-CCR4	CCL5	CCR4	0.8456057007125891	0.342042755344418	0.853448275862069	0.4051724137931034	0.7208252740167633	0.390715667311412	0.6995486782720826
CCL3-CCR4	CCL3	CCR4	0.47980997624703087	0.30641330166270786	0.853448275862069	0.4051724137931034	0.5035460992907801	0.36814958091553834	0.6634429400386848
POMC-MC2R	POMC	MC2R	0.9168646080760094	0.6365795724465558	0.6293103448275862	0.0603448275862069	0.21018697614442294	0.24242424242424243	0.8149580915538363
IL6-F3	IL6	F3	0.48931116389548696	0.18527315914489312	0.14367816091954022	0.7528735632183908	0.7414571244358479	0.39200515796260477	0.2379110251450677
BMP5-HJV	BMP5	HJV	0.9691211401425178	0.8479809976247031	0.9597701149425287	0	0	0	0.9858156028368794
BMP2-HJV	BMP2	HJV	0.0332541567695962	0.9334916864608076	0.9597701149425287	0	0	0	0.996776273372018
IL22-IL21R	IL22	IL21R	0.6365795724465558	0	0.8247126436781609	0.22988505747126436	0.42940038684719534	0	0
BMP8B-PLAUR	BMP8B	PLAUR	0.4156769596199525	0.8147268408551069	0.6436781609195402	0.46839080459770116	0.5041908446163765	0.6679561573178594	0.8955512572533849
FGF21-FGFR3	FGF21	FGFR3	0.9596199524940617	0	0.10632183908045977	0.9166666666666666	0.9974210186976145	0	0
FGF14-FGFR3	FGF14	FGFR3	0.028503562945368172	0.9429928741092637	0.10632183908045977	0.9166666666666666	0.11411992263056092	0.9742101869761445	0.38878143133462284
FGF17-FGFR3	FGF17	FGFR3	0.12589073634204276	0.8076009501187649	0.10632183908045977	0.9166666666666666	0.37008381689232756	0.9239200515796261	0.3610573823339781
FGF16-FGFR3	FGF16	FGFR3	0.6365795724465558	0	0.10632183908045977	0.9166666666666666	0.9181173436492586	0	0
FGF12-FGFR3	FGF12	FGFR3	0.026128266033254157	0.9524940617577197	0.10632183908045977	0.9166666666666666	0.1038039974210187	0.9761444229529336	0.3913604126370084
LEFTY2-ACVR2B	LEFTY2	ACVR2B	0.28978622327790976	0.6389548693586699	0.028735632183908046	0.9080459770114943	0.6047711154094133	0.813023855577047	0.21018697614442294
NPPB-NPR2	NPPB	NPR2	0.9738717339667459	0.5558194774346793	0.16666666666666666	0.7442528735632183	0.9664732430689877	0.6976144422952933	0.37072856221792394
NPPA-NPR2	NPPA	NPR2	0.47268408551068886	0.33966745843230406	0.16666666666666666	0.7442528735632183	0.731785944551902	0.5435203094777563	0.2978723404255319
CCN2-ERBB4	CCN2	ERBB4	0.2494061757719715	0.6864608076009501	0.2471264367816092	0.5919540229885057	0.43197936814958093	0.6924564796905223	0.5312701482914249
IFNE-IFNAR2	IFNE	IFNAR2	0.3657957244655582	0.5653206650831354	0.34770114942528735	0.6120689655172413	0.559638942617666	0.6370083816892328	0.5764023210831721
ARTN-GFRA1	ARTN	GFRA1	0.16389548693586697	0.8123515439429929	0.6982758620689655	0.5660919540229885	0.3120567375886525	0.7401676337846551	0.9161831076724694
ARTN-RET	ARTN	RET	0.16389548693586697	0.8123515439429929	0.12931034482758622	0.9281609195402298	0.4435847840103159	0.9310122501611864	0.4016763378465506
VEGFA-RET	VEGFA	RET	0.007125890736342043	0.8812351543942993	0.12931034482758622	0.9281609195402298	0.05738233397807866	0.9613152804642167	0.425531914893617
TNF-FAS	TNF	FAS	0.8693586698337292	0.18527315914489312	0.8189655172413793	0.4396551724137931	0.7562862669245648	0.30303030303030304	0.486782720825274
