interaction	ligand	receptor	ligand_rank	receptor_rank	interaction_rank
LEFTY1-ACVR2B	LEFTY1	ACVR2B	0.17339667458432304	0.9080459770114943	0.4457908163265306
PENK-OGFR	PENK	OGFR	0.1995249406175772	0.7873563218390804	0.4451530612244898
AVP-OXTR	AVP	OXTR	0.24703087885985747	0.6293103448275862	0.444515306122449
TNFSF12-TNFRSF12A	TNFSF12	TNFRSF12A	0.29691211401425177	0.5229885057471264	0.44387755102040816
WNT5B-FZD4	WNT5B	FZD4	0.21377672209026127	0.7241379310344828	0.4432397959183674
WNT2-FZD9	WNT2	FZD9	0.34679334916864607	0.4454022988505747	0.44260204081632654
BMP8A-BMPR2	BMP8A	BMPR2	0.19239904988123516	0.7959770114942529	0.4419642857142857
IL18-IL1RAPL1	IL18	IL1RAPL1	0.26365795724465557	0.5804597701149425	0.4413265306122449
IL18-IL18R1	IL18	IL18R1	0.26365795724465557	0.5775862068965517	0.4406887755102041
NTF3-NTRK2	NTF3	NTRK2	0.33729216152019004	0.4511494252873563	0.44005102040816324
ARTN-RET	ARTN	RET	0.16389548693586697	0.9281609195402298	0.43941326530612246
PTH2-PTH1R	PTH2	PTH1R	0.6365795724465558	0.23850574712643677	0.43686224489795916
PTH-PTH1R	PTH	PTH1R	0.6365795724465558	0.23850574712643677	0.43686224489795916
LHB-PTH1R	LHB	PTH1R	0.6365795724465558	0.23850574712643677	0.43686224489795916
TSHB-PTH1R	TSHB	PTH1R	0.6365795724465558	0.23850574712643677	0.43686224489795916
IL1A-IL1R2	IL1A	IL1R2	0.41092636579572445	0.367816091954023	0.4362244897959184
CCL7-CXCR3	CCL7	CXCR3	0.8479809976247031	0.1781609195402299	0.43558673469387754
CCL5-CXCR3	CCL5	CXCR3	0.8456057007125891	0.1781609195402299	0.43494897959183676
CXCL8-CXCR2	CXCL8	CXCR2	0.9524940617577197	0.15804597701149425	0.4343112244897959
DEFB103A-CCR6	DEFB103A	CCR6	0.6365795724465558	0.23563218390804597	0.4336734693877551
CGN-TGFBR1	CGN	TGFBR1	0.16389548693586697	0.9109195402298851	0.4330357142857143
CXCL10-CXCR3	CXCL10	CXCR3	0.836104513064133	0.1781609195402299	0.43239795918367346
SHH-SMO	SHH	SMO	0.21140142517814728	0.7040229885057471	0.4317602040816326
TAC1-TACR1	TAC1	TACR1	0.1876484560570071	0.7931034482758621	0.43112244897959184
CRH-ADCYAP1R1	CRH	ADCYAP1R1	0.42755344418052255	0.34770114942528735	0.430484693877551
LTA-TNFRSF1B	LTA	TNFRSF1B	0.5866983372921615	0.25287356321839083	0.4298469387755102
NTN1-UNC5B	NTN1	UNC5B	0.2517814726840855	0.5890804597701149	0.4292091836734694
BMP8A-BMPR1A	BMP8A	BMPR1A	0.19239904988123516	0.7701149425287356	0.42857142857142855
CCN2-ERBB4	CCN2	ERBB4	0.2494061757719715	0.5919540229885057	0.42793367346938777
LEFTY1-ACVR2A	LEFTY1	ACVR2A	0.17339667458432304	0.8505747126436781	0.4272959183673469
IL21-IL21R	IL21	IL21R	0.6365795724465558	0.22988505747126436	0.42538265306122447
IL22-IL21R	IL22	IL21R	0.6365795724465558	0.22988505747126436	0.42538265306122447
IL4-IL21R	IL4	IL21R	0.6365795724465558	0.22988505747126436	0.42538265306122447
CXCL6-ACKR1	CXCL6	ACKR1	0.17814726840855108	0.8189655172413793	0.42410714285714285
CXCL5-ACKR1	CXCL5	ACKR1	0.17814726840855108	0.8189655172413793	0.42410714285714285
INSL5-RXFP3	INSL5	RXFP3	0.42992874109263657	0.3390804597701149	0.42346938775510207
GIP-VIPR1	GIP	VIPR1	0.19477434679334918	0.7413793103448276	0.42283163265306123
NPS-PTH1R	NPS	PTH1R	0.6033254156769596	0.23850574712643677	0.4221938775510204
INSL5-RXFP2	INSL5	RXFP2	0.42992874109263657	0.3333333333333333	0.4215561224489796
CCL21-MTNR1A	CCL21	MTNR1A	0.6365795724465558	0.22413793103448276	0.41964285714285715
NMS-MTNR1A	NMS	MTNR1A	0.6365795724465558	0.22413793103448276	0.41964285714285715
CXCL9-MTNR1A	CXCL9	MTNR1A	0.6365795724465558	0.22413793103448276	0.41964285714285715
DEFB4B-CCR6	DEFB4B	CCR6	0.6033254156769596	0.23563218390804597	0.4190051020408163
CCL28-MTNR1A	CCL28	MTNR1A	0.6342042755344418	0.22413793103448276	0.41836734693877553
FSHB-ADCYAP1R1	FSHB	ADCYAP1R1	0.4085510688836104	0.34770114942528735	0.4177295918367347
ANGPT4-TIE1	ANGPT4	TIE1	0.48931116389548696	0.29022988505747127	0.41709183673469385
THPO-MPL	THPO	MPL	0.32779097387173395	0.43103448275862066	0.4164540816326531
RSPO1-LGR6	RSPO1	LGR6	0.9406175771971497	0.14942528735632185	0.41581632653061223
HBEGF-EGFR	HBEGF	EGFR	0.14251781472684086	0.9798850574712644	0.41517857142857145
PMCH-MCHR2	PMCH	MCHR2	0.6033254156769596	0.22988505747126436	0.4145408163265306
ARTN-GFRA3	ARTN	GFRA3	0.16389548693586697	0.8448275862068966	0.4139030612244898
EFNA4-EPHA4	EFNA4	EPHA4	0.1543942992874109	0.896551724137931	0.413265306122449
CALCA-PTH1R	CALCA	PTH1R	0.5795724465558195	0.23850574712643677	0.4119897959183674
WNT5B-FZD5	WNT5B	FZD5	0.21377672209026127	0.646551724137931	0.41135204081632654
DKK1-KREMEN1	DKK1	KREMEN1	0.3182897862232779	0.4339080459770115	0.4107142857142857
CSF3-CSF1R	CSF3	CSF1R	0.48931116389548696	0.28160919540229884	0.4094387755102041
CSF2-CSF1R	CSF2	CSF1R	0.48931116389548696	0.28160919540229884	0.4094387755102041
FLT3LG-FLT3	FLT3LG	FLT3	0.7957244655581948	0.1724137931034483	0.40880102040816324
INSL3-ADCYAP1R1	INSL3	ADCYAP1R1	0.39429928741092635	0.34770114942528735	0.40816326530612246
EFNA4-EPHA3	EFNA4	EPHA3	0.1543942992874109	0.8879310344827587	0.4075255102040816
CGN-TGFBR2	CGN	TGFBR2	0.16389548693586697	0.8362068965517241	0.40688775510204084
CCL26-CX3CR1	CCL26	CX3CR1	0.8479809976247031	0.16091954022988506	0.40625
IL12A-IL12RB2	IL12A	IL12RB2	0.3586698337292161	0.3793103448275862	0.40561224489795916
IL1RN-IL2RA	IL1RN	IL2RA	0.8931116389548693	0.15229885057471265	0.4049744897959184
AGT-MAS1	AGT	MAS1	0.38004750593824227	0.3563218390804598	0.40433673469387754
CCK-CCKBR	CCK	CCKBR	0.2161520190023753	0.6264367816091954	0.40369897959183676
IL2-NGFR	IL2	NGFR	0.6365795724465558	0.21264367816091953	0.4030612244897959
CXCL13-MTNR1A	CXCL13	MTNR1A	0.6033254156769596	0.22413793103448276	0.4017857142857143
PMCH-MTNR1A	PMCH	MTNR1A	0.6033254156769596	0.22413793103448276	0.4017857142857143
MIF-TNFRSF14	MIF	TNFRSF14	0.46080760095011875	0.29310344827586204	0.40114795918367346
ADM2-PTH1R	ADM2	PTH1R	0.5629453681710214	0.23850574712643677	0.4005102040816326
INSL3-RXFP3	INSL3	RXFP3	0.39429928741092635	0.3390804597701149	0.39987244897959184
DKK2-KREMEN1	DKK2	KREMEN1	0.30641330166270786	0.4339080459770115	0.399234693877551
OXT-AVPR1A	OXT	AVPR1A	0.3182897862232779	0.4166666666666667	0.3985969387755102
MIF-ACKR3	MIF	ACKR3	0.46080760095011875	0.28735632183908044	0.3979591836734694
BMP3-ACVR1B	BMP3	ACVR1B	0.14489311163895488	0.9137931034482759	0.39732142857142855
CSF2-CSF2RA	CSF2	CSF2RA	0.48931116389548696	0.27011494252873564	0.3960459183673469
CSF3-CSF2RA	CSF3	CSF2RA	0.48931116389548696	0.27011494252873564	0.3960459183673469
BMP8A-ACVR1	BMP8A	ACVR1	0.19239904988123516	0.6839080459770115	0.39540816326530615
BMP3-ACVR2B	BMP3	ACVR2B	0.14489311163895488	0.9080459770114943	0.3947704081632653
UTS2B-SSTR5	UTS2B	SSTR5	0.8028503562945368	0.16379310344827586	0.39413265306122447
INSL3-RXFP2	INSL3	RXFP2	0.39429928741092635	0.3333333333333333	0.3934948979591837
CLCF1-CNTFR	CLCF1	CNTFR	0.3087885985748218	0.42528735632183906	0.39285714285714285
AGRP-MC4R	AGRP	MC4R	0.48931116389548696	0.2672413793103448	0.39221938775510207
WNT5B-FZD2	WNT5B	FZD2	0.21377672209026127	0.6091954022988506	0.39158163265306123
RSPO2-LGR6	RSPO2	LGR6	0.8693586698337292	0.14942528735632185	0.3909438775510204
CCL21-ACKR4	CCL21	ACKR4	0.6365795724465558	0.20402298850574713	0.38839285714285715
CCL13-ACKR4	CCL13	ACKR4	0.6365795724465558	0.20402298850574713	0.38839285714285715
CCL11-ACKR4	CCL11	ACKR4	0.6365795724465558	0.20402298850574713	0.38839285714285715
CCL1-ACKR4	CCL1	ACKR4	0.6365795724465558	0.20402298850574713	0.38839285714285715
CCL28-ACKR4	CCL28	ACKR4	0.6342042755344418	0.20402298850574713	0.3877551020408163
ANXA1-MTNR1A	ANXA1	MTNR1A	0.5748218527315915	0.22413793103448276	0.38711734693877553
EFNA4-EPHA5	EFNA4	EPHA5	0.1543942992874109	0.8333333333333334	0.3864795918367347
ARTN-GFRA2	ARTN	GFRA2	0.16389548693586697	0.7844827586206896	0.38584183673469385
OSM-OSMR	OSM	OSMR	0.48931116389548696	0.2614942528735632	0.3852040816326531
TNFSF10-TNFRSF10B	TNFSF10	TNFRSF10B	0.22565320665083136	0.5632183908045977	0.38456632653061223
KISS1-KISS1R	KISS1	KISS1R	0.19002375296912113	0.6666666666666666	0.38392857142857145
PNOC-OPRL1	PNOC	OPRL1	0.23040380047505937	0.5488505747126436	0.3832908163265306
BMP10-ACVRL1	BMP10	ACVRL1	0.6365795724465558	0.19827586206896552	0.382015306122449
GDF2-ACVRL1	GDF2	ACVRL1	0.6365795724465558	0.19827586206896552	0.382015306122449
GRN-EGFR	GRN	EGFR	0.12826603325415678	0.9798850574712644	0.38137755102040816
ANXA1-FPR1	ANXA1	FPR1	0.5748218527315915	0.21839080459770116	0.3807397959183674
CXCL2-CXCR2	CXCL2	CXCR2	0.7933491686460807	0.15804597701149425	0.38010204081632654
WNT5B-FZD7	WNT5B	FZD7	0.21377672209026127	0.5804597701149425	0.3794642857142857
WNT2-FZD8	WNT2	FZD8	0.34679334916864607	0.3563218390804598	0.3788265306122449
TGFB3-TGFBR1	TGFB3	TGFBR1	0.13539192399049882	0.9109195402298851	0.3781887755102041
BMP3-ACVR2A	BMP3	ACVR2A	0.14489311163895488	0.8505747126436781	0.37755102040816324
CXCL13-ACKR4	CXCL13	ACKR4	0.6033254156769596	0.20402298850574713	0.37691326530612246
RSPO3-FZD8	RSPO3	FZD8	0.34441805225653205	0.3563218390804598	0.3762755102040816
PENK-OPRD1	PENK	OPRD1	0.1995249406175772	0.6149425287356322	0.37563775510204084
ADIPOQ-PROKR2	ADIPOQ	PROKR2	0.9881235154394299	0.1235632183908046	0.375
IHH-PTCH1	IHH	PTCH1	0.1377672209026128	0.8850574712643678	0.37436224489795916
THBS2-NOTCH4	THBS2	NOTCH4	0.2327790973871734	0.5201149425287356	0.3737244897959184
IL1RN-IL2RB	IL1RN	IL2RB	0.8931116389548693	0.13505747126436782	0.37308673469387754
TNFSF11-TNFRSF11A	TNFSF11	TNFRSF11A	0.24465558194774348	0.49137931034482757	0.37244897959183676
KNG1-BDKRB1	KNG1	BDKRB1	0.47980997624703087	0.25	0.3718112244897959
FGF17-FGFR1	FGF17	FGFR1	0.12589073634204276	0.9511494252873564	0.3711734693877551
PROK1-PROKR2	PROK1	PROKR2	0.9596199524940617	0.1235632183908046	0.3705357142857143
GDF9-BMPR1B	GDF9	BMPR1B	0.24228028503562946	0.4885057471264368	0.36989795918367346
FGF17-FGFR4	FGF17	FGFR4	0.12589073634204276	0.9367816091954023	0.3692602040816326
WNT3A-LGR5	WNT3A	LGR5	0.6365795724465558	0.1839080459770115	0.36862244897959184
CTF1-IL6ST	CTF1	IL6ST	0.14014251781472684	0.8304597701149425	0.367984693877551
CXCL13-CXCR5	CXCL13	CXCR5	0.6033254156769596	0.1925287356321839	0.3673469387755102
TNFSF11-TNFRSF11B	TNFSF11	TNFRSF11B	0.24465558194774348	0.47413793103448276	0.3667091836734694
FGF17-FGFR3	FGF17	FGFR3	0.12589073634204276	0.9166666666666666	0.36607142857142855
EFNA4-EPHA7	EFNA4	EPHA7	0.1543942992874109	0.7471264367816092	0.36543367346938777
BMP3-BMPR2	BMP3	BMPR2	0.14489311163895488	0.7959770114942529	0.3647959183673469
IL3-IL3RA	IL3	IL3RA	0.6365795724465558	0.1810344827586207	0.36415816326530615
HBEGF-ERBB2	HBEGF	ERBB2	0.14251781472684086	0.8045977011494253	0.3635204081632653
CXCL11-ACKR3	CXCL11	ACKR3	0.3990498812351544	0.28735632183908044	0.36288265306122447
BDNF-NTRK2	BDNF	NTRK2	0.25415676959619954	0.4511494252873563	0.3622448979591837
CD70-TNFRSF17	CD70	TNFRSF17	0.47268408551068886	0.2413793103448276	0.36160714285714285
CXCL9-CXCR3	CXCL9	CXCR3	0.6365795724465558	0.1781609195402299	0.3590561224489796
CCL13-CXCR3	CCL13	CXCR3	0.6365795724465558	0.1781609195402299	0.3590561224489796
CCL11-CXCR3	CCL11	CXCR3	0.6365795724465558	0.1781609195402299	0.3590561224489796
CCL21-CXCR3	CCL21	CXCR3	0.6365795724465558	0.1781609195402299	0.3590561224489796
ANGPTL1-TEK	ANGPTL1	TEK	0.9857482185273159	0.11494252873563218	0.35841836734693877
TGFB3-TGFBR2	TGFB3	TGFBR2	0.13539192399049882	0.8362068965517241	0.35778061224489793
FGF7-FGFR1	FGF7	FGFR1	0.1187648456057007	0.9511494252873564	0.35714285714285715
CGA-VIPR1	CGA	VIPR1	0.15201900237529692	0.7413793103448276	0.3565051020408163
UCN3-CRHR1	UCN3	CRHR1	0.9786223277909739	0.11494252873563218	0.35586734693877553
BMP3-BMPR1A	BMP3	BMPR1A	0.14489311163895488	0.7701149425287356	0.3552295918367347
FGF7-FGFR4	FGF7	FGFR4	0.1187648456057007	0.9367816091954023	0.35459183673469385
WNT3-FZD3	WNT3	FZD3	0.11401425178147269	0.9712643678160919	0.3539540816326531
WNT3-ROR2	WNT3	ROR2	0.11401425178147269	0.9683908045977011	0.35331632653061223
CCL2-ACKR2	CCL2	ACKR2	0.2042755344418052	0.5402298850574713	0.35267857142857145
BMP4-ACVR2B	BMP4	ACVR2B	0.12114014251781473	0.9080459770114943	0.3520408163265306
SAA1-MTNR1A	SAA1	MTNR1A	0.48931116389548696	0.22413793103448276	0.35012755102040816
CCL19-MTNR1A	CCL19	MTNR1A	0.48931116389548696	0.22413793103448276	0.35012755102040816
CCL23-MTNR1A	CCL23	MTNR1A	0.48931116389548696	0.22413793103448276	0.35012755102040816
PENK-OPRL1	PENK	OPRL1	0.1995249406175772	0.5488505747126436	0.3494897959183674
NMU-NMUR1	NMU	NMUR1	0.36104513064133015	0.3017241379310345	0.34885204081632654
FGF7-FGFR3	FGF7	FGFR3	0.1187648456057007	0.9166666666666666	0.3482142857142857
SPP1-CCR8	SPP1	CCR8	0.995249406175772	0.10919540229885058	0.3475765306122449
PF4-MTNR1A	PF4	MTNR1A	0.4845605700712589	0.22413793103448276	0.3469387755102041
INHA-ACVR1C	INHA	ACVR1C	0.10926365795724466	0.9913793103448276	0.34630102040816324
SHH-HHIP	SHH	HHIP	0.21140142517814728	0.5114942528735632	0.34566326530612246
KNG1-MTNR1A	KNG1	MTNR1A	0.47980997624703087	0.22413793103448276	0.3450255102040816
CXCL13-CXCR3	CXCL13	CXCR3	0.6033254156769596	0.1781609195402299	0.34438775510204084
TNFSF10-TNFRSF11B	TNFSF10	TNFRSF11B	0.22565320665083136	0.47413793103448276	0.34375
SAA1-FPR1	SAA1	FPR1	0.48931116389548696	0.21839080459770116	0.34311224489795916
WNT9A-FZD10	WNT9A	FZD10	0.32304038004750596	0.3275862068965517	0.3424744897959184
WNT3-FZD1	WNT3	FZD1	0.11401425178147269	0.9252873563218391	0.34183673469387754
IL10-CD27	IL10	CD27	0.9168646080760094	0.11494252873563218	0.34119897959183676
WNT9B-FZD8	WNT9B	FZD8	0.29453681710213775	0.3563218390804598	0.3405612244897959
CSF1-CSF3R	CSF1	CSF3R	0.23990498812351543	0.4367816091954023	0.3399234693877551
AVP-TSHR	AVP	TSHR	0.24703087885985747	0.4224137931034483	0.3392857142857143
IHH-PTCH2	IHH	PTCH2	0.1377672209026128	0.7557471264367817	0.33864795918367346
GDF6-BMPR2	GDF6	BMPR2	0.13064133016627077	0.7959770114942529	0.3380102040816326
TGFB3-TGFBR3	TGFB3	TGFBR3	0.13539192399049882	0.7672413793103449	0.33737244897959184
EFNA4-EPHA1	EFNA4	EPHA1	0.1543942992874109	0.6695402298850575	0.336734693877551
PDYN-MTNR1A	PDYN	MTNR1A	0.46080760095011875	0.22413793103448276	0.3360969387755102
BMP4-ACVR2A	BMP4	ACVR2A	0.12114014251781473	0.8505747126436781	0.3354591836734694
AVP-AVPR1A	AVP	AVPR1A	0.24703087885985747	0.4166666666666667	0.33482142857142855
CCL17-CCR8	CCL17	CCR8	0.9406175771971497	0.10919540229885058	0.33418367346938777
CRH-PTH1R	CRH	PTH1R	0.42755344418052255	0.23850574712643677	0.3335459183673469
RLN1-RXFP4	RLN1	RXFP4	0.22327790973871733	0.4540229885057471	0.33290816326530615
CLCF1-CRLF1	CLCF1	CRLF1	0.3087885985748218	0.3275862068965517	0.3322704081632653
CCL25-MTNR1A	CCL25	MTNR1A	0.4489311163895487	0.22413793103448276	0.3309948979591837
CCL16-MTNR1A	CCL16	MTNR1A	0.4489311163895487	0.22413793103448276	0.3309948979591837
GDF6-BMPR1A	GDF6	BMPR1A	0.13064133016627077	0.7701149425287356	0.33035714285714285
INHA-ACVR1B	INHA	ACVR1B	0.10926365795724466	0.9137931034482759	0.32971938775510207
CCL19-ACKR4	CCL19	ACKR4	0.48931116389548696	0.20402298850574713	0.3284438775510204
CCL8-ACKR4	CCL8	ACKR4	0.48931116389548696	0.20402298850574713	0.3284438775510204
INHA-ACVR2B	INHA	ACVR2B	0.10926365795724466	0.9080459770114943	0.3278061224489796
UTS2B-UTS2R	UTS2B	UTS2R	0.8028503562945368	0.1235632183908046	0.32716836734693877
GPHA2-EPHA6	GPHA2	EPHA6	0.15676959619952494	0.632183908045977	0.32653061224489793
BMP3-ACVR1	BMP3	ACVR1	0.14489311163895488	0.6839080459770115	0.32589285714285715
WNT7B-FZD8	WNT7B	FZD8	0.27790973871733965	0.3563218390804598	0.3252551020408163
HBEGF-PRLR	HBEGF	PRLR	0.14251781472684086	0.6925287356321839	0.32461734693877553
SEMA3F-PLXNA1	SEMA3F	PLXNA1	0.10451306413301663	0.9425287356321839	0.3239795918367347
WNT3-RYK	WNT3	RYK	0.11401425178147269	0.8620689655172413	0.32334183673469385
CXCL14-CXCR4	CXCL14	CXCR4	0.1330166270783848	0.735632183908046	0.3227040816326531
EFNA4-EPHA6	EFNA4	EPHA6	0.1543942992874109	0.632183908045977	0.32206632653061223
CTF1-LIFR	CTF1	LIFR	0.14014251781472684	0.6954022988505747	0.32142857142857145
FSHB-PTH1R	FSHB	PTH1R	0.4085510688836104	0.23850574712643677	0.3207908163265306
IL2-IL2RA	IL2	IL2RA	0.6365795724465558	0.15229885057471265	0.3201530612244898
WNT9B-FZD10	WNT9B	FZD10	0.29453681710213775	0.3275862068965517	0.319515306122449
BMP4-BMPR2	BMP4	BMPR2	0.12114014251781473	0.7959770114942529	0.31887755102040816
INSL5-MTNR1A	INSL5	MTNR1A	0.42992874109263657	0.22413793103448276	0.3182397959183674
SEMA3F-PLXNA3	SEMA3F	PLXNA3	0.10451306413301663	0.9195402298850575	0.31760204081632654
WNT5B-FZD9	WNT5B	FZD9	0.21377672209026127	0.4454022988505747	0.3169642857142857
FGF11-FGFR1	FGF11	FGFR1	0.0997624703087886	0.9511494252873564	0.3163265306122449
CCL4-CXCR5	CCL4	CXCR5	0.48931116389548696	0.1925287356321839	0.3156887755102041
INSL3-PTH1R	INSL3	PTH1R	0.39429928741092635	0.23850574712643677	0.31505102040816324
BMP8A-BMPR1B	BMP8A	BMPR1B	0.19239904988123516	0.4885057471264368	0.31441326530612246
XCL2-XCR1	XCL2	XCR1	0.42280285035629456	0.22126436781609196	0.3137755102040816
FGF11-FGFR4	FGF11	FGFR4	0.0997624703087886	0.9367816091954023	0.31313775510204084
CCL2-CCR10	CCL2	CCR10	0.2042755344418052	0.45689655172413796	0.3125
BMP4-BMPR1A	BMP4	BMPR1A	0.12114014251781473	0.7701149425287356	0.31186224489795916
IL18-IL1RL2	IL18	IL1RL2	0.26365795724465557	0.35344827586206895	0.3112244897959184
NRG3-EGFR	NRG3	EGFR	0.09501187648456057	0.9798850574712644	0.31058673469387754
INHA-ACVR2A	INHA	ACVR2A	0.10926365795724466	0.8505747126436781	0.3093112244897959
NTF4-NGFR	NTF4	NGFR	0.43705463182897863	0.21264367816091953	0.3093112244897959
ARTN-GFRA1	ARTN	GFRA1	0.16389548693586697	0.5660919540229885	0.3086734693877551
CCL3-CXCR5	CCL3	CXCR5	0.47980997624703087	0.1925287356321839	0.3080357142857143
FGF17-FGFR2	FGF17	FGFR2	0.12589073634204276	0.7327586206896551	0.30739795918367346
FGF7-NRP1	FGF7	NRP1	0.1187648456057007	0.7729885057471264	0.3067602040816326
CCL25-ACKR4	CCL25	ACKR4	0.4489311163895487	0.20402298850574713	0.30612244897959184
FGF11-FGFR3	FGF11	FGFR3	0.0997624703087886	0.9166666666666666	0.305484693877551
PPBP-MTNR1A	PPBP	MTNR1A	0.40617577197149646	0.22413793103448276	0.3048469387755102
WNT7B-FZD10	WNT7B	FZD10	0.27790973871733965	0.3275862068965517	0.3042091836734694
WNT10A-FZD8	WNT10A	FZD8	0.25415676959619954	0.3563218390804598	0.30357142857142855
WNT11-MUSK	WNT11	MUSK	0.8669833729216152	0.10344827586206896	0.30293367346938777
INHBB-ACVR1C	INHBB	ACVR1C	0.09026128266033254	0.9913793103448276	0.3022959183673469
PENK-OPRM1	PENK	OPRM1	0.1995249406175772	0.4482758620689655	0.3010204081632653
CXCL11-MTNR1A	CXCL11	MTNR1A	0.3990498812351544	0.22413793103448276	0.3010204081632653
CSF2-IL3RA	CSF2	IL3RA	0.48931116389548696	0.1810344827586207	0.30038265306122447
SST-MTNR1A	SST	MTNR1A	0.39429928741092635	0.22413793103448276	0.2997448979591837
GRN-TNFRSF1A	GRN	TNFRSF1A	0.12826603325415678	0.6810344827586207	0.29910714285714285
CCL19-CXCR3	CCL19	CXCR3	0.48931116389548696	0.1781609195402299	0.29846938775510207
FGF7-FGFR2	FGF7	FGFR2	0.1187648456057007	0.7327586206896551	0.29783163265306123
CCK-CCKAR	CCK	CCKAR	0.2161520190023753	0.40229885057471265	0.2971938775510204
PDGFC-PDGFRB	PDGFC	PDGFRB	0.16389548693586697	0.5287356321839081	0.2965561224489796
CCL16-CXCR5	CCL16	CXCR5	0.4489311163895487	0.1925287356321839	0.29591836734693877
PF4-CXCR3	PF4	CXCR3	0.4845605700712589	0.1781609195402299	0.29528061224489793
IL2-IL2RB	IL2	IL2RB	0.6365795724465558	0.13505747126436782	0.2940051020408163
IL3-CSF2RB	IL3	CSF2RB	0.6365795724465558	0.13505747126436782	0.2940051020408163
AVP-ADCYAP1R1	AVP	ADCYAP1R1	0.24703087885985747	0.34770114942528735	0.29336734693877553
NRG3-ERBB3	NRG3	ERBB3	0.09501187648456057	0.9022988505747126	0.2927295918367347
AGT-MTNR1A	AGT	MTNR1A	0.38004750593824227	0.22413793103448276	0.29209183673469385
HBEGF-ERBB4	HBEGF	ERBB4	0.14251781472684086	0.5919540229885057	0.2914540816326531
CCL20-CCR6	CCL20	CCR6	0.35629453681710216	0.23563218390804597	0.29081632653061223
INHA-TGFBR3	INHA	TGFBR3	0.10926365795724466	0.7672413793103449	0.29017857142857145
TAC3-TACR3	TAC3	TACR3	0.20190023752969122	0.41379310344827586	0.2895408163265306
TNFSF13B-TFRC	TNFSF13B	TFRC	0.10688836104513064	0.7787356321839081	0.2889030612244898
EFNA1-EPHA4	EFNA1	EPHA4	0.09263657957244656	0.896551724137931	0.288265306122449
CCL26-CCR3	CCL26	CCR3	0.8479809976247031	0.09770114942528736	0.2869897959183674
CCL7-CCR3	CCL7	CCR3	0.8479809976247031	0.09770114942528736	0.2869897959183674
BMP4-ACVR1	BMP4	ACVR1	0.12114014251781473	0.6839080459770115	0.28635204081632654
CCL2-CCR4	CCL2	CCR4	0.2042755344418052	0.4051724137931034	0.2857142857142857
CCL5-CCR3	CCL5	CCR3	0.8456057007125891	0.09770114942528736	0.2850765306122449
INHBB-ACVR1B	INHBB	ACVR1B	0.09026128266033254	0.9137931034482759	0.2844387755102041
BMP8B-ACVRL1	BMP8B	ACVRL1	0.4156769596199525	0.19827586206896552	0.28380102040816324
SLIT2-ROBO1	SLIT2	ROBO1	0.0855106888361045	0.9626436781609196	0.28316326530612246
GIP-TSHR	GIP	TSHR	0.19477434679334918	0.4224137931034483	0.2825255102040816
EFNA1-EPHA3	EFNA1	EPHA3	0.09263657957244656	0.8879310344827587	0.28188775510204084
VEGFC-NRP2	VEGFC	NRP2	0.14726840855106887	0.5574712643678161	0.28125
INHBB-ACVR2B	INHBB	ACVR2B	0.09026128266033254	0.9080459770114943	0.28061224489795916
SLIT2-ROBO2	SLIT2	ROBO2	0.0855106888361045	0.9568965517241379	0.2799744897959184
CXCL10-CCR3	CXCL10	CCR3	0.836104513064133	0.09770114942528736	0.27933673469387754
EFNA4-PDGFRB	EFNA4	PDGFRB	0.1543942992874109	0.5287356321839081	0.27869897959183676
GRP-NMBR	GRP	NMBR	0.48931116389548696	0.16666666666666666	0.2780612244897959
IL5-CSF2RB	IL5	CSF2RB	0.6033254156769596	0.13505747126436782	0.2774234693877551
PTHLH-VIPR1	PTHLH	VIPR1	0.10926365795724466	0.7413793103448276	0.2767857142857143
NMU-MTNR1A	NMU	MTNR1A	0.36104513064133015	0.22413793103448276	0.27614795918367346
SEMA3F-NRP1	SEMA3F	NRP1	0.10451306413301663	0.7729885057471264	0.2755102040816326
SLIT2-PLXNA1	SLIT2	PLXNA1	0.0855106888361045	0.9425287356321839	0.27487244897959184
EFNA4-EPHA2	EFNA4	EPHA2	0.1543942992874109	0.5172413793103449	0.2735969387755102
CCL20-MTNR1A	CCL20	MTNR1A	0.35629453681710216	0.22413793103448276	0.2735969387755102
SLIT2-DCC	SLIT2	DCC	0.0855106888361045	0.9310344827586207	0.2729591836734694
IL34-CSF1R	IL34	CSF1R	0.2826603325415677	0.28160919540229884	0.27232142857142855
BMP7-ACVRL1	BMP7	ACVRL1	0.4014251781472684	0.19827586206896552	0.27168367346938777
CCL27-MTNR1A	CCL27	MTNR1A	0.3515439429928741	0.22413793103448276	0.2710459183673469
PROK2-PROKR2	PROK2	PROKR2	0.6365795724465558	0.1235632183908046	0.27040816326530615
INHBB-BAMBI	INHBB	BAMBI	0.09026128266033254	0.8706896551724138	0.2697704081632653
EFNA1-EPHB1	EFNA1	EPHB1	0.09263657957244656	0.8477011494252874	0.26913265306122447
TAC1-TACR3	TAC1	TACR3	0.1876484560570071	0.41379310344827586	0.2684948979591837
IL12A-IL12RB1	IL12A	IL12RB1	0.3586698337292161	0.21551724137931033	0.26785714285714285
EFNA1-EPHA5	EFNA1	EPHA5	0.09263657957244656	0.8333333333333334	0.26721938775510207
FGF18-FGFR1	FGF18	FGFR1	0.08076009501187649	0.9511494252873564	0.26658163265306123
INHBB-ACVR2A	INHBB	ACVR2A	0.09026128266033254	0.8505747126436781	0.2659438775510204
