interaction_symbol	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references	curation_effort	n_references	n_resources
FLT3LG-FLT3	FLT3LG	FLT3	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:15147956;Baccin2019:7505204;Baccin2019:9651358;CellChatDB:25992210;CellTalkDB:9651358;Cellinker:15147956;Cellinker:15618475;Cellinker:19830725;Cellinker:25992210;Cellinker:7505204;Cellinker:9651358;HPMR:12681969;HPMR:15147956;HPRD:7505204;HPRD:9651358;ICELLNET:21389326;LRdb:15147956;LRdb:7505204;LRdb:9651358;SIGNOR:10080542;SIGNOR:12681969;SPIKE:7505204;SPIKE:9651358;connectomeDB2020:15147956;connectomeDB2020:7505204;connectomeDB2020:9651358	26	Baccin2019:15147956;Baccin2019:7505204;Baccin2019:9651358;CellChatDB:25992210;CellTalkDB:9651358;Cellinker:15147956;Cellinker:15618475;Cellinker:19830725;Cellinker:25992210;Cellinker:7505204;Cellinker:9651358;HPMR:12681969;HPMR:15147956;HPRD:7505204;HPRD:9651358;ICELLNET:21389326;LRdb:15147956;LRdb:7505204;LRdb:9651358;SIGNOR:10080542;SIGNOR:12681969;SPIKE:7505204;SPIKE:9651358;connectomeDB2020:15147956;connectomeDB2020:7505204;connectomeDB2020:9651358	21
KITLG-KIT	KITLG	KIT	1	1	0	1	1	0	Baccin2019;BioGRID;CancerCellMap;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;Kirouac2010;LRdb;Lit-BM-17;NetPath;ProtMapper;REACH_ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;Sparser_ProtMapper;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:1375232;Baccin2019:1698556;Baccin2019:7680037;BioGRID:1375232;BioGRID:7680037;CancerCellMap:7680037;CellTalkDB:1698556;Cellinker:12036870;Cellinker:1375232;Cellinker:1698556;Cellinker:7680037;Guide2Pharma:7536489;HPRD:1375232;HPRD:7680037;ICELLNET:17662946;LRdb:1375232;LRdb:1698556;LRdb:7680037;Lit-BM-17:1375232;Lit-BM-17:17662946;Lit-BM-17:7680037;NetPath:7680037;ProtMapper:25717186;ProtMapper:26358753;SIGNOR:1698556;SIGNOR:17259966;SPIKE:1375232;SPIKE:7680037;connectomeDB2020:1375232;connectomeDB2020:1698556;connectomeDB2020:7680037;scConnect:7536489	34	Baccin2019:1375232;Baccin2019:1698556;Baccin2019:7680037;BioGRID:1375232;BioGRID:7680037;CancerCellMap:7680037;CellTalkDB:1698556;Cellinker:12036870;Cellinker:1375232;Cellinker:1698556;Cellinker:7680037;Guide2Pharma:7536489;HPRD:1375232;HPRD:7680037;ICELLNET:17662946;LRdb:1375232;LRdb:1698556;LRdb:7680037;Lit-BM-17:1375232;Lit-BM-17:17662946;Lit-BM-17:7680037;NetPath:7680037;ProtMapper:25717186;ProtMapper:26358753;SIGNOR:1698556;SIGNOR:17259966;SPIKE:1375232;SPIKE:7680037;connectomeDB2020:1375232;connectomeDB2020:1698556;connectomeDB2020:7680037;scConnect:7536489	26
IGF2-IGF1R	IGF2	IGF1R	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;SPIKE;SignaLink3;UniProt_LRdb;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:9972281;CellChatDB:14604834;CellPhoneDB:27102148;CellTalkDB:9972281;Cellinker:14604834;Cellinker:9972281;HPRD:9972281;LRdb:9972281;SIGNOR:22810696;SPIKE:20980691;SignaLink3:11867533;SignaLink3:23331499;connectomeDB2020:9972281	13	Baccin2019:9972281;CellChatDB:14604834;CellPhoneDB:27102148;CellTalkDB:9972281;Cellinker:14604834;Cellinker:9972281;HPRD:9972281;LRdb:9972281;SIGNOR:22810696;SPIKE:20980691;SignaLink3:11867533;SignaLink3:23331499;connectomeDB2020:9972281	19
CXCL9-CXCR3	CXCL9	CXCR3	1	1	0	1	1	0	Baccin2019;BioGRID;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:12782716;Baccin2019:12884299;Baccin2019:15761110;Baccin2019:9660793;BioGRID:12782716;BioGRID:9660793;CellPhoneDB:24218476;Cellinker:12782716;Cellinker:12884299;Cellinker:15761110;Cellinker:9660793;DIP:11259614;DIP:9625760;DIP:9660793;Guide2Pharma:15761110;Guide2Pharma:9660793;HPRD:12782716;HPRD:9660793;ICELLNET:12884299;LRdb:10699158;SIGNOR:12750173;SPIKE:9660793;connectomeDB2020:12782716;connectomeDB2020:12884299;connectomeDB2020:15761110;connectomeDB2020:9660793;scConnect:15761110;scConnect:9660793	28	Baccin2019:12782716;Baccin2019:12884299;Baccin2019:15761110;Baccin2019:9660793;BioGRID:12782716;BioGRID:9660793;CellPhoneDB:24218476;Cellinker:12782716;Cellinker:12884299;Cellinker:15761110;Cellinker:9660793;DIP:11259614;DIP:9625760;DIP:9660793;Guide2Pharma:15761110;Guide2Pharma:9660793;HPRD:12782716;HPRD:9660793;ICELLNET:12884299;LRdb:10699158;SIGNOR:12750173;SPIKE:9660793;connectomeDB2020:12782716;connectomeDB2020:12884299;connectomeDB2020:15761110;connectomeDB2020:9660793;scConnect:15761110;scConnect:9660793	22
CCL5-CCR5	CCL5	CCR5	1	1	0	1	1	0	Baccin2019;BioGRID;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;IntAct;KEGG-MEDICUS;LRdb;Lit-BM-17;ProtMapper;REACH_ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SPIKE;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10318947;Baccin2019:10477718;Baccin2019:11116158;Baccin2019:12964882;Baccin2019:14637022;Baccin2019:16298345;Baccin2019:8663314;Baccin2019:9289016;Baccin2019:9790730;BioGRID:14637022;CellPhoneDB:24218476;Cellinker:10318947;Cellinker:10477718;Cellinker:11116158;Cellinker:12964882;Cellinker:14637022;Cellinker:16298345;Cellinker:8663314;Cellinker:9289016;Cellinker:9790730;DIP:10477718;DIP:10488147;DIP:9207005;DIP:9334377;Guide2Pharma:10318947;Guide2Pharma:16298345;Guide2Pharma:9790730;HPRD:10477718;HPRD:11116158;HPRD:14637022;HPRD:8663314;HPRD:9289016;ICELLNET:22633458;InnateDB:10477718;InnateDB:12213786;IntAct:23480650;IntAct:28381538;LRdb:10699158;Lit-BM-17:10477718;Lit-BM-17:10488147;Lit-BM-17:11116158;Lit-BM-17:11449371;Lit-BM-17:14637022;Lit-BM-17:23480650;Lit-BM-17:9207005;Lit-BM-17:9334377;ProtMapper:25923671;SPIKE:10477718;connectomeDB2020:10318947;connectomeDB2020:10477718;connectomeDB2020:11116158;connectomeDB2020:12964882;connectomeDB2020:14637022;connectomeDB2020:16298345;connectomeDB2020:8663314;connectomeDB2020:9289016;connectomeDB2020:9790730;scConnect:10318947;scConnect:16298345;scConnect:9790730	60	Baccin2019:10318947;Baccin2019:10477718;Baccin2019:11116158;Baccin2019:12964882;Baccin2019:14637022;Baccin2019:16298345;Baccin2019:8663314;Baccin2019:9289016;Baccin2019:9790730;BioGRID:14637022;CellPhoneDB:24218476;Cellinker:10318947;Cellinker:10477718;Cellinker:11116158;Cellinker:12964882;Cellinker:14637022;Cellinker:16298345;Cellinker:8663314;Cellinker:9289016;Cellinker:9790730;DIP:10477718;DIP:10488147;DIP:9207005;DIP:9334377;Guide2Pharma:10318947;Guide2Pharma:16298345;Guide2Pharma:9790730;HPRD:10477718;HPRD:11116158;HPRD:14637022;HPRD:8663314;HPRD:9289016;ICELLNET:22633458;InnateDB:10477718;InnateDB:12213786;IntAct:23480650;IntAct:28381538;LRdb:10699158;Lit-BM-17:10477718;Lit-BM-17:10488147;Lit-BM-17:11116158;Lit-BM-17:11449371;Lit-BM-17:14637022;Lit-BM-17:23480650;Lit-BM-17:9207005;Lit-BM-17:9334377;ProtMapper:25923671;SPIKE:10477718;connectomeDB2020:10318947;connectomeDB2020:10477718;connectomeDB2020:11116158;connectomeDB2020:12964882;connectomeDB2020:14637022;connectomeDB2020:16298345;connectomeDB2020:8663314;connectomeDB2020:9289016;connectomeDB2020:9790730;scConnect:10318947;scConnect:16298345;scConnect:9790730	24
CCL8-CCR5	CCL8	CCR5	1	1	0	1	1	0	Baccin2019;CellCall;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SPIKE;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:1629834510477710;CellPhoneDB:24218476;Cellinker:10477718;Cellinker:12964882;Cellinker:9468473;Cellinker:9790730;DIP:10477718;DIP:9468473;Guide2Pharma:9790730;HPRD:10477718;HPRD:9468473;ICELLNET:22633458;InnateDB:10477718;LRdb:10699158;SPIKE:10477718;connectomeDB2020:10477718;connectomeDB2020:12964882;connectomeDB2020:9468473;connectomeDB2020:9790730;scConnect:9790730	20	Baccin2019:1629834510477710;CellPhoneDB:24218476;Cellinker:10477718;Cellinker:12964882;Cellinker:9468473;Cellinker:9790730;DIP:10477718;DIP:9468473;Guide2Pharma:9790730;HPRD:10477718;HPRD:9468473;ICELLNET:22633458;InnateDB:10477718;LRdb:10699158;SPIKE:10477718;connectomeDB2020:10477718;connectomeDB2020:12964882;connectomeDB2020:9468473;connectomeDB2020:9790730;scConnect:9790730	19
CCL4-CCR5	CCL4	CCR5	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;Kirouac2010;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:12427015;Baccin2019:12964882;Baccin2019:16298345;Baccin2019:8663314;Baccin2019:9790730;CellTalkDB:10699158;Cellinker:12427015;Cellinker:12964882;Cellinker:16298345;Cellinker:8663314;Cellinker:9790730;DIP:10477718;DIP:10498628;DIP:9334377;DIP:9468473;Guide2Pharma:16298345;Guide2Pharma:9790730;HPRD:12427015;HPRD:8663314;ICELLNET:22633458;InnateDB:10477718;InnateDB:12427015;InnateDB:16467191;LRdb:10699158;Lit-BM-17:10477718;Lit-BM-17:10498628;Lit-BM-17:23597562;Lit-BM-17:9334377;Lit-BM-17:9468473;SIGNOR:20219869;SPIKE:12427015;SPIKE:8663314;connectomeDB2020:12427015;connectomeDB2020:12964882;connectomeDB2020:16298345;connectomeDB2020:8663314;connectomeDB2020:9790730;scConnect:16298345;scConnect:9790730	39	Baccin2019:12427015;Baccin2019:12964882;Baccin2019:16298345;Baccin2019:8663314;Baccin2019:9790730;CellTalkDB:10699158;Cellinker:12427015;Cellinker:12964882;Cellinker:16298345;Cellinker:8663314;Cellinker:9790730;DIP:10477718;DIP:10498628;DIP:9334377;DIP:9468473;Guide2Pharma:16298345;Guide2Pharma:9790730;HPRD:12427015;HPRD:8663314;ICELLNET:22633458;InnateDB:10477718;InnateDB:12427015;InnateDB:16467191;LRdb:10699158;Lit-BM-17:10477718;Lit-BM-17:10498628;Lit-BM-17:23597562;Lit-BM-17:9334377;Lit-BM-17:9468473;SIGNOR:20219869;SPIKE:12427015;SPIKE:8663314;connectomeDB2020:12427015;connectomeDB2020:12964882;connectomeDB2020:16298345;connectomeDB2020:8663314;connectomeDB2020:9790730;scConnect:16298345;scConnect:9790730	23
IL6-IL6ST	IL6	IL6ST	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;Lit-BM-17;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:14557255;Baccin2019:3136546;Baccin2019:8293462;CellTalkDB:14557255;DIP:11251120;DIP:7744001;Guide2Pharma:1995637;HPMR:15895091;HPMR:3136546;HPRD:14557255;InnateDB:15895091;LRdb:14557255;LRdb:3136546;LRdb:8293462;Lit-BM-17:11251120;Lit-BM-17:12829785;Lit-BM-17:18775332;Lit-BM-17:7744001;NetPath:2788034;SIGNOR:15895091;SPIKE:15895091;SPIKE:19715447;connectomeDB2020:14557255;connectomeDB2020:3136546;connectomeDB2020:8293462;scConnect:1995637	26	Baccin2019:14557255;Baccin2019:3136546;Baccin2019:8293462;CellTalkDB:14557255;DIP:11251120;DIP:7744001;Guide2Pharma:1995637;HPMR:15895091;HPMR:3136546;HPRD:14557255;InnateDB:15895091;LRdb:14557255;LRdb:3136546;LRdb:8293462;Lit-BM-17:11251120;Lit-BM-17:12829785;Lit-BM-17:18775332;Lit-BM-17:7744001;NetPath:2788034;SIGNOR:15895091;SPIKE:15895091;SPIKE:19715447;connectomeDB2020:14557255;connectomeDB2020:3136546;connectomeDB2020:8293462;scConnect:1995637	21
EGF-EGFR	EGF	EGFR	1	1	0	1	1	0	AlzPathway;BEL-Large-Corpus_ProtMapper;Baccin2019;BioGRID;CancerCellMap;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;IntAct;KEGG-MEDICUS;Kirouac2010;LRdb;Lit-BM-17;NetPath;ProtMapper;REACH_ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;SignaLink3;Sparser_ProtMapper;Wang;connectomeDB2020;iTALK;scConnect;talklr	AlzPathway:18270696;Baccin2019:10788520;Baccin2019:12093292;Baccin2019:12297050;Baccin2019:12620237;Baccin2019:15620700;Baccin2019:16274239;Baccin2019:6289330;BioGRID:12093292;BioGRID:26280537;CancerCellMap:3494473;CellTalkDB:12093292;DIP:10085134;DIP:10970856;DIP:11684674;DIP:17697999;DIP:18427122;DIP:21822280;DIP:26280537;DIP:8663535;HPMR:6289330;HPRD:10788520;HPRD:12093292;HPRD:12297050;HPRD:12620237;HPRD:15620700;HPRD:16274239;ICELLNET:8639530;IntAct:12297050;IntAct:12620237;IntAct:17697999;IntAct:21439278;IntAct:21822280;IntAct:25241761;IntAct:26280537;IntAct:2790960;IntAct:28988771;IntAct:30083275;IntAct:9135143;LRdb:10788520;LRdb:12093292;LRdb:12297050;LRdb:12620237;LRdb:15620700;LRdb:16274239;LRdb:6289330;Lit-BM-17:10085134;Lit-BM-17:10970856;Lit-BM-17:11684674;Lit-BM-17:12093292;Lit-BM-17:12297050;Lit-BM-17:12620237;Lit-BM-17:17697999;Lit-BM-17:18271526;Lit-BM-17:18427122;Lit-BM-17:19531499;Lit-BM-17:21439278;Lit-BM-17:23597562;Lit-BM-17:25080504;Lit-BM-17:25241761;Lit-BM-17:25453753;Lit-BM-17:26280537;Lit-BM-17:2790960;Lit-BM-17:8663535;NetPath:19531499;NetPath:3494473;ProtMapper:11116185;ProtMapper:12771140;ProtMapper:14568001;ProtMapper:15708576;ProtMapper:15958209;ProtMapper:16729043;ProtMapper:16843263;ProtMapper:17081983;ProtMapper:17563729;ProtMapper:17575160;ProtMapper:17971399;ProtMapper:18253097;ProtMapper:18320059;ProtMapper:18762250;ProtMapper:19129184;ProtMapper:19135477;ProtMapper:19531623;ProtMapper:19895983;ProtMapper:20813200;ProtMapper:20953304;ProtMapper:21107857;ProtMapper:21303971;ProtMapper:21311755;ProtMapper:21532939;ProtMapper:21649524;ProtMapper:21722395;ProtMapper:21858221;ProtMapper:22216880;ProtMapper:22260327;ProtMapper:23185569;ProtMapper:23613900;ProtMapper:23912460;ProtMapper:23950932;ProtMapper:24096486;ProtMapper:24709886;ProtMapper:25366117;ProtMapper:26821125;ProtMapper:26921391;ProtMapper:27387652;ProtMapper:27462018;ProtMapper:27564112;ProtMapper:29617357;ProtMapper:30197274;SIGNOR:12297050;SIGNOR:12648462;SPIKE:20458382;SignaLink3:10085134;SignaLink3:10209155;SignaLink3:19531499;SignaLink3:21071413;SignaLink3:23331499;connectomeDB2020:10788520;connectomeDB2020:12093292;connectomeDB2020:12297050;connectomeDB2020:12620237;connectomeDB2020:15620700;connectomeDB2020:16274239;connectomeDB2020:6289330	124	AlzPathway:18270696;Baccin2019:10788520;Baccin2019:12093292;Baccin2019:12297050;Baccin2019:12620237;Baccin2019:15620700;Baccin2019:16274239;Baccin2019:6289330;BioGRID:12093292;BioGRID:26280537;CancerCellMap:3494473;CellTalkDB:12093292;DIP:10085134;DIP:10970856;DIP:11684674;DIP:17697999;DIP:18427122;DIP:21822280;DIP:26280537;DIP:8663535;HPMR:6289330;HPRD:10788520;HPRD:12093292;HPRD:12297050;HPRD:12620237;HPRD:15620700;HPRD:16274239;ICELLNET:8639530;IntAct:12297050;IntAct:12620237;IntAct:17697999;IntAct:21439278;IntAct:21822280;IntAct:25241761;IntAct:26280537;IntAct:2790960;IntAct:28988771;IntAct:30083275;IntAct:9135143;LRdb:10788520;LRdb:12093292;LRdb:12297050;LRdb:12620237;LRdb:15620700;LRdb:16274239;LRdb:6289330;Lit-BM-17:10085134;Lit-BM-17:10970856;Lit-BM-17:11684674;Lit-BM-17:12093292;Lit-BM-17:12297050;Lit-BM-17:12620237;Lit-BM-17:17697999;Lit-BM-17:18271526;Lit-BM-17:18427122;Lit-BM-17:19531499;Lit-BM-17:21439278;Lit-BM-17:23597562;Lit-BM-17:25080504;Lit-BM-17:25241761;Lit-BM-17:25453753;Lit-BM-17:26280537;Lit-BM-17:2790960;Lit-BM-17:8663535;NetPath:19531499;NetPath:3494473;ProtMapper:11116185;ProtMapper:12771140;ProtMapper:14568001;ProtMapper:15708576;ProtMapper:15958209;ProtMapper:16729043;ProtMapper:16843263;ProtMapper:17081983;ProtMapper:17563729;ProtMapper:17575160;ProtMapper:17971399;ProtMapper:18253097;ProtMapper:18320059;ProtMapper:18762250;ProtMapper:19129184;ProtMapper:19135477;ProtMapper:19531623;ProtMapper:19895983;ProtMapper:20813200;ProtMapper:20953304;ProtMapper:21107857;ProtMapper:21303971;ProtMapper:21311755;ProtMapper:21532939;ProtMapper:21649524;ProtMapper:21722395;ProtMapper:21858221;ProtMapper:22216880;ProtMapper:22260327;ProtMapper:23185569;ProtMapper:23613900;ProtMapper:23912460;ProtMapper:23950932;ProtMapper:24096486;ProtMapper:24709886;ProtMapper:25366117;ProtMapper:26821125;ProtMapper:26921391;ProtMapper:27387652;ProtMapper:27462018;ProtMapper:27564112;ProtMapper:29617357;ProtMapper:30197274;SIGNOR:12297050;SIGNOR:12648462;SPIKE:20458382;SignaLink3:10085134;SignaLink3:10209155;SignaLink3:19531499;SignaLink3:21071413;SignaLink3:23331499;connectomeDB2020:10788520;connectomeDB2020:12093292;connectomeDB2020:12297050;connectomeDB2020:12620237;connectomeDB2020:15620700;connectomeDB2020:16274239;connectomeDB2020:6289330	30
IL1A-IL1R1	IL1A	IL1R1	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;Kirouac2010;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;SignaLink3;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:29469592946959;CellTalkDB:2946959;HPRD:2946959;InnateDB:8142597;LRdb:2946959;NetPath:17507369;NetPath:2946959;NetPath:7775431;SIGNOR:7964161;SIGNOR:9565970;SPIKE:19479203;SignaLink3:23331499;SignaLink3:2946959;SignaLink3:9565970;connectomeDB2020:2946959	15	Baccin2019:29469592946959;CellTalkDB:2946959;HPRD:2946959;InnateDB:8142597;LRdb:2946959;NetPath:17507369;NetPath:2946959;NetPath:7775431;SIGNOR:7964161;SIGNOR:9565970;SPIKE:19479203;SignaLink3:23331499;SignaLink3:2946959;SignaLink3:9565970;connectomeDB2020:2946959	18
WNT5A-FZD5	WNT5A	FZD5	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:9054360;CellPhoneDB:24032637;CellTalkDB:9054360;Cellinker:9054360;HPRD:9054360;ICELLNET:11029007;LRdb:9054360;SIGNOR:9054360;SPIKE:9054360;SignaLink3:23331499;SignaLink3:9054360;connectomeDB2020:9054360	12	Baccin2019:9054360;CellPhoneDB:24032637;CellTalkDB:9054360;Cellinker:9054360;HPRD:9054360;ICELLNET:11029007;LRdb:9054360;SIGNOR:9054360;SPIKE:9054360;SignaLink3:23331499;SignaLink3:9054360;connectomeDB2020:9054360	18
LTA-TNFRSF1A	LTA	TNFRSF1A	1	1	0	1	1	0	Baccin2019;BioGRID;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SPIKE;STRING_talklr;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:8387891;BioGRID:8387891;CellTalkDB:8387891;Cellinker:8387891;DIP:2170974;DIP:8387891;HPRD:8387891;ICELLNET:7995952;InnateDB:8171323;LRdb:8387891;Lit-BM-17:1310388;Lit-BM-17:2170974;Lit-BM-17:8182064;Lit-BM-17:8288897;Lit-BM-17:8387891;SPIKE:12387745;connectomeDB2020:8387891	17	Baccin2019:8387891;BioGRID:8387891;CellTalkDB:8387891;Cellinker:8387891;DIP:2170974;DIP:8387891;HPRD:8387891;ICELLNET:7995952;InnateDB:8171323;LRdb:8387891;Lit-BM-17:1310388;Lit-BM-17:2170974;Lit-BM-17:8182064;Lit-BM-17:8288897;Lit-BM-17:8387891;SPIKE:12387745;connectomeDB2020:8387891	23
NRG1-ERBB2	NRG1	ERBB2	1	1	0	1	1	0	CellTalkDB;DLRP_talklr;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;LRdb;ProtMapper;REACH_ProtMapper;Ramilowski2015;SIGNOR;SPIKE;SignaLink3;Wang;connectomeDB2020;iTALK;talklr	CellTalkDB:1350381;HPMR:1350381;LRdb:1350381;LRdb:751;ProtMapper:19293191;SIGNOR:7514177;SPIKE:14737100;SignaLink3:23331499;SignaLink3:9275162;connectomeDB2020:1350381;connectomeDB2020:7514177	11	CellTalkDB:1350381;HPMR:1350381;LRdb:1350381;LRdb:751;ProtMapper:19293191;SIGNOR:7514177;SPIKE:14737100;SignaLink3:23331499;SignaLink3:9275162;connectomeDB2020:1350381;connectomeDB2020:7514177	12
