Gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
RAB11A	1.94E-91	-0.232303858	0.758	0.969	4.00E-87
PCSK7	7.89E-229	-0.232230459	0.232	0.667	1.63E-224
KDM5C	0	-0.232229543	0.064	0.511	0
NCK2	0	-0.232146386	0.025	0.437	0
WRNIP1	0	-0.232141402	0.093	0.555	0
PHC3	"8,51138090865254e-311"	-0.232070548	0.059	0.475	1.76E-306
DDX49	"1,0133966455876e-312"	-0.232054117	0.143	0.609	0.00E+00
COG6	0	-0.2320328	0.09	0.536	0
BRPF3	0	-0.231986042	0.045	0.475	0
GLCCI1	8.56E-305	-0.231900937	0.057	0.459	1.76E-300
DOP1B	1.02E-289	-0.231808622	0.047	0.433	2.10E-285
JTB	3.17E-73	-0.231776708	0.803	0.973	6.53E-69
SCAF1	1.98E-288	-0.231668038	0.091	0.52	4.08E-284
NUS1	1.11E-246	-0.23164622	0.169	0.598	2.28E-242
SENP5	0	-0.231255279	0.044	0.464	0
DZIP1	1.33E-299	-0.231196033	0.062	0.466	2.73E-295
GPT2	8.03E-270	-0.231179154	0.058	0.44	1.66E-265
SMC3	1.38E-289	-0.231031442	0.232	0.707	2.84E-285
CCNT1	0	-0.230801951	0.043	0.449	0
MKNK2	2.48E-233	-0.23076149	0.176	0.594	5.12E-229
UBFD1	0	-0.230743733	0.107	0.564	0
SNX9	1.93E-262	-0.230720159	0.276	0.74	3.99E-258
B3GAT1	0	-0.230492837	0.004	0.372	0
SCAMP1	3.25E-237	-0.230304837	0.305	0.753	6.71E-233
FYN	2.39E-306	-0.230262807	0.09	0.525	4.94E-302
CCNL1	2.51E-308	-0.230234704	0.212	0.7	5.18E-304
TRIOBP	0	-0.229622851	0.053	0.475	0
TPD52L1	6.15E-287	-0.229581568	0.026	0.369	1.27E-282
VPS35L	4.11E-302	-0.229533726	0.137	0.591	8.48E-298
MTREX	0	-0.229013435	0.119	0.587	0
ENDOG	4.56E-306	-0.22895011	0.102	0.54	9.40E-302
KLF7	3.12E-279	-0.228679107	0.091	0.503	6.44E-275
ZDHHC20	0	-0.228673313	0.029	0.427	0
MON1B	0	-0.228656977	0.069	0.5	0
MFSD4B	"1,44483168672958e-310"	-0.228550464	0.048	0.446	2.98E-306
PLEKHB2	2.26E-254	-0.228398882	0.346	0.813	4.67E-250
AP1B1	1.39E-305	-0.228391792	0.112	0.56	2.87E-301
FHIT	1.11E-66	-0.228190954	0.128	0.314	2.29E-62
PGRMC2	1.04E-195	-0.228175599	0.512	0.911	2.15E-191
KBTBD6	8.02E-287	-0.228061012	0.103	0.529	1.65E-282
STC2	0	-0.228048694	0.005	0.343	0
ITSN2	8.28E-295	-0.228019256	0.12	0.559	1.71E-290
SERPINB1	1.95E-161	-0.227994902	0.437	0.816	4.02E-157
HDGFL2	"4,86679529849098e-314"	-0.227879221	0.084	0.515	0.00E+00
KIF2A	0	-0.2278641	0.067	0.493	0
AIDA	8.94E-291	-0.227526219	0.209	0.681	1.84E-286
BIRC2	1.46E-287	-0.227525087	0.139	0.591	3.01E-283
SERTAD2	0	-0.22719333	0.027	0.431	0
CPT1A	0	-0.22698558	0.044	0.449	0
NETO2	0	-0.226885447	0.002	0.361	0
OSGIN2	0	-0.226882961	0.05	0.475	0
YIPF3	2.81E-161	-0.226831259	0.567	0.922	5.80E-157
AMFR	0	-0.2267164	0.077	0.519	0
RALGAPB	0	-0.22666377	0.046	0.467	0
MEF2A	3.07E-282	-0.226598482	0.092	0.507	6.34E-278
TTC14	8.18E-294	-0.226468981	0.182	0.646	1.69E-289
RHOD	3.23E-282	-0.22639782	0.087	0.492	6.66E-278
TMSB10	8.77E-54	-0.226302215	0.842	0.978	1.81E-49
SGMS1	"1,84739811133562e-313"	-0.2261962	0.049	0.449	0.00E+00
DPP8	"1,24682674593715e-311"	-0.226186706	0.117	0.568	2.57E-307
RAPGEF5	0	-0.226128524	0.009	0.373	0
ACTG1	3.72E-60	-0.226023133	0.972	0.999	7.67E-56
ESF1	1.65E-297	-0.225769665	0.142	0.594	3.40E-293
SOCS4	1.15E-307	-0.225440967	0.051	0.45	2.38E-303
GPR27	4.79E-290	-0.225369435	0.068	0.47	9.87E-286
FBXL17	4.02E-287	-0.225296171	0.114	0.544	8.30E-283
IST1	4.03E-302	-0.225156015	0.218	0.701	8.32E-298
THRAP3	7.66E-290	-0.225097796	0.269	0.751	1.58E-285
DENND4C	0	-0.225080871	0.055	0.472	0
GALNT7	0	-0.225076828	0.023	0.395	0
TMEM87B	"3,91245236248265e-312"	-0.2247119	0.068	0.483	8.07E-308
MYO9A	0	-0.224619307	0.05	0.46	0
ADAM9	2.24E-305	-0.22456288	0.091	0.518	4.61E-301
ZNF770	"4,87239160525877e-314"	-0.224410658	0.13	0.59	0.00E+00
PRKAR1A	3.33E-112	-0.224269835	0.699	0.961	6.86E-108
NUMA1	5.12E-280	-0.224135146	0.173	0.624	1.05E-275
AMBP	3.36E-123	-0.223885116	0.02	0.205	6.92E-119
NAGK	6.05E-290	-0.2237592	0.221	0.695	1.25E-285
ITGAV	2.14E-264	-0.22374418	0.127	0.55	4.42E-260
HNRNPR	2.86E-209	-0.223609244	0.449	0.871	5.89E-205
AKAP1	0	-0.223570649	0.078	0.529	0
STARD7	1.50E-284	-0.222936891	0.217	0.686	3.08E-280
DIS3	2.42E-298	-0.222882437	0.076	0.485	5.00E-294
LAMC1	0	-0.222662083	0.053	0.473	0
SYT17	7.76E-268	-0.222611374	0.194	0.642	1.60E-263
CERK	1.89E-269	-0.222514012	0.257	0.724	3.89E-265
LCLAT1	0	-0.222473403	0.03	0.438	0
DNAJC5	3.17E-281	-0.222401987	0.136	0.576	6.53E-277
PIK3CB	0	-0.222291651	0.032	0.43	0
SERPINA6	1.70E-260	-0.222098539	0.026	0.349	3.50E-256
APPL2	3.42E-278	-0.222082203	0.143	0.578	7.05E-274
TSPYL1	7.33E-282	-0.222024941	0.26	0.739	1.51E-277
ZNF655	2.18E-284	-0.221545063	0.184	0.642	4.49E-280
SCAPER	0.00E+00	-0.221342554	0.119	0.567	1.48E-304
OXA1L	5.19E-230	-0.220945198	0.41	0.85	1.07E-225
MARF1	0	-0.220812266	0.045	0.451	0
RALA	1.57E-287	-0.220798757	0.252	0.733	3.25E-283
OSBPL9	2.35E-260	-0.220633157	0.166	0.598	4.84E-256
HNRNPL	7.25E-238	-0.220378855	0.183	0.607	1.49E-233
TMEM41A	5.14E-299	-0.220357001	0.121	0.562	1.06E-294
POLK	1.45E-287	-0.220316808	0.136	0.577	2.99E-283
FAM219B	3.69E-254	-0.220161411	0.183	0.62	7.61E-250
PRKACA	0	-0.220121342	0.091	0.538	0
CNST	0	-0.220076272	0.051	0.47	0
KLHL23	5.09E-306	-0.220069259	0.04	0.418	1.05E-301
STX2	0	-0.219947315	0.071	0.504	0
ZNRF2	0	-0.219870562	0.025	0.407	0
PIK3R1	0	-0.219734966	0.027	0.406	0
SF3B3	6.17E-255	-0.219699208	0.168	0.601	1.27E-250
SCAMP4	4.53E-279	-0.219640766	0.181	0.638	9.34E-275
OTUD5	2.38E-282	-0.219618153	0.092	0.507	4.90E-278
OCLN	"2,05840034244793e-313"	-0.219606719	0.036	0.417	0.00E+00
VPS26B	3.23E-281	-0.219532449	0.196	0.655	6.66E-277
MED1	1.64E-306	-0.219406191	0.058	0.459	3.39E-302
MTMR9	2.42E-307	-0.219218861	0.126	0.576	4.99E-303
NPC1L1	2.22E-285	-0.21918406	0.045	0.42	4.58E-281
GCC2	3.77E-268	-0.219170244	0.268	0.733	7.78E-264
MAFB	1.89E-64	-0.219124225	0.778	0.958	3.89E-60
BTBD17	1.16E-258	-0.219088195	0.009	0.293	2.39E-254
SMARCD2	"1,15155968166082e-312"	-0.218814258	0.059	0.463	2.37E-308
CDH18	1.78E-238	-0.218706814	0.042	0.368	3.68E-234
SPPL2B	4.32E-297	-0.218501278	0.068	0.475	8.90E-293
PPM1A	2.59E-281	-0.218393586	0.241	0.707	5.35E-277
ZDHHC17	1.03E-291	-0.21838449	0.051	0.435	2.12E-287
AEBP2	0	-0.218252103	0.032	0.425	0
SLC39A5	3.31E-178	-0.218216479	0.001	0.169	6.82E-174
UNC45A	2.67E-266	-0.21796332	0.18	0.622	5.51E-262
REPS1	1.13E-276	-0.217955001	0.102	0.516	2.33E-272
EPB41L5	6.62E-247	-0.217938093	0.183	0.608	1.36E-242
PPP1R3B	0	-0.217884478	0.009	0.376	0
PDIA6	3.53E-88	-0.217824119	0.749	0.963	7.29E-84
ZBED5	3.69E-291	-0.21778138	0.13	0.569	7.60E-287
ATP13A1	1.30E-276	-0.217517107	0.096	0.508	2.68E-272
LRP12	0	-0.217508465	0.041	0.436	0
ELAVL1	4.03E-259	-0.217506721	0.255	0.714	8.32E-255
GPM6B	6.25E-269	-0.217474442	0.043	0.385	1.29E-264
MNT	1.56E-262	-0.217339356	0.075	0.46	3.22E-258
AGO1	0	-0.217209267	0.06	0.478	0
TBC1D16	0	-0.217132829	0.027	0.409	0
KCNJ16	0	-0.217124323	0.012	0.387	0
DENND4A	5.33E-296	-0.216918916	0.076	0.488	1.10E-291
PGAP1	0.00E+00	-0.216754579	0.034	0.407	3.74E-305
PCNT	"5,10103471887933e-314"	-0.216635548	0.049	0.445	0.00E+00
CBX4	4.78E-247	-0.216219602	0.046	0.388	9.85E-243
LMO7	1.38E-294	-0.216124741	0.089	0.505	2.84E-290
CLIP3	1.22E-282	-0.216054562	0.111	0.531	2.51E-278
GPR137	6.74E-294	-0.216028507	0.151	0.601	1.39E-289
PAPPA2	1.41E-84	-0.216000071	0.012	0.139	2.90E-80
ARHGAP32	0	-0.215975163	0.04	0.439	0
MTMR6	3.86E-289	-0.215901386	0.081	0.485	7.96E-285
SCN9A	0	-0.21580935	0.027	0.402	0
FAM219A	7.82E-271	-0.215704932	0.078	0.471	1.61E-266
SFMBT2	0	-0.215633055	0.007	0.362	0
RECQL	8.07E-288	-0.215569147	0.086	0.496	1.66E-283
CC2D1B	1.27E-277	-0.215454209	0.068	0.456	2.62E-273
USP5	3.30E-247	-0.215286771	0.148	0.565	6.80E-243
PCDHB2	0	-0.215114427	0.005	0.358	0
MMUT	4.07E-282	-0.214932654	0.165	0.612	8.38E-278
ATP1B3	1.92E-234	-0.214823565	0.361	0.808	3.96E-230
POGK	2.82E-299	-0.214670713	0.067	0.475	5.82E-295
PPM1H	0	-0.214580659	0.057	0.478	0
BROX	4.22E-303	-0.214554055	0.091	0.519	8.71E-299
DIPK2A	4.94E-307	-0.214091444	0.016	0.352	1.02E-302
SPART	6.79E-240	-0.214044403	0.19	0.608	1.40E-235
FNBP4	"1,2865587582598e-310"	-0.21383351	0.09	0.52	2.65E-306
KIAA2026	4.06E-305	-0.213736038	0.107	0.543	8.37E-301
ZNF516	0	-0.213601593	0.068	0.49	0
PNPLA6	5.80E-256	-0.213569564	0.136	0.552	1.20E-251
ERGIC1	3.81E-273	-0.213521575	0.157	0.599	7.85E-269
COL18A1	2.21E-227	-0.213501477	0.024	0.323	4.56E-223
ZNF264	1.28E-288	-0.213198006	0.074	0.471	2.64E-284
PTGER2	0	-0.213047821	0.002	0.336	0
CMTM8	4.81E-130	-0.212897567	0.674	0.962	9.91E-126
MED24	5.35E-282	-0.212886289	0.07	0.466	1.10E-277
GOLGA2	5.10E-269	-0.212768818	0.297	0.765	1.05E-264
SEZ6	1.22E-250	-0.212718592	0.053	0.405	2.51E-246
FOXK2	"2,23070375231115e-310"	-0.212396112	0.07	0.482	4.60E-306
CD276	8.10E-274	-0.212366622	0.091	0.496	1.67E-269
POM121	9.74E-298	-0.212285202	0.09	0.508	2.01E-293
CAPN1	2.07E-261	-0.212164561	0.277	0.74	4.27E-257
CHRNA5	1.35E-258	-0.21215737	0.033	0.367	2.79E-254
ISOC2	9.76E-237	-0.212077878	0.322	0.765	2.01E-232
CLIC4	0	-0.211985852	0.011	0.373	0
CELF3	1.23E-216	-0.211972361	0.239	0.657	2.54E-212
PRR12	9.70E-236	-0.211945697	0.053	0.4	2.00E-231
SLC41A2	0	-0.211928551	0.016	0.401	0
TSPAN17	"1,2562931548293e-312"	-0.211735238	0.102	0.536	2.59E-308
RNF10	1.29E-242	-0.211700899	0.27	0.717	2.65E-238
FOXO6	0	-0.211690378	0.017	0.384	0
ARNT2	2.28E-306	-0.211640375	0.049	0.438	4.70E-302
GGNBP2	3.15E-238	-0.211636914	0.357	0.804	6.50E-234
RPRD1A	1.82E-290	-0.211465034	0.197	0.66	3.76E-286
PINK1	2.39E-277	-0.211340288	0.236	0.696	4.94E-273
MMGT1	2.81E-294	-0.211314689	0.1	0.527	5.80E-290
ANKRD13D	0.00E+00	-0.211255802	0.088	0.514	4.51E-305
SLC50A1	6.78E-268	-0.211199304	0.25	0.714	1.40E-263
TPP2	4.32E-290	-0.21090235	0.064	0.453	8.91E-286
HSDL2	1.26E-300	-0.210882771	0.118	0.552	2.60E-296
MAPK13	9.01E-258	-0.210800558	0.336	0.8	1.86E-253
SNTB2	1.89E-282	-0.210794218	0.052	0.43	3.89E-278
FAM114A1	2.91E-254	-0.210753696	0.148	0.56	6.00E-250
CCSER2	2.68E-305	-0.21070462	0.184	0.649	5.54E-301
GLYR1	8.88E-283	-0.210597959	0.175	0.621	1.83E-278
SLC66A2	1.03E-293	-0.210426979	0.085	0.499	2.11E-289
ZFYVE9	1.10E-292	-0.21041896	0.051	0.43	2.27E-288
ARHGDIA	3.83E-179	-0.21036294	0.53	0.909	7.90E-175
GLRX5	7.65E-262	-0.210346696	0.368	0.836	1.58E-257
BRSK2	0	-0.21015449	0.02	0.395	0
SERPINA10	0	-0.2100875	0.014	0.358	0
UBE3C	3.33E-264	-0.209815164	0.182	0.621	6.86E-260
WDR11	8.48E-305	-0.209810602	0.091	0.514	1.75E-300
PHC1	0	-0.209790695	0.041	0.439	0
CLIP1	7.10E-257	-0.209788205	0.17	0.595	1.46E-252
GHR	0	-0.209738374	0.002	0.336	0
TFDP2	1.28E-277	-0.209730271	0.125	0.544	2.64E-273
FAM227A	6.68E-267	-0.209716306	0.031	0.372	1.38E-262
PNMA6A	6.24E-304	-0.209606219	0.014	0.345	1.29E-299
PRRG4	2.02E-271	-0.209522384	0.02	0.34	4.16E-267
PTPRA	4.11E-253	-0.208955543	0.227	0.667	8.47E-249
UGGT2	3.30E-289	-0.208760571	0.093	0.501	6.80E-285
SRRM1	1.42E-271	-0.20863877	0.339	0.813	2.92E-267
ENPP1	6.61E-279	-0.208547627	0.032	0.376	1.36E-274
SBF2	3.04E-238	-0.208545248	0.109	0.5	6.27E-234
SEPTIN6	6.59E-266	-0.208501982	0.061	0.429	1.36E-261
MRPS6	"4,54078453655142e-312"	-0.208478539	0.25	0.745	9.36E-308
AFG3L2	2.37E-290	-0.208451068	0.148	0.595	4.89E-286
KIF3C	1.92E-249	-0.208429831	0.07	0.435	3.96E-245
CDK16	2.18E-275	-0.208329678	0.175	0.623	4.49E-271
GFM1	4.35E-298	-0.208219972	0.139	0.584	8.98E-294
EIF2AK1	6.46E-228	-0.208088281	0.342	0.776	1.33E-223
DSG2	1.29E-213	-0.208034002	0.082	0.429	2.66E-209
PLPPR1	0	-0.207793845	0.007	0.347	0
CABLES1	1.94E-288	-0.207571263	0.018	0.344	4.01E-284
ITPRIPL2	5.00E-296	-0.207472433	0.021	0.365	1.03E-291
PRKAA1	"5,09300258562273e-312"	-0.207400804	0.082	0.499	1.05E-307
MARK4	1.55E-280	-0.20734486	0.052	0.426	3.20E-276
ZNF280D	"2,60080783310621e-313"	-0.207310998	0.07	0.483	0.00E+00
ACSL3	1.75E-261	-0.207231908	0.156	0.577	3.62E-257
MAML3	7.30E-278	-0.207026363	0.083	0.477	1.50E-273
FDFT1	2.22E-180	-0.206947372	0.492	0.878	4.57E-176
KCTD20	9.01E-279	-0.206678177	0.12	0.54	1.86E-274
IFRD1	8.80E-271	-0.206661254	0.171	0.606	1.82E-266
RPS6KA2	2.34E-299	-0.206652252	0.033	0.398	4.83E-295
CYLD	1.69E-278	-0.206473731	0.136	0.566	3.49E-274
PILRB	1.11E-291	-0.206364792	0.117	0.543	2.29E-287
PTPN4	1.16E-296	-0.206331412	0.085	0.5	2.40E-292
EIF2S3	3.78E-222	-0.206219853	0.345	0.776	7.79E-218
KLF12	2.01E-299	-0.205995246	0.02	0.362	4.15E-295
KIAA1671	0	-0.205980305	0.027	0.404	0
SAR1B	8.01E-170	-0.205947066	0.561	0.924	1.65E-165
ABCA3	7.02E-238	-0.205914463	0.172	0.584	1.45E-233
LMF2	1.44E-266	-0.205767109	0.128	0.541	2.96E-262
CORO1B	3.88E-248	-0.205649917	0.352	0.806	8.00E-244
PDZD2	1.49E-254	-0.205429755	0.062	0.428	3.08E-250
AP3B2	7.22E-289	-0.205381174	0.068	0.456	1.49E-284
RIMKLA	1.02E-233	-0.205369972	0.161	0.562	2.10E-229
STAT1	3.00E-261	-0.205368925	0.102	0.5	6.19E-257
C19orf12	7.40E-296	-0.205351717	0.114	0.543	1.53E-291
FAM210B	2.15E-240	-0.205300443	0.233	0.668	4.42E-236
WAPL	"4,23616825633201e-310"	-0.204963305	0.072	0.481	8.74E-306
CA8	1.94E-236	-0.204749339	0.084	0.445	4.01E-232
PLEKHG3	"5,86683021110966e-314"	-0.204719841	0.044	0.431	0.00E+00
WDR48	8.26E-307	-0.204521704	0.078	0.486	1.70E-302
NHLRC2	1.43E-290	-0.204448935	0.068	0.463	2.96E-286
EAF1	1.25E-296	-0.204446958	0.061	0.453	2.57E-292
NCKAP5	"8,8540856920585e-310"	-0.204253462	0.017	0.357	1.83E-305
SLC3A2	1.73E-109	-0.20424842	0.676	0.946	3.56E-105
ICMT	4.77E-272	-0.204185285	0.125	0.543	9.84E-268
PTPRN	1.80E-12	-0.204029501	0.957	0.962	3.72E-08
S100A10	1.36E-111	-0.203988983	0.171	0.447	2.80E-107
GUCY1A2	6.42E-232	-0.20377209	0.005	0.246	1.32E-227
EBF1	1.25E-278	-0.203706489	0.001	0.256	2.58E-274
GALC	"4,71586642288396e-312"	-0.203655518	0.037	0.41	9.72E-308
SLC35F6	1.05E-295	-0.203598951	0.079	0.482	2.17E-291
GAPVD1	2.84E-290	-0.203583417	0.066	0.457	5.86E-286
STRA6	3.29E-289	-0.203581314	0.006	0.3	6.79E-285
CHCHD1	2.99E-239	-0.203557699	0.41	0.857	6.16E-235
UHRF1BP1	0	-0.203546553	0.015	0.373	0
AP5B1	2.91E-276	-0.203473555	0.05	0.416	6.00E-272
SGTB	9.59E-300	-0.203396746	0.031	0.388	1.98E-295
ESRRA	1.82E-282	-0.203263275	0.077	0.472	3.76E-278
GNL3L	0.00E+00	-0.203260148	0.053	0.445	3.04E-305
FGFR1	2.65E-257	-0.20322636	0.158	0.58	5.45E-253
TRIM46	4.12E-292	-0.203168882	0.028	0.38	8.49E-288
TSPAN3	3.63E-132	-0.203097954	0.644	0.947	7.48E-128
ZC3H14	7.42E-239	-0.202945148	0.21	0.632	1.53E-234
ZDHHC21	1.24E-249	-0.202921949	0.102	0.492	2.57E-245
PTGDR2	4.24E-259	-0.202841456	0.066	0.435	8.75E-255
FAM199X	0	-0.202751108	0.061	0.482	0
MINK1	5.25E-250	-0.202719461	0.097	0.486	1.08E-245
AMACR	9.58E-259	-0.202610549	0.041	0.385	1.98E-254
ALKBH5	1.76E-200	-0.202215993	0.426	0.835	3.63E-196
VPS18	4.32E-301	-0.202033215	0.074	0.482	8.91E-297
WASHC2C	2.60E-280	-0.201913305	0.046	0.414	5.37E-276
CCND1	3.40E-103	-0.201652754	0.187	0.465	7.00E-99
VAPB	2.24E-268	-0.201651931	0.232	0.682	4.61E-264
PDPK1	2.63E-288	-0.201583641	0.117	0.536	5.42E-284
DDRGK1	7.93E-192	-0.201471979	0.502	0.896	1.64E-187
AKAP17A	4.02E-291	-0.201337332	0.079	0.482	8.28E-287
PHF10	0.00E+00	-0.201315132	0.059	0.459	3.36E-304
AQR	3.60E-282	-0.201293882	0.089	0.491	7.42E-278
TRIO	1.46E-286	-0.201244472	0.051	0.425	3.01E-282
CKAP5	"5,91924303925359e-310"	-0.201100869	0.076	0.485	1.22E-305
NDST1	2.77E-307	-0.201095975	0.034	0.403	5.71E-303
GATC	5.76E-302	-0.201072779	0.092	0.513	1.19E-297
GNPTAB	1.25E-299	-0.200978014	0.045	0.417	2.57E-295
APPBP2	7.26E-285	-0.200885269	0.134	0.56	1.50E-280
RPS6KB2	1.88E-273	-0.200855343	0.188	0.631	3.87E-269
POLR3D	2.88E-235	-0.200845235	0.113	0.489	5.94E-231
PRSS22	9.81E-212	-0.200821805	0.151	0.529	2.02E-207
GBF1	6.19E-297	-0.200816088	0.093	0.508	1.28E-292
APOC1	2.32E-213	-0.200631881	0.01	0.257	4.78E-209
FRS2	0	-0.200624128	0.025	0.397	0
FAHD1	1.04E-252	-0.200449503	0.221	0.659	2.14E-248
ABCA7	4.60E-282	-0.200443406	0.042	0.405	9.49E-278
RAB17	1.42E-248	-0.200400577	0.201	0.632	2.92E-244
FAM174B	1.83E-220	-0.200345762	0.353	0.783	3.77E-216
SOCS6	3.88E-275	-0.200258957	0.115	0.529	8.00E-271
PLEKHH3	1.03E-294	-0.20015587	0.057	0.445	2.12E-290
TMCO3	3.04E-217	-0.200152513	0.427	0.853	6.27E-213
GNA13	6.46E-285	-0.200026783	0.08	0.478	1.33E-280
DIPK1B	1.09E-279	-0.199812451	0.068	0.453	2.25E-275
NXPE3	2.83E-271	-0.199562283	0.08	0.467	5.84E-267
PIGM	2.99E-274	-0.199516371	0.098	0.498	6.17E-270
RETREG2	2.16E-209	-0.199389282	0.411	0.831	4.46E-205
MPP2	3.44E-295	-0.199265223	0.058	0.446	7.09E-291
FAM168B	4.24E-289	-0.19925069	0.114	0.538	8.75E-285
NEURL1B	0	-0.199222321	0.001	0.343	0
RCOR3	7.50E-301	-0.19912761	0.191	0.656	1.55E-296
KDM3A	3.32E-291	-0.199062799	0.036	0.393	6.84E-287
DBT	3.27E-307	-0.199016899	0.058	0.447	6.75E-303
SIPA1L2	6.82E-227	-0.198827862	0.11	0.479	1.41E-222
KIFAP3	6.17E-299	-0.198725371	0.092	0.507	1.27E-294
WIPI1	3.50E-255	-0.198707561	0.073	0.44	7.23E-251
SNAP91	2.60E-276	-0.198564196	0.111	0.517	5.37E-272
MEGF9	9.45E-277	-0.198429036	0.069	0.452	1.95E-272
TLCD4	5.13E-287	-0.198404496	0.029	0.37	1.06E-282
DHDDS	2.83E-259	-0.198384895	0.115	0.515	5.83E-255
PPP2R2C	1.08E-247	-0.198144137	0.067	0.425	2.23E-243
VCL	3.95E-282	-0.198113538	0.061	0.441	8.15E-278
RHOT1	1.37E-275	-0.198062849	0.148	0.575	2.82E-271
P3H1	1.77E-269	-0.198006181	0.121	0.536	3.65E-265
MEX3D	0	-0.197909605	0.007	0.342	0
NINJ1	4.30E-230	-0.197577751	0.145	0.535	8.86E-226
SRC	0	-0.197516364	0.018	0.378	0
SLC31A1	1.72E-251	-0.19748177	0.095	0.475	3.55E-247
FLCN	3.38E-280	-0.197449403	0.171	0.612	6.98E-276
RUFY1	3.73E-292	-0.197419365	0.156	0.601	7.69E-288
FAM174C	2.31E-215	-0.197284305	0.418	0.839	4.77E-211
MTA3	1.26E-293	-0.197252662	0.169	0.62	2.59E-289
FAM20B	9.62E-294	-0.197172053	0.099	0.518	1.98E-289
NINL	2.32E-304	-0.197116574	0.041	0.413	4.79E-300
KCTD1	2.23E-285	-0.19708223	0.038	0.388	4.60E-281
ZNF711	0	-0.196930542	0.009	0.345	0
JAKMIP2	2.79E-289	-0.19683805	0.077	0.465	5.75E-285
CLASP1	0	-0.196810662	0.052	0.45	0
WNT5A	0	-0.196687018	0.001	0.312	0
MTMR4	"1,4448749118745e-311"	-0.196649174	0.052	0.437	2.98E-307
MICU1	4.95E-255	-0.196521007	0.126	0.525	1.02E-250
SELENON	5.69E-277	-0.196351065	0.075	0.462	1.17E-272
AGMAT	6.92E-226	-0.19625608	0.018	0.297	1.43E-221
PLAA	0	-0.196224158	0.101	0.543	0
ACP2	"1,08750709921943e-310"	-0.196066352	0.159	0.613	2.24E-306
ARHGEF2	6.92E-295	-0.195966962	0.022	0.355	1.43E-290
CDH2	3.35E-200	-0.195882816	0.05	0.35	6.91E-196
DLL3	6.36E-250	-0.195858736	0.036	0.358	1.31E-245
YPEL2	2.71E-277	-0.19582606	0.107	0.511	5.59E-273
ELF2	9.27E-294	-0.195690617	0.111	0.525	1.91E-289
TRPS1	2.68E-266	-0.195631086	0.019	0.334	5.53E-262
PPP1R14A	2.79E-231	-0.195605593	0.003	0.231	5.75E-227
UBE2W	5.65E-274	-0.195504685	0.122	0.541	1.17E-269
TNRC18	1.17E-284	-0.195329369	0.028	0.375	2.41E-280
VARS	2.34E-274	-0.195121849	0.09	0.48	4.83E-270
AUTS2	2.41E-267	-0.19509844	0.019	0.333	4.97E-263
EPC1	1.78E-255	-0.19509204	0.228	0.668	3.67E-251
RICTOR	6.37E-250	-0.195082375	0.131	0.533	1.31E-245
RCOR1	1.90E-293	-0.194956332	0.032	0.384	3.92E-289
UNC119B	5.84E-277	-0.194882157	0.078	0.467	1.20E-272
PACS2	7.42E-283	-0.194871466	0.075	0.466	1.53E-278
SOX11	2.32E-253	-0.194496935	0	0.229	4.78E-249
SRM	1.82E-215	-0.194349712	0.192	0.588	3.76E-211
RAB27A	4.29E-182	-0.194313223	0.139	0.481	8.85E-178
MAOA	1.45E-293	-0.194223178	0.04	0.405	2.98E-289
PITPNM1	3.09E-269	-0.194208136	0.089	0.478	6.38E-265
YIPF4	9.86E-208	-0.194201337	0.435	0.852	2.03E-203
UBTD2	9.55E-295	-0.194164077	0.042	0.407	1.97E-290
RAB11FIP2	1.33E-285	-0.194006133	0.049	0.416	2.75E-281
LRRC24	1.25E-221	-0.193989285	0.148	0.533	2.57E-217
ZNF609	2.21E-277	-0.193821681	0.054	0.423	4.56E-273
GSTK1	3.60E-177	-0.193751443	0.431	0.82	7.43E-173
ZNF12	"2,8481379842661e-311"	-0.193629274	0.055	0.445	5.87E-307
PRPF38B	3.95E-281	-0.19356702	0.218	0.667	8.14E-277
FAM83B	0	-0.193500522	0.001	0.322	0
CYB5R1	3.90E-190	-0.193482676	0.361	0.761	8.04E-186
EEF1AKMT4	2.45E-279	-0.19341975	0.035	0.378	5.06E-275
A1BG	1.19E-146	-0.193418356	0.58	0.914	2.45E-142
HCFC1	1.02E-290	-0.193415236	0.074	0.467	2.10E-286
SKAP2	8.50E-277	-0.193413671	0.088	0.471	1.75E-272
RGL1	1.03E-271	-0.193343567	0.043	0.391	2.13E-267
BICDL1	5.38E-283	-0.193341767	0.033	0.38	1.11E-278
RAI2	1.22E-275	-0.193116399	0.144	0.573	2.51E-271
GRIPAP1	7.66E-268	-0.193009144	0.17	0.602	1.58E-263
TCF12	1.01E-299	-0.192967823	0.032	0.39	2.07E-295
MTMR3	"1,78608664591202e-310"	-0.192529093	0.073	0.478	3.68E-306
CAVIN3	6.20E-195	-0.19250787	0.154	0.512	1.28E-190
HPSE	2.25E-248	-0.192481577	0.008	0.277	4.64E-244
CREB1	1.41E-237	-0.192447527	0.146	0.539	2.91E-233
KDM5D	1.79E-296	-0.192418007	0.051	0.426	3.69E-292
ETFDH	6.02E-273	-0.19221743	0.28	0.742	1.24E-268
UQCC2	6.61E-108	-0.192146415	0.671	0.941	1.36E-103
RPS6KA1	1.65E-305	-0.192140603	0.024	0.368	3.41E-301
SNX19	3.50E-298	-0.192139566	0.07	0.463	7.22E-294
FLNB	1.79E-255	-0.192060513	0.149	0.562	3.69E-251
TMEM151A	4.18E-260	-0.192001958	0.091	0.472	8.61E-256
