hgnc_symbol	sc_beta_scRNA_Melton2019	h_beta_scRNA_Melton2019	SCbeta_Hbeta_scRNA_Melton2019
STK35	30.16521052	22.17268251	-0.444102329
STK36	13.85041724	6.769230174	-1.032865759
STK38	22.27296827	10.70643548	-1.056815596
STK38L	17.96810885	13.60753413	-0.401032919
STK39	32.50480803	15.61067367	-1.058120337
STK4	54.30985679	15.40345234	-1.817960325
STK40	48.19570864	44.6907339	-0.108928958
STKLD1	1.622120938	4.07535286	1.329043594
STMN1	1413.803176	24.59026471	-5.845350212
STMN2	1896.134598	148.7158425	-3.672431129
STMN3	132.8579438	56.98586626	-1.221208442
STMN4	48.88199058	1	-5.611231131
STMND1	1	5.042385742	2.334106488
STN1	6.956403254	32.74097043	2.234683612
STOM	1	24.72841227	4.628097707
STOML1	12.10351777	24.52119094	1.018602635
STOML2	32.69197583	40.61538104	0.313089607
STOML3	1	1	0
STON1	1.840483372	1.588696878	-0.21224083
STON2	29.44773395	5.59497596	-2.395952783
STOX1	2.557959941	1	-1.354993671
STOX2	19.46545126	8.081631943	-1.268197236
STPG1	1.746899472	26.10988781	3.901727765
STPG2	1	1	0
STRA6	11.2924573	4.351647969	-1.3757257
STRADA	1.247785337	15.74882122	3.657802182
STRADB	35.1875465	6.492935065	-2.438122238
STRAP	199.55207	157.557286	-0.340888773
STRBP	100.3843304	20.86028074	-2.266703608
STRC	1	1.726844432	0.788138119
STRIP1	65.32156239	16.64678033	-1.972316127
STRIP2	1	2.693877314	1.429684148
STRN	21.1811561	6.216639956	-1.768574405
STRN3	96.95292068	29.56357668	-1.713463539
STRN4	158.9990466	33.29356065	-2.255703038
STS	2.27720824	1.795918209	-0.342544578
STT3A	80.95007374	82.33594253	0.02448996
STT3B	265.840666	69.97173639	-1.925717614
STUB1	114.9834188	119.2213396	0.052216657
STUM	1	1	0
STX10	33.25347923	27.21506825	-0.28909964
STX11	1	1	0
STX12	102.2248137	62.23547334	-0.715936399
STX16	68.37863647	48.76608676	-0.487667446
STX17	30.94507636	15.12715723	-1.032568988
STX18	32.59839193	12.64050124	-1.366747125
STX18-IT1	1	1	0
STX19	1	1	0
STX1A	279.2543584	386.6750053	0.469541714
STX1B	1.466147771	1	-0.552030518
STX2	49.44349398	14.09105057	-1.81100152
STX3	187.6357201	46.00313567	-2.028130392
STX4	31.13224416	31.98115888	0.038812641
STX5	24.45659261	33.63892954	0.459908381
STX6	31.47538513	13.26216524	-1.246907695
STX7	36.21696941	18.64991987	-0.957496397
STX8	17.93691422	39.99371705	1.156841655
STXBP1	339.8967258	212.1946438	-0.679708224
STXBP2	23.86389457	31.42856867	0.397247061
STXBP3	21.99221656	22.5180514	0.03408897
STXBP4	28.41831105	7.459967947	-1.929579478
STXBP5	61.60940101	60.23233379	-0.03261235
STXBP5L	50.00499738	9.532181266	-2.39119399
STXBP6	4.242470146	15.67974744	1.885925909
STYK1	2.18362434	1	-1.126724683
STYX	32.41122413	8.979591047	-1.851771863
STYXL1	17.62496789	54.63735783	1.63226709
SUB1	375.7393596	191.8178795	-0.969995048
SUCLA2	32.97272753	19.40973142	-0.764493078
SUCLG1	61.42223321	75.01412213	0.288401255
SUCLG2	62.29568295	35.43484775	-0.813963339
SUCNR1	1	1	0
SUCO	126.2758761	88.75980381	-0.508600667
SUDS3	39.30523812	32.94819177	-0.254522299
SUFU	7.736269089	2.762951091	-1.485427952
SUGCT	1.497342404	1	-0.582404167
SUGP1	23.2400019	19.20251009	-0.275315279
SUGP2	142.1539445	58.22919425	-1.287639571
SUGT1	83.32086588	45.38147168	-0.876574437
SULF1	5.240698415	3.729983974	-0.490589657
SULF2	4.242470146	15.88696878	1.904867473
SULT1A1	1	23.96860072	4.583073782
SULT1A2	1	1	0
SULT1A3	1	5.525902183	2.466210024
SULT1B1	1	2.970172423	1.570546684
SULT1C2	1	5.318680851	2.41106847
SULT1C4	1	24.45211716	4.61188748
SULT1E1	1.247785337	1	-0.319369761
SULT2A1	1	6.700156397	2.744194772
SULT2B1	1	1	0
SULT4A1	37.49594938	6.423861288	-2.545222106
SUMF1	10.51259146	29.63265046	1.49506932
SUMF2	36.40413721	96.15069798	1.401194913
SUMO1	169.4492488	105.4065841	-0.684888254
SUMO2	447.4558218	260.7535093	-0.779058581
SUMO3	161.7129797	134.0031279	-0.271168803
SUMO4	286.5539026	114.5933965	-1.322282634
SUN1	60.64236738	81.57613098	0.427821009
SUN2	53.59238022	62.649916	0.225284683
SUOX	26.26588134	35.15855264	0.420685686
SUPT16H	130.6743194	57.05494004	-1.195551934
SUPT20H	58.3339645	20.44583808	-1.512528926
SUPT3H	8.828081259	7.252746615	-0.283572462
SUPT4H1	102.0688406	63.20250622	-0.691488837
SUPT5H	134.8544003	75.08319591	-0.844840633
SUPT6H	90.30846377	45.51961923	-0.988372715
SUPT7L	48.03973547	24.65933849	-0.962094108
SUPV3L1	3.836939911	4.282574192	0.158522068
SURF1	60.04966934	83.44112296	0.474602272
SURF2	6.862819353	37.23076596	2.439622012
SURF4	383.0389038	670.844525	0.808487517
SURF6	17.40660545	34.19151976	0.974003666
SUSD1	12.6026319	31.29042111	1.311996021
SUSD2	1.154201437	1	-0.206895032
SUSD3	1	1	0
SUSD4	149.4534887	91.31553357	-0.710764373
SUSD5	1	5.59497596	2.484131932
SUSD6	16.68912888	42.34222548	1.343188446
SUV39H1	1.590926305	2.072213319	0.381305517
SUV39H2	6.020564251	15.26530478	1.342285785
SUZ12	162.1808992	45.79591434	-1.824313117
SV2A	169.6364166	60.23233379	-1.493835848
SV2B	11.04290023	4.213500415	-1.390027949
SV2C	1	1.105180437	0.14428193
SVBP	233.1798849	28.94191268	-3.010211167
SVEP1	1	2.762951091	1.466210024
SVIL	52.84370902	1	-5.723659826
SVIP	147.1450859	199.0015524	0.435540323
SVOP	63.57466292	30.73783089	-1.048436547
SVOPL	1	1	0
SWAP70	23.20880727	17.75196076	-0.386693999
SWI5	9.140027594	49.38775076	2.43388284
SWSAP1	3.524993577	14.43641945	2.034020433
SWT1	7.205960321	5.180533297	-0.476090088
SYAP1	66.97487796	87.5855496	0.387072818
SYBU	26.73380085	42.34222548	0.663432133
SYCE1	1	1	0
SYCE1L	20.02695466	3.799057751	-2.39822951
SYCE2	1	1	0
SYCE3	1	3.522762642	1.816707272
SYCN	1	6.423861288	2.683440741
SYCP1	1	3.729983974	1.899169432
SYCP2	1	1	0
SYCP2L	1	1	0
SYCP3	1	3.108319978	1.636135026
SYDE1	1.216590704	1	-0.282843885
SYDE2	14.66147771	3.453688864	-2.085820494
SYF2	53.18684999	56.01883338	0.074842344
SYK	1	12.64050124	3.659981768
SYMPK	44.54593653	44.06906991	-0.015527387
SYN1	42.51828536	41.44426637	-0.036910893
SYN2	4.429637946	1	-2.147188786
SYN3	1	1	0
SYNC	4.492027213	2.417582205	-0.893801721
SYNCRIP	154.538214	68.59026085	-1.171887982
SYNDIG1	4.242470146	1	-2.084904508
SYNDIG1L	2.339597507	1.036106659	-1.175087832
SYNE1	30.28998906	43.93092235	0.536395733
SYNE2	17.62496789	112.2448881	2.670957209
SYNE3	2.152429706	6.63108262	1.623278307
SYNE4	86.84585946	48.83516054	-0.830536828
SYNGAP1	37.77670108	15.12715723	-1.320355827
SYNGR1	17.12585375	13.81475546	-0.309965886
SYNGR2	109.6491365	140.6342106	0.359053135
SYNGR3	35.53068747	20.79120696	-0.773092092
SYNGR4	1	218.6185051	7.772271714
SYNJ1	21.0875722	9.877550152	-1.094167836
SYNJ2	214.7126619	52.70329207	-2.026442285
SYNJ2-IT1	1	1	0
SYNJ2BP	114.6090832	54.98272672	-1.059671027
SYNM	1.622120938	3.937205305	1.279290559
SYNPO	62.10851515	96.77236198	0.639803998
SYNPO2	3.213047243	1.864991987	-0.784772762
SYNPO2L	1	8.081631943	3.014646649
SYNPR	1	1	0
SYNRG	107.4967068	65.62008842	-0.71208302
SYP	144.0568172	145.2621536	0.01202094
SYPL1	86.09718825	41.78963526	-1.042820956
SYPL2	1	1	0
SYS1	30.19640516	44.82888146	0.570051694
SYT1	48.38287644	2.970172423	-4.025877953
SYT10	1	1	0
SYT11	317.8109253	82.68131141	-1.942535544
SYT12	1	23.34693672	4.545161366
SYT13	161.7753689	169.645197	0.068528618
SYT14	53.84193729	21.41287096	-1.330252081
SYT15	1	5.940344847	2.570546684
SYT16	12.35307484	102.4364117	3.051786526
SYT17	199.2401237	49.73311965	-2.002229376
SYT2	91.49385984	1	-6.515603022
SYT3	1	1	0
SYT4	51.06561492	134.4175706	1.396297652
SYT5	83.32086588	87.5855496	0.072015033
SYT6	1	1	0
SYT7	198.8345935	398.2103261	1.001961852
SYT8	1	1	0
SYT9	8.235383224	2.072213319	-1.990663261
SYTL1	44.07801703	40.47723349	-0.122948633
SYTL2	1	2.693877314	1.429684148
SYTL3	2.339597507	2.901098646	0.310338996
SYTL4	1	26.04081404	4.702702643
SYTL5	9.171222227	1	-3.197114011
SYVN1	70.12553594	57.19308759	-0.2940991
SZRD1	61.32864931	71.90580216	0.22954701
SZT2	15.50373281	32.18838022	1.053924366
T	1	1	0
TAB1	25.01809601	10.49921415	-1.25269065
TAB2	70.71823397	41.78963526	-0.75893708
TAB3	21.21235073	14.2982719	-0.569063715
TAC1	2.433181407	1	-1.282843885
TAC3	3.774550644	1	-1.916304904
TAC4	1	1	0
TACC1	46.79195014	50.42385742	0.107846132
TACC2	51.72070222	66.93249019	0.371964827
TACC3	4.772778914	5.940344847	0.315717175
TACO1	13.53847091	12.64050124	-0.099011131
TACR1	3.524993577	1	-1.817620629
TACR3	1	1	0
TACSTD2	1.27897997	4.558869301	1.833682378
TADA1	11.79157143	11.12087814	-0.084485283
TADA2A	17.50018935	32.94819177	0.912828759
TADA2B	39.30523812	30.46153578	-0.36773291
TADA3	86.25316142	70.93876927	-0.282003036
TAF1	7.205960321	12.84772258	0.834250033
TAF10	90.46443693	112.4521094	0.313888063
TAF11	39.67957372	27.49136336	-0.529418072
TAF12	17.00107522	23.89952694	0.491356071
TAF13	70.34389837	41.99685659	-0.744143941
TAF15	175.2514506	79.9874341	-1.131581108
TAF1A	2.932295542	5.871271069	1.001642348
TAF1B	7.143571054	6.562008842	-0.122507917
TAF1C	19.34067272	6.285713733	-1.621489502
TAF1D	81.32440934	55.25902183	-0.557478415
TAF1L	1	6.907377729	2.788138119
TAF2	50.25455445	21.82731362	-1.203119767
TAF3	27.17052571	15.74882122	-0.786798631
TAF4	19.24708882	5.456828406	-1.818505668
TAF4B	1	1.381475546	0.466210024
TAF5	5.053530615	1.864991987	-1.438122238
TAF5L	37.65192254	8.357927052	-2.17150646
TAF6	64.22975022	38.19779884	-0.749752181
TAF6L	8.048215424	4.213500415	-0.933649655
TAF7	146.0532737	123.3657662	-0.243552591
TAF7L	1	1	0
TAF8	9.545557828	11.67346836	0.290331857
TAF9	112.8309891	58.71271069	-0.942418588
TAF9B	10.8245378	27.0769207	1.322758255
TAGAP	1	1	0
TAGLN	12.16590704	3.177393755	-1.936928094
TAGLN2	421.5018868	647.9811047	0.620412655
TAGLN3	207.5690908	90.14127936	-1.203331796
TAL1	1	1	0
TAL2	1	1	0
TALDO1	158.4687378	121.569848	-0.382412805
TAMM41	6.176537418	9.324959934	0.59429924
TANC1	1	3.522762642	1.816707272
TANC2	20.37009563	31.014126	0.606472716
TANGO2	8.11060469	24.0376745	1.567415946
TANGO6	4.429637946	8.081631943	0.867457863
TANK	18.28005519	28.11302736	0.620968393
TAOK1	201.4549427	66.10360486	-1.607656348
TAOK2	37.24639231	16.37048522	-1.186003609
TAOK3	42.33111756	64.44583421	0.606368529
TAP1	1	27.14599447	4.762667432
TAP2	3.649772111	13.53846035	1.891185388
TAPBP	63.51227365	138.1475546	1.121102702
TAPBPL	2.090040439	12.01883725	2.523694569
TAPT1	48.75721204	28.73469135	-0.762822082
TARBP1	35.40590894	12.50235369	-1.501790432
TARBP2	31.16343879	15.33437856	-1.023084738
TARDBP	144.1504011	77.77707323	-0.890157999
TARID	1	7.667189279	2.938697796
TARM1	1	1	0
TARS	92.55447737	62.92621111	-0.556641704
TARS2	2.620349208	23.76137939	3.180787595
TARSL2	21.80504876	12.08791103	-0.85109727
TAS1R3	1	1	0
TAS2R1	1	1	0
TAS2R10	1	1	0
TAS2R14	1	1	0
TAS2R30	1	1	0
TAS2R4	1	2.624803537	1.392209443
TAS2R43	1	1	0
TASP1	10.2630344	12.29513236	0.26062992
TAT	1	1.381475546	0.466210024
TATDN1	23.67672677	38.54316773	0.7030055
TATDN2	33.15989533	14.71271456	-1.172375998
TATDN3	14.28714211	33.56985576	1.232448979
TAX1BP1	285.3061173	170.4050086	-0.74354294
TAX1BP3	57.9596289	28.32024869	-1.033214424
TAZ	10.1694505	9.463107488	-0.103855808
TBC1D1	20.02695466	15.196231	-0.39822951
TBC1D10A	9.670336362	15.95604255	0.722464899
TBC1D10B	61.67179028	32.67189666	-0.916560519
TBC1D10C	1	1	0
TBC1D12	6.332510585	7.459967947	0.236391848
TBC1D13	29.79087492	13.81475546	-1.10866047
TBC1D14	55.77600456	18.09732965	-1.623867756
TBC1D15	15.59731671	30.87597845	0.985187
TBC1D16	17.62496789	6.423861288	-1.456107983
TBC1D17	50.50411152	28.80376513	-0.810143434
TBC1D19	18.31124982	7.943484388	-1.204886379
TBC1D2	6.301315952	3.660910196	-0.783450765
TBC1D20	24.05106237	37.0926184	0.625031491
TBC1D22A	28.19994862	122.191512	2.115379633
TBC1D22B	23.0528341	8.012558165	-1.524609296
TBC1D23	24.1758409	21.06750207	-0.198546804
TBC1D24	7.861047623	31.22134733	1.989739302
TBC1D25	35.74904991	16.43955899	-1.120733302
TBC1D29	1	1	0
TBC1D2B	13.16413531	14.02197679	0.091076992
TBC1D30	5.64622865	11.74254214	1.056385312
TBC1D31	3.150657976	3.729983974	0.243516283
TBC1D32	24.51898187	24.79748605	0.016294795
TBC1D3B	1	1	0
TBC1D3C	1	1	0
TBC1D3D	1	1	0
TBC1D4	23.6143375	37.43798729	0.664839815
TBC1D5	42.36231219	28.52747002	-0.57042953
TBC1D7	35.655466	10.49921415	-1.763841912
TBC1D8	6.73804082	6.423861288	-0.068888428
TBC1D8B	12.35307484	38.19779884	1.628619313
TBC1D9	95.76752461	48.90423432	-0.969577127
TBC1D9B	45.20102383	54.08476762	0.258866881
TBCA	529.4041239	298.9513081	-0.824458909
TBCB	417.9456986	95.1836651	-2.134529601
TBCC	37.43356011	69.21192484	0.886688366
TBCCD1	4.64800038	13.60753413	1.549723562
TBCD	16.65793425	11.81161592	-0.496003154
TBCE	18.90394786	11.67346836	-0.695454284
TBCEL	30.10282126	10.29199282	-1.548376348
TBCK	32.847949	18.99528875	-0.790161649
TBK1	45.01385603	24.31396961	-0.888583703
TBKBP1	6.706846186	5.249607074	-0.353425073
TBL1X	99.91641086	66.24175242	-0.592980815
TBL1XR1	136.8820515	47.17738989	-1.536765779
TBL1Y	1.871678005	2.970172423	0.666214422
TBL2	18.52961225	39.85556949	1.104948651
TBL3	10.20064513	15.54159989	0.607474629
TBP	26.73380085	16.09419011	-0.732124986
TBPL1	46.9479233	14.36734568	-1.70826779
TBPL2	6.207732052	96.97958331	3.965542863
TBR1	1	1	0
TBRG1	15.53492745	43.44740591	1.483754538
TBRG4	19.24708882	21.2747234	0.144500125
TBX1	1.715704838	1	-0.77880138
TBX10	1	1	0
TBX18	1	1	0
TBX19	1	7.529041724	2.912466254
TBX2	1	1.105180437	0.14428193
TBX22	1	1	0
TBX3	88.53036966	1	-6.46810054
TBX4	1	1.243327991	0.314206931
TBX6	1	14.2982719	3.837768887
TBXA2R	1	1	0
TBXAS1	3.337825776	2.55572976	-0.385173358
TC2N	20.24531709	12.36420613	-0.711418628
TCAF1	22.17938437	119.2904134	2.427186881
TCAF2	1	21.75823985	4.443489948
TCAIM	20.21412246	22.17268251	0.133419747
TCAP	1	1	0
TCEA1	276.5716199	92.00627135	-1.587849017
TCEA2	100.415525	61.68288312	-0.703040233
TCEA3	6.114148151	4.213500415	-0.537132243
TCEAL1	33.2222846	47.79905388	0.524830776
TCEAL2	49.34991008	55.12087428	0.159551315
TCEAL3	60.73595128	137.2495955	1.176179252
TCEAL4	158.4687378	149.3375065	-0.085621711
TCEAL5	4.024107712	9.186812379	1.190895443
TCEAL6	3.649772111	16.64678033	2.18936488
TCEAL7	76.36446262	1.312401768	-5.862620066
TCEAL8	31.78733146	85.72055761	1.431189327
TCEAL9	35.0939626	75.22134347	1.099919216
TCEANC	2.807517008	12.70957502	2.178549123
TCEANC2	5.926980351	10.08477148	0.766809214
TCERG1	66.7253209	19.47880519	-1.776329152
TCERG1L	5.708617917	37.43798729	2.713289466
TCF12	35.40590894	10.01569771	-1.821727229
TCF15	1	1	0
TCF19	1	1	0
TCF20	78.08016746	25.21192871	-1.630849659
TCF21	1	1	0
TCF23	1	6.769230174	2.758991774
TCF24	1	1	0
TCF25	198.7098149	133.3123902	-0.575852262
TCF3	76.95716066	12.57142747	-2.613907097
TCF4	73.55694562	35.64206908	-1.045280484
TCF7	1	7.459967947	2.899169432
TCF7L1	4.55441648	1.934065764	-1.235629374
TCF7L2	93.17837004	21.06750207	-2.144975827
TCFL5	3.181852609	12.50235369	1.974260808
TCHH	1	1	0
TCHP	15.03581331	5.042385742	-1.576224514
TCIRG1	1	1	0
TCL1A	1	1	0
TCL6	1	4.07535286	2.026924979
TCN1	1	1	0
TCN2	32.91033826	2.762951091	-3.574258925
TCOF1	15.37895428	21.96546118	0.514279382
TCP1	138.2234207	116.8728312	-0.242062495
TCP10	1	1	0
TCP10L	1.18539607	1.105180437	-0.10108725
TCP10L2	1	1	0
TCP11	1	1	0
TCP11L1	4.523221847	4.558869301	0.011325293
TCP11L2	1.09181217	5.180533297	2.246375937
TCP11X2	1	1	0
TCTA	118.6955802	97.94661619	-0.277198658
TCTE1	1	1	0
TCTE3	2.682738475	2.141287096	-0.325228181
TCTEX1D1	1	1	0
TCTEX1D2	27.45127741	18.71899364	-0.552370409
TCTEX1D4	1	1	0
TCTN1	99.76043769	55.0518005	-0.857678046
TCTN2	6.363705219	10.15384526	0.674087266
TCTN3	30.32118369	30.25431445	-0.003185181
TDG	67.03726723	24.65933849	-1.44282924
TDGF1	1	1	0
TDO2	3.836939911	1	-1.939956172
TDP1	13.72563871	8.012558165	-0.776538455
TDP2	50.62889005	47.86812766	-0.080895479
TDRD1	1	1.243327991	0.314206931
TDRD10	1	1	0
TDRD12	1	1.105180437	0.14428193
TDRD3	23.0528341	15.88696878	-0.53710024
TDRD5	1	1	0
TDRD6	1	1	0
TDRD7	11.82276607	8.772369715	-0.430529088
TDRD9	1	5.802197292	2.536599352
TDRG1	1.18539607	1	-0.24536918
TDRKH	13.85041724	7.943484388	-0.802085552
TDRP	48.66362814	21.06750207	-1.207824618
TEAD1	74.52397925	24.52119094	-1.603675661
TEAD2	5.115919882	1	-2.354993671
TEAD3	8.672108092	1.450549323	-2.579783387
TEAD4	1	3.937205305	1.977171944
TEC	6.363705219	4.558869301	-0.481190959
TECPR1	44.6083258	47.31553744	0.085001009
TECPR2	40.14749322	10.15384526	-1.98328373
TECR	70.59345544	153.9654496	1.125000295
TECRL	1	1.036106659	0.051172525
TECTA	4.211275512	1	-2.074257263
TEF	11.72918217	26.17896159	1.15830545
TEFM	7.205960321	4.697016856	-0.617445937
TEK	1	1	0
TEKT1	1	1	0
TEKT2	3.493798944	6.078492401	0.79891696
TEKT3	1	17.47566565	4.127275504
TEKT4	1	13.60753413	3.766333749
TEKT5	1	1	0
TELO2	4.866362814	6.492935065	0.416026896
TEN1	8.266577858	20.23861675	1.291748568
TENM1	1	1	0
TENM2	66.7253209	1	-6.060162433
TENM3	83.78878538	25.00470738	-1.744557439
TENM4	55.12091726	12.1569848	-2.180814443
TEP1	4.148886246	15.88696878	1.937047879
TEPP	1	1	0
TEPSIN	10.57498073	4.213500415	-1.327563862
TERB1	1	1	0
TERB2	1	1	0
TERF1	84.66223512	32.67189666	-1.373668369
TERF2	65.82067653	36.05651174	-0.868281024
TERF2IP	529.5912917	195.6860111	-1.436338773
TERT	1	1	0
TES	87.15780579	34.26059353	-1.347079732
TESC	20.43248489	64.7912031	1.664933279
TESK1	26.48424378	32.94819177	0.315064976
TESK2	2.620349208	1.312401768	-0.997549646
TESMIN	15.94045768	5.59497596	-1.510489215
TESPA1	1	8.288853274	3.051172525
TET1	23.4271697	1.5196231	-3.946397216
TET2	41.14572149	14.16012434	-1.538908487
TET3	45.85611113	2.348508428	-4.287297335
TEX10	17.71855179	7.943484388	-1.157416805
TEX101	1	1	0
TEX11	1	1	0
TEX12	1	1	0
TEX14	1	1	0
TEX15	1	1	0
TEX19	1	1	0
TEX2	45.48177553	23.4160105	-0.957793278
TEX22	1	1	0
TEX26	1	1	0
TEX261	25.98512964	63.82417021	1.296416619
TEX264	13.03935677	13.74568168	0.076105752
TEX29	1	1	0
TEX30	2.869906275	11.94976347	2.057906535
TEX35	1	1	0
TEX38	1	1	0
TEX41	1	2.55572976	1.353735295
TEX9	11.54201437	9.67032882	-0.25525818
TF	1	4.489795524	2.166649743
TFAM	25.82915648	16.64678033	-0.633757358
TFAP2A	3.213047243	1	-1.683942194
TFAP2B	1	1	0
TFAP2C	1	1	0
TFAP2E	1	1	0
TFAP4	7.049987154	11.67346836	0.727540737
TFB1M	7.549101289	7.459967947	-0.017135472
TFB2M	8.422551025	10.6373617	0.336811207
TFCP2	43.32934583	18.8571412	-1.20023348
TFCP2L1	1	15.817895	3.983485718
TFDP1	94.11420904	56.50234982	-0.736101685
TFDP2	41.86319806	34.88225753	-0.263189115
TFE3	24.33181407	30.53060956	0.327412509
TFEB	6.987597887	24.52119094	1.811160556
TFEC	1	1	0
TFF1	1	1	0
TFF2	1	1	0
TFF3	134.199313	93.52589445	-0.520939523
TFG	174.2844169	109.481937	-0.670750717
TFIP11	9.919893429	12.64050124	0.349657146
TFPI	1	12.1569848	3.603713548
TFPI2	1.497342404	1.726844432	0.205733952
TFPT	7.736269089	9.048664825	0.226066954
TFR2	1	4.282574192	2.09847824
TFRC	16.12762548	35.78021663	1.149628081
TG	1	1	0
TGDS	9.483168561	11.74254214	0.308303686
TGFA	1	1	0
TGFB1	1.622120938	40.89167615	4.655853911
TGFB1I1	8.360161758	2.55572976	-1.709795562
TGFB2	7.705074456	1	-2.945808898
TGFB2-OT1	33.8773719	1	-5.082250054
TGFB3	1.902872639	1.381475546	-0.461968979
TGFBI	1.154201437	1.105180437	-0.062613102
TGFBR1	69.75120034	6.907377729	-3.33600802
TGFBR2	3.774550644	1	-1.916304904
TGFBR3	13.16413531	100.8477148	2.937493728
TGFBR3L	3.337825776	61.26844045	4.198163571
TGFBRAP1	37.77670108	16.7158541	-1.176279649
TGIF1	1	1.312401768	0.392209443
TGIF2	14.22475284	3.039246201	-2.226618132
TGM1	1	1	0
TGM2	1	280.370462	8.131190554
TGM3	5.677423283	1	-2.505236307
TGOLN2	107.5902907	216.3390705	1.007746347
TGS1	15.44134355	11.74254214	-0.395053516
TH	12.85218897	1.381475546	-3.217732169
THADA	9.545557828	30.59968334	1.680615309
THAP1	13.81922261	8.496074606	-0.70180812
THAP10	12.72741044	4.213500415	-1.594847741
THAP11	113.3924925	32.60282288	-1.798256336
THAP12	38.08864741	17.75196076	-1.101382673
THAP2	19.09111566	12.43327991	-0.618694483
THAP3	12.38426947	12.36420613	-0.002339157
THAP4	33.47184167	58.0910467	0.795367893
THAP5	27.82561302	66.37989997	1.254332984
THAP6	19.37186736	17.19937054	-0.171607263
THAP7	10.79334317	19.27158386	0.836333347
THAP8	10.66856463	7.459967947	-0.51612475
THAP9	2.901100909	2.141287096	-0.438122238
THBD	1.154201437	103.3343708	6.484281357
THBS1	1	1.105180437	0.14428193
THBS2	1	1	0
THBS3	24.79973357	3.177393755	-2.964408831
THBS4	1	1	0
THCAT158	1	1	0
THEG	1	1	0
THEGL	1	1	0
THEM4	17.84333032	22.5180514	0.335697081
THEM6	1	27.56043714	4.784526866
THEMIS2	1	11.88068969	3.570546684
THG1L	18.84155859	13.40031279	-0.491651634
THNSL1	5.83339645	9.255886156	0.666034994
THNSL2	1.653315572	24.86655982	3.910772905
THOC1	8.796886626	3.31554131	-1.407748588
THOC2	144.3375689	40.20093838	-1.844145777
THOC3	32.81675436	32.46467532	-0.01556178
THOC5	34.3452914	22.37990384	-0.617908487
THOC6	11.7603768	3.591836419	-1.711140732
THOC7	92.96000761	71.28413816	-0.383029097
THOP1	13.53847091	14.78178834	0.126756017
THPO	1	1	0
THRA	17.34421618	35.78021663	1.044707478
THRA1/BTR	1	1	0
THRAP3	131.8909101	67.55415419	-0.965228743
THRB	21.52429706	19.96232164	-0.108686606
THRB-IT1	1	1	0
THRIL	1	1	0
THRSP	1	1	0
THSD1	1	1	0
THSD4	53.65476949	8.634222161	-2.635568302
THSD7A	14.87984014	4.213500415	-1.820267855
THSD7B	1	1	0
THTPA	20.24531709	28.25117491	0.480722628
THUMPD1	54.55941386	32.67189666	-0.739777937
THUMPD2	23.02163947	9.394033711	-1.293173902
THUMPD3	40.11629858	42.2731517	0.075553179
THY1	9.514363195	1	-3.250107099
THYN1	35.34351967	45.51961923	0.365042772
TIA1	121.2847348	23.96860072	-2.339180388
TIAF1	1	1.036106659	0.051172525
TIAL1	129.8008697	55.67346449	-1.221238281
TIAM1	9.420779294	26.04081404	1.466856237
TIAM2	16.22120938	3.522762642	-2.203102208
TICAM1	21.33712926	21.68916607	0.023608497
TICAM2	5.271893049	10.70643548	1.022085232
TICRR	1	1	0
TIE1	1	18.44269854	4.204977861
TIFA	3.836939911	9.255886156	1.270414948
TIGAR	13.28891384	14.64364078	0.140051098
TIGD1	1	4.420721746	2.14428193
TIGD2	2.620349208	5.249607074	1.002450354
TIGD3	1.965261906	1	-0.97472159
TIGD4	1.622120938	1	-0.697881384
TIGD5	20.49487416	22.24175629	0.118007581
TIGD6	2.152429706	7.736263056	1.845670729
TIGD7	6.956403254	4.351647969	-0.676779713
TIGIT	1	1	0
TIMELESS	11.51081973	35.02040508	1.605205194
TIMM10	20.49487416	44.06906991	1.104503317
TIMM10B	56.24392407	48.14442277	-0.224328572
TIMM13	96.85933678	69.76451506	-0.473397712
TIMM17A	64.63528046	53.04866096	-0.285005524
TIMM17B	99.57326989	98.08476375	-0.021729459
TIMM21	16.59554498	15.54159989	-0.094660981
TIMM22	63.04435415	30.18524067	-1.062523874
TIMM23	61.79656881	31.84301133	-0.956549961
TIMM23B	12.6026319	8.634222161	-0.545586935
TIMM29	7.82985299	15.196231	0.956656423
TIMM44	17.34421618	14.09105057	-0.299675468
TIMM50	26.82738475	41.92778281	0.64420012
TIMM8A	4.679195014	6.838303951	0.547378193
TIMM8B	155.7236101	97.87754242	-0.669937913
TIMM9	52.12623245	26.04081404	-1.001235042
TIMMDC1	92.74164517	90.97016469	-0.027823854
TIMP1	171.9448194	617.1051263	1.84357063
TIMP2	100.9146391	551.4850379	2.450186272
TIMP3	17.68735715	2.486655982	-2.83043966
TIMP4	3.649772111	1	-1.867806386
TINAGL1	1	2.832024869	1.501833934
TINCR	5.365476949	4.006279083	-0.421443496
TINF2	70.71823397	58.85085825	-0.265018792
TIPARP	19.71500832	25.14285493	0.350854155
TIPIN	6.394899852	349.7896082	5.773421853
TIPRL	160.1220534	42.20407792	-1.923717712
TIRAP	5.583839383	6.147566179	0.138757917
TISP43	1	30.80690467	4.945181829
TJAP1	21.61788096	13.74568168	-0.653246658
TJP1	54.99613873	25.62637137	-1.101701119
TJP2	12.07232314	7.529041724	-0.681165168
TJP3	6.956403254	1.864991987	-1.899172135
TK1	1	1	0
TK2	13.44488701	40.96074993	1.607184499
TKFC	17.56257862	37.85242995	1.107881234
