ensembl_gene_id	Gene.name	UniProt.accession	Annotated.category	mean_tpm	hgnc_symbol	gene_biotype	description
ENSG00000181617	FDCSP	Q8NFU4	Locally secreted	2.357640550561798	FDCSP	protein_coding	follicular dendritic cell secreted protein [Source:HGNC Symbol;Acc:HGNC:19215]
ENSG00000181634	TNFSF15	O95150	Secreted to blood	1.8593834921348316	TNFSF15	protein_coding	TNF superfamily member 15 [Source:HGNC Symbol;Acc:HGNC:11931]
ENSG00000181744	C3orf58	Q8NDZ4	Locally secreted	8.62425494509101	DIPK2A	protein_coding	divergent protein kinase domain 2A [Source:HGNC Symbol;Acc:HGNC:28490]
ENSG00000181790	ADGRB1	O14514	Locally secreted in brain	0.06869602471910112	ADGRB1	protein_coding	adhesion G protein-coupled receptor B1 [Source:HGNC Symbol;Acc:HGNC:943]
ENSG00000182156	ENPP7	Q6UWV6	Intracellular or membrane-bound	0.0017953041104044943	ENPP7	protein_coding	ectonucleotide pyrophosphatase/phosphodiesterase 7 [Source:HGNC Symbol;Acc:HGNC:23764]
ENSG00000182175	RGMA	Q96B86	Secreted - unknown location	1.0030939960012843	RGMA	protein_coding	repulsive guidance molecule BMP co-receptor a [Source:HGNC Symbol;Acc:HGNC:30308]
ENSG00000182218	HHIPL1	Q96JK4	Secreted - unknown location	0.01830744712247191	HHIPL1	protein_coding	HHIP like 1 [Source:HGNC Symbol;Acc:HGNC:19710]
ENSG00000182240	BACE2	Q9Y5Z0	Intracellular or membrane-bound	108.09968491552	BACE2	protein_coding	beta-secretase 2 [Source:HGNC Symbol;Acc:HGNC:934]
ENSG00000182272	B4GALNT4	Q76KP1	Intracellular or membrane-bound	0.7411026213542696	B4GALNT4	protein_coding	beta-1,4-N-acetyl-galactosaminyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:26315]
ENSG00000182327	GLTPD2	A6NH11	Secreted - unknown location	0.23654561123595505	GLTPD2	protein_coding	glycolipid transfer protein domain containing 2 [Source:HGNC Symbol;Acc:HGNC:33756]
ENSG00000182379	NXPH4	O95158	Locally secreted in brain	0.7094540814976404	NXPH4	protein_coding	neurexophilin 4 [Source:HGNC Symbol;Acc:HGNC:8078]
ENSG00000182393	IFNL1	Q8IU54	Secreted to blood	0.004813251685393258	IFNL1	protein_coding	interferon lambda 1 [Source:HGNC Symbol;Acc:HGNC:18363]
ENSG00000182447	OTOL1	A6NHN0	Locally secreted	0.0032461786516853933	OTOL1	protein_coding	otolin 1 [Source:HGNC Symbol;Acc:HGNC:34071]
ENSG00000182492	BGN	P21810	Locally secreted to extracellular matrix	66.65469856179774	BGN	protein_coding	biglycan [Source:HGNC Symbol;Acc:HGNC:1044]
ENSG00000182534	MXRA7	P84157	Secreted - unknown location	112.10028761910112	MXRA7	protein_coding	matrix remodeling associated 7 [Source:HGNC Symbol;Acc:HGNC:7541]
ENSG00000182545	RNASE10	Q5GAN6	Locally secreted in male tissues	0.28166844831460675	RNASE10	protein_coding	ribonuclease A family member 10 (inactive) [Source:HGNC Symbol;Acc:HGNC:19275]
ENSG00000182575	NXPH3	O95157	Locally secreted in brain	0.46120110625456645	NXPH3	protein_coding	neurexophilin 3 [Source:HGNC Symbol;Acc:HGNC:8077]
ENSG00000182585	EPGN	Q6UW88	Locally secreted	0.17086253573033708	EPGN	protein_coding	epithelial mitogen [Source:HGNC Symbol;Acc:HGNC:17470]
ENSG00000182600	SNORC	Q6UX34	Intracellular or membrane-bound	0.3030901370786517	SNORC	protein_coding	secondary ossification center associated regulator of chondrocyte maturation [Source:HGNC Symbol;Acc:HGNC:33763]
ENSG00000182667	NTM	Q9P121	Intracellular or membrane-bound	1.7168040788472947	NTM	protein_coding	neurotrimin [Source:HGNC Symbol;Acc:HGNC:17941]
ENSG00000182700	IGIP	A6NJ69	Secreted to blood	10.24581179775281	IGIP	protein_coding	IgA inducing protein [Source:HGNC Symbol;Acc:HGNC:33847]
ENSG00000182704	TSKU	Q8WUA8	Secreted - unknown location	6.930849806050943	TSKU	protein_coding	tsukushi, small leucine rich proteoglycan [Source:HGNC Symbol;Acc:HGNC:28850]
ENSG00000182718	ANXA2	P07355	Secreted to blood	1978.5234392253333	ANXA2	protein_coding	annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]
ENSG00000182752	PAPPA	Q13219	Locally secreted in female tissues	2.5145857528089888	PAPPA	protein_coding	pappalysin 1 [Source:HGNC Symbol;Acc:HGNC:8602]
ENSG00000182768	NGRN	Q9NPE2	Intracellular or membrane-bound	129.84430031460673	NGRN	protein_coding	neugrin, neurite outgrowth associated [Source:HGNC Symbol;Acc:HGNC:18077]
ENSG00000182853	VMO1	Q7Z5L0	Secreted to blood	0.3547593921348315	VMO1	protein_coding	vitelline membrane outer layer 1 homolog [Source:HGNC Symbol;Acc:HGNC:30387]
ENSG00000182871	COL18A1	P39060	Locally secreted to extracellular matrix	18.081252069850223	COL18A1	protein_coding	collagen type XVIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2195]
ENSG00000182896	TMEM95	Q3KNT9	Intracellular or membrane-bound	0	TMEM95	protein_coding	transmembrane protein 95 [Source:HGNC Symbol;Acc:HGNC:27898]
ENSG00000182931	WFDC10B	Q8IUB3	Locally secreted in male tissues	0.05116952808988764	WFDC10B	protein_coding	WAP four-disulfide core domain 10B [Source:HGNC Symbol;Acc:HGNC:20479]
ENSG00000183011	NAA38	Q9BRA0	Intracellular or membrane-bound	16.4368786218753	NAA38	protein_coding	N-alpha-acetyltransferase 38, NatC auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:28212]
ENSG00000183087	GAS6	Q14393	Secreted to blood	9.318379315438218	GAS6	protein_coding	growth arrest specific 6 [Source:HGNC Symbol;Acc:HGNC:4168]
ENSG00000183090	FREM3	P0C091	Locally secreted to extracellular matrix	0.04321090808988764	FREM3	protein_coding	FRAS1 related extracellular matrix 3 [Source:HGNC Symbol;Acc:HGNC:25172]
ENSG00000183098	GPC6	Q9Y625	Intracellular or membrane-bound	8.904670198876405	GPC6	protein_coding	glypican 6 [Source:HGNC Symbol;Acc:HGNC:4454]
ENSG00000183196	CHST6	Q9GZX3	Intracellular or membrane-bound	0.1286493927818427	CHST6	protein_coding	carbohydrate sulfotransferase 6 [Source:HGNC Symbol;Acc:HGNC:6938]
ENSG00000183281	PLGLB1	Q02325	Secreted to blood	2.995358073217356	PLGLB1	protein_coding	plasminogen like B1 [Source:HGNC Symbol;Acc:HGNC:9072]
ENSG00000183287	CCBE1	Q6UXH8	Locally secreted to extracellular matrix	0.9183777444732135	CCBE1	protein_coding	collagen and calcium binding EGF domains 1 [Source:HGNC Symbol;Acc:HGNC:29426]
ENSG00000183291	SELENOF	NA	Intracellular or membrane-bound	325.5162030786517	SELENOF	protein_coding	selenoprotein F [Source:HGNC Symbol;Acc:HGNC:17705]
ENSG00000183317	EPHA10	Q5JZY3	Intracellular or membrane-bound	1.439279912814562	EPHA10	protein_coding	EPH receptor A10 [Source:HGNC Symbol;Acc:HGNC:19987]
ENSG00000183378	OVCH2	NA	Locally secreted in male tissues	0.025818330337078654	OVCH2	protein_coding	ovochymase 2 [Source:HGNC Symbol;Acc:HGNC:29970]
ENSG00000183395	PMCH	P20382	Secreted to blood	0.07171957865168539	PMCH	protein_coding	pro-melanin concentrating hormone [Source:HGNC Symbol;Acc:HGNC:9109]
ENSG00000183607	GKN2	Q86XP6	Locally secreted to GI-tract	2.106769256179775	GKN2	protein_coding	gastrokine 2 [Source:HGNC Symbol;Acc:HGNC:24588]
ENSG00000183662	FAM19A1	Q7Z5A9	Locally secreted in brain	0.33852634157303374	TAFA1	protein_coding	TAFA chemokine like family member 1 [Source:HGNC Symbol;Acc:HGNC:21587]
ENSG00000183668	PSG9	Q00887	Locally secreted in female tissues	0.6684706756916899	PSG9	protein_coding	pregnancy specific beta-1-glycoprotein 9 [Source:HGNC Symbol;Acc:HGNC:9526]
ENSG00000183682	BMP8A	Q7Z5Y6	Secreted to blood	4.954437314606742	BMP8A	protein_coding	bone morphogenetic protein 8a [Source:HGNC Symbol;Acc:HGNC:21650]
ENSG00000183691	NOG	Q13253	Secreted to blood	0.06202374157303371	NOG	protein_coding	noggin [Source:HGNC Symbol;Acc:HGNC:7866]
ENSG00000183709	IFNL2	Q8IZJ0	Secreted to blood	0.00667653595505618	IFNL2	protein_coding	interferon lambda 2 [Source:HGNC Symbol;Acc:HGNC:18364]
ENSG00000183715	OPCML	Q14982	Intracellular or membrane-bound	1.3533633877872782	OPCML	protein_coding	opioid binding protein/cell adhesion molecule like [Source:HGNC Symbol;Acc:HGNC:8143]
ENSG00000183760	ACP7	Q6ZNF0	Secreted - unknown location	0.31874926933685394	ACP7	protein_coding	acid phosphatase 7, tartrate resistant (putative) [Source:HGNC Symbol;Acc:HGNC:33781]
ENSG00000183778	B3GALT5	Q9Y2C3	Intracellular or membrane-bound	4.612964348314606	B3GALT5	protein_coding	beta-1,3-galactosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:920]
ENSG00000183798	EMILIN3	Q9NT22	Locally secreted to extracellular matrix	0.034600860674157304	EMILIN3	protein_coding	elastin microfibril interfacer 3 [Source:HGNC Symbol;Acc:HGNC:16123]
ENSG00000183801	OLFML1	Q6UWY5	Secreted - unknown location	1.737279322787	OLFML1	protein_coding	olfactomedin like 1 [Source:HGNC Symbol;Acc:HGNC:24473]
ENSG00000183844	FAM3B	P58499	Secreted to blood	37.61459308895303	FAM3B	protein_coding	FAM3 metabolism regulating signaling molecule B [Source:HGNC Symbol;Acc:HGNC:1253]
ENSG00000183876	ARSI	Q5FYB1	Locally secreted	0.999358524494382	ARSI	protein_coding	arylsulfatase family member I [Source:HGNC Symbol;Acc:HGNC:32521]
ENSG00000183878	UTY	O14607	Intracellular or membrane-bound	2.315297370672917	UTY	protein_coding	ubiquitously transcribed tetratricopeptide repeat containing, Y-linked [Source:HGNC Symbol;Acc:HGNC:12638]
ENSG00000183971	NPW	Q8N729	Secreted to blood	0.12437730337078652	NPW	protein_coding	neuropeptide W [Source:HGNC Symbol;Acc:HGNC:30509]
ENSG00000183979	NPB	Q8NG41	Locally secreted	0.14133222213483146	NPB	protein_coding	neuropeptide B [Source:HGNC Symbol;Acc:HGNC:30099]
ENSG00000184012	TMPRSS2	O15393	Intracellular or membrane-bound	16.555548888875776	TMPRSS2	protein_coding	transmembrane serine protease 2 [Source:HGNC Symbol;Acc:HGNC:11876]
ENSG00000184144	CNTN2	Q02246	Locally secreted in brain	0.10492133325843034	CNTN2	protein_coding	contactin 2 [Source:HGNC Symbol;Acc:HGNC:2172]
ENSG00000184163	C1QTNF12	Q5T7M4	Secreted to blood	0.03875195617977528	C1QTNF12	protein_coding	C1q and TNF related 12 [Source:HGNC Symbol;Acc:HGNC:32308]
ENSG00000184164	CRELD2	Q6UXH1	Secreted to blood	6.5008217177943814	CRELD2	protein_coding	cysteine rich with EGF like domains 2 [Source:HGNC Symbol;Acc:HGNC:28150]
ENSG00000184208	C22orf46	C9J442	Secreted - unknown location	3.6412490358829386	C22orf46	transcribed_unitary_pseudogene	chromosome 22 putative open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:26294]
ENSG00000184232	OAF	Q86UD1	Secreted - unknown location	16.729214448314607	OAF	protein_coding	out at first homolog [Source:HGNC Symbol;Acc:HGNC:28752]
ENSG00000184276	DEFB108B	Q8NET1	Secreted - unknown location	0.034921629213483144	DEFB108B	protein_coding	defensin beta 108B [Source:HGNC Symbol;Acc:HGNC:29966]
ENSG00000184304	PRKD1	Q15139	Intracellular or membrane-bound	5.5653572013789665	PRKD1	protein_coding	protein kinase D1 [Source:HGNC Symbol;Acc:HGNC:9407]
ENSG00000184344	GDF3	Q9NR23	Secreted to blood	0.019221315730337078	GDF3	protein_coding	growth differentiation factor 3 [Source:HGNC Symbol;Acc:HGNC:4218]
ENSG00000184347	SLIT3	O75094	Locally secreted	1.0256653640734454	SLIT3	protein_coding	slit guidance ligand 3 [Source:HGNC Symbol;Acc:HGNC:11087]
ENSG00000184371	CSF1	P09603	Secreted to blood	9.201618176236476	CSF1	protein_coding	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]
ENSG00000184374	COLEC10	Q9Y6Z7	Secreted to blood	0.3878840831460674	COLEC10	protein_coding	collectin subfamily member 10 [Source:HGNC Symbol;Acc:HGNC:2220]
ENSG00000184459	BPIFC	Q8NFQ6	Locally secreted	4.437072494382023	BPIFC	protein_coding	BPI fold containing family C [Source:HGNC Symbol;Acc:HGNC:16503]
ENSG00000184471	C1QTNF8	P60827	Secreted - unknown location	0.005027521348314606	C1QTNF8	protein_coding	C1q and TNF related 8 [Source:HGNC Symbol;Acc:HGNC:31374]
ENSG00000184502	GAST	P01350	Locally secreted to GI-tract	1.320448370786517	GAST	protein_coding	gastrin [Source:HGNC Symbol;Acc:HGNC:4164]
ENSG00000184530	C6orf58	Q6P5S2	Locally secreted to GI-tract	1.5693812629213482	C6orf58	protein_coding	chromosome 6 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:20960]
ENSG00000184544	DHRS7C	A6NNS2	Locally secreted	0.006405447191011236	DHRS7C	protein_coding	dehydrogenase/reductase 7C [Source:HGNC Symbol;Acc:HGNC:32423]
ENSG00000184599	FAM19A3	Q7Z5A8	Locally secreted	0.0033516898876404496	TAFA3	protein_coding	TAFA chemokine like family member 3 [Source:HGNC Symbol;Acc:HGNC:21590]
ENSG00000184613	NELL2	Q99435	Secreted to blood	1.808105469725787	NELL2	protein_coding	neural EGFL like 2 [Source:HGNC Symbol;Acc:HGNC:7751]
ENSG00000184619	KRBA2	Q6ZNG9	Intracellular or membrane-bound	0.5030625028371571	KRBA2	protein_coding	KRAB-A domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26989]
ENSG00000184647	PRSS55	Q6UWB4	Intracellular or membrane-bound	0.004208637078651685	PRSS55	protein_coding	serine protease 55 [Source:HGNC Symbol;Acc:HGNC:30824]
ENSG00000184719	RNLS	Q5VYX0	Secreted to blood	6.86939168005082	RNLS	protein_coding	renalase, FAD dependent amine oxidase [Source:HGNC Symbol;Acc:HGNC:25641]
ENSG00000184831	APOO	Q9BUR5	Secreted to blood	30.402896206741573	APOO	protein_coding	apolipoprotein O [Source:HGNC Symbol;Acc:HGNC:28727]
ENSG00000184925	LCN12	Q6JVE5	Locally secreted in male tissues	1.1973954416441572	LCN12	protein_coding	lipocalin 12 [Source:HGNC Symbol;Acc:HGNC:28733]
ENSG00000184956	MUC6	Q6W4X9	Locally secreted to GI-tract	0.05079685056179775	MUC6	protein_coding	mucin 6, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7517]
ENSG00000184995	IFNE	Q86WN2	Secreted to blood	0.06560487191011236	IFNE	protein_coding	interferon epsilon [Source:HGNC Symbol;Acc:HGNC:18163]
ENSG00000185070	FLRT2	O43155	Intracellular or membrane-bound	35.55312805168539	FLRT2	protein_coding	fibronectin leucine rich transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3761]
ENSG00000185090	MANEAL	Q5VSG8	Intracellular or membrane-bound	24.964569403269664	MANEAL	protein_coding	mannosidase endo-alpha like [Source:HGNC Symbol;Acc:HGNC:26452]
ENSG00000185127	C6orf120	Q7Z4R8	Secreted to blood	17.883504494382024	C6orf120	protein_coding	chromosome 6 open reading frame 120 [Source:HGNC Symbol;Acc:HGNC:21247]
ENSG00000185198	PRSS57	Q6UWY2	Secreted to blood	5.609157303370786e-4	PRSS57	protein_coding	serine protease 57 [Source:HGNC Symbol;Acc:HGNC:31397]
ENSG00000185267	CDNF	Q49AH0	Locally secreted	2.7979293024157306	CDNF	protein_coding	cerebral dopamine neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:24913]
ENSG00000185269	NOTUM	Q6P988	Locally secreted in female tissues	0.04935154468539326	NOTUM	protein_coding	notum, palmitoleoyl-protein carboxylesterase [Source:HGNC Symbol;Acc:HGNC:27106]
ENSG00000185303	SFTPA2	Q8IWL1	Locally secreted	0.39024411449438207	SFTPA2	protein_coding	surfactant protein A2 [Source:HGNC Symbol;Acc:HGNC:10799]
ENSG00000185339	TCN2	P20062	Secreted to blood	5.323643174286125	TCN2	protein_coding	transcobalamin 2 [Source:HGNC Symbol;Acc:HGNC:11653]
ENSG00000185347	TEDC1	Q86SX3	Intracellular or membrane-bound	0.3330826245918237	TEDC1	protein_coding	tubulin epsilon and delta complex 1 [Source:HGNC Symbol;Acc:HGNC:20127]
ENSG00000185352	HS6ST3	Q8IZP7	Intracellular or membrane-bound	5.1017852584269665	HS6ST3	protein_coding	heparan sulfate 6-O-sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:19134]
ENSG00000185436	IFNLR1	Q8IU57	Intracellular or membrane-bound	3.1648908157303373	IFNLR1	protein_coding	interferon lambda receptor 1 [Source:HGNC Symbol;Acc:HGNC:18584]
ENSG00000185483	ROR1	Q01973	Intracellular or membrane-bound	11.943486732033184	ROR1	protein_coding	receptor tyrosine kinase like orphan receptor 1 [Source:HGNC Symbol;Acc:HGNC:10256]
ENSG00000185499	MUC1	P15941	Locally secreted	95.6204003337061	MUC1	protein_coding	mucin 1, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7508]
ENSG00000185585	OLFML2A	Q68BL7	Secreted - unknown location	3.4083006644865166	OLFML2A	protein_coding	olfactomedin like 2A [Source:HGNC Symbol;Acc:HGNC:27270]
ENSG00000185615	PDIA2	Q13087	Intracellular or membrane-bound	18.291005022248314	PDIA2	protein_coding	protein disulfide isomerase family A member 2 [Source:HGNC Symbol;Acc:HGNC:14180]
ENSG00000185624	P4HB	P07237	Secreted - unknown location	310.65140029270674	P4HB	protein_coding	prolyl 4-hydroxylase subunit beta [Source:HGNC Symbol;Acc:HGNC:8548]
ENSG00000185652	NTF3	P20783	Locally secreted	0.06837450224719101	NTF3	protein_coding	neurotrophin 3 [Source:HGNC Symbol;Acc:HGNC:8023]
ENSG00000185664	PMEL	P40967	Intracellular or membrane-bound	1.8897984092874711	PMEL	protein_coding	premelanosome protein [Source:HGNC Symbol;Acc:HGNC:10880]
ENSG00000185674	LYG2	Q86SG7	Locally secreted	0.08782465617977528	LYG2	protein_coding	lysozyme g2 [Source:HGNC Symbol;Acc:HGNC:29615]
ENSG00000185737	NRG3	P56975	Locally secreted in brain	0.8060887663036287	NRG3	protein_coding	neuregulin 3 [Source:HGNC Symbol;Acc:HGNC:7999]
ENSG00000185739	SRL	Q86TD4	Intracellular or membrane-bound	0.24203437829550561	SRL	protein_coding	sarcalumenin [Source:HGNC Symbol;Acc:HGNC:11295]
ENSG00000185761	ADAMTSL5	NA	Locally secreted to extracellular matrix	0.3461755165955056	ADAMTSL5	protein_coding	ADAMTS like 5 [Source:HGNC Symbol;Acc:HGNC:27912]
ENSG00000185888	PRSS38	A1L453	Locally secreted in male tissues	0.00420708988764045	PRSS38	protein_coding	serine protease 38 [Source:HGNC Symbol;Acc:HGNC:29625]
ENSG00000185924	RTN4RL1	Q86UN2	Intracellular or membrane-bound	1.4804942359550561	RTN4RL1	protein_coding	reticulon 4 receptor like 1 [Source:HGNC Symbol;Acc:HGNC:21329]
ENSG00000185982	DEFB128	Q7Z7B8	Locally secreted in male tissues	0	DEFB128	protein_coding	defensin beta 128 [Source:HGNC Symbol;Acc:HGNC:18106]
ENSG00000186001	LRCH3	Q96II8	Secreted - unknown location	18.38924007069395	LRCH3	protein_coding	leucine rich repeats and calponin homology domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28637]
ENSG00000186075	ZPBP2	Q6X784	Locally secreted in male tissues	0.11967430337078652	ZPBP2	protein_coding	zona pellucida binding protein 2 [Source:HGNC Symbol;Acc:HGNC:20678]
ENSG00000186104	CYP2R1	Q6VVX0	Intracellular or membrane-bound	11.219401184342079	CYP2R1	protein_coding	cytochrome P450 family 2 subfamily R member 1 [Source:HGNC Symbol;Acc:HGNC:20580]
ENSG00000186115	CYP4F2	P78329	Intracellular or membrane-bound	0.4592522387083325	CYP4F2	protein_coding	cytochrome P450 family 4 subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:2645]
ENSG00000186146	DEFB131A	P59861	Locally secreted	0	DEFB131A	protein_coding	defensin beta 131A [Source:HGNC Symbol;Acc:HGNC:18108]
ENSG00000186190	BPIFB3	P59826	Intracellular or membrane-bound	0	BPIFB3	protein_coding	BPI fold containing family B member 3 [Source:HGNC Symbol;Acc:HGNC:16178]
ENSG00000186191	BPIFB4	P59827	Secreted - unknown location	0.0015979550561797753	BPIFB4	protein_coding	BPI fold containing family B member 4 [Source:HGNC Symbol;Acc:HGNC:16179]
ENSG00000186283	TOR3A	Q9H497	Intracellular or membrane-bound	30.39934342696629	TOR3A	protein_coding	torsin family 3 member A [Source:HGNC Symbol;Acc:HGNC:11997]
ENSG00000186340	THBS2	P35442	Locally secreted to extracellular matrix	26.141305830393257	THBS2	protein_coding	thrombospondin 2 [Source:HGNC Symbol;Acc:HGNC:11786]
ENSG00000186354	C9orf47	Q6ZRZ4	Secreted - unknown location	NA	NA	NA	NA
ENSG00000186395	KRT10	P13645	Intracellular or membrane-bound	5.520536741573034	KRT10	protein_coding	keratin 10 [Source:HGNC Symbol;Acc:HGNC:6413]
ENSG00000186417	GLDN	Q6ZMI3	Locally secreted to extracellular matrix	0.06244955471910112	GLDN	protein_coding	gliomedin [Source:HGNC Symbol;Acc:HGNC:29514]
ENSG00000186431	FCAR	P24071	Intracellular or membrane-bound	0.003189790988764045	FCAR	protein_coding	Fc fragment of IgA receptor [Source:HGNC Symbol;Acc:HGNC:3608]
ENSG00000186458	DEFB132	Q7Z7B7	Locally secreted in male tissues	0.0011676539325842696	DEFB132	protein_coding	defensin beta 132 [Source:HGNC Symbol;Acc:HGNC:33806]
ENSG00000186474	KLK12	Q9UKR0	Locally secreted	0.01553571797752809	KLK12	protein_coding	kallikrein related peptidase 12 [Source:HGNC Symbol;Acc:HGNC:6360]
ENSG00000186493	C5orf38	Q86SI9	Secreted - unknown location	4.3210287370786515	C5orf38	lncRNA	chromosome 5 open reading frame 38 [Source:HGNC Symbol;Acc:HGNC:24226]
ENSG00000186562	DEFB105A	Q8NG35	Locally secreted in male tissues	NA	DEFB105A	protein_coding	defensin beta 105A [Source:HGNC Symbol;Acc:HGNC:18087]
ENSG00000186572	DEFB107A	Q8IZN7	Locally secreted in male tissues	0	DEFB107A	protein_coding	defensin beta 107A [Source:HGNC Symbol;Acc:HGNC:18086]
ENSG00000186579	DEFB106A	Q8N104	Locally secreted in male tissues	0	DEFB106A	protein_coding	defensin beta 106A [Source:HGNC Symbol;Acc:HGNC:18088]
ENSG00000186599	DEFB105B	Q8NG35	Locally secreted in male tissues	0.003381651685393258	DEFB105B	protein_coding	defensin beta 105B [Source:HGNC Symbol;Acc:HGNC:29930]
ENSG00000186652	PRG2	P13727	Intracellular or membrane-bound	0.13359123261783964	PRG2	protein_coding	proteoglycan 2, pro eosinophil major basic protein [Source:HGNC Symbol;Acc:HGNC:9362]
ENSG00000186792	HYAL3	O43820	Secreted to blood	0.9513758597112147	HYAL3	protein_coding	hyaluronidase 3 [Source:HGNC Symbol;Acc:HGNC:5322]
ENSG00000186803	IFNA10	P01566	Secreted to blood	0.0022577629213483144	IFNA10	protein_coding	interferon alpha 10 [Source:HGNC Symbol;Acc:HGNC:5418]
ENSG00000186854	TRABD2A	Q86V40	Intracellular or membrane-bound	0.3331483719101124	TRABD2A	protein_coding	TraB domain containing 2A [Source:HGNC Symbol;Acc:HGNC:27013]
ENSG00000186866	POFUT2	Q9Y2G5	Intracellular or membrane-bound	13.127305607595613	POFUT2	protein_coding	protein O-fucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:14683]
ENSG00000186891	TNFRSF18	Q9Y5U5	Secreted to blood	0.1072042415730337	TNFRSF18	protein_coding	TNF receptor superfamily member 18 [Source:HGNC Symbol;Acc:HGNC:11914]
ENSG00000186895	FGF3	P11487	Locally secreted in brain	8.563258426966293e-4	FGF3	protein_coding	fibroblast growth factor 3 [Source:HGNC Symbol;Acc:HGNC:3681]
ENSG00000186897	C1QL4	Q86Z23	Locally secreted in brain	0.02830047752808989	C1QL4	protein_coding	complement C1q like 4 [Source:HGNC Symbol;Acc:HGNC:31416]
ENSG00000186907	RTN4RL2	Q86UN3	Intracellular or membrane-bound	0.840281795505618	RTN4RL2	protein_coding	reticulon 4 receptor like 2 [Source:HGNC Symbol;Acc:HGNC:23053]
ENSG00000186910	SERPINA11	Q86U17	Secreted to blood	0.09063038314606742	SERPINA11	protein_coding	serpin family A member 11 [Source:HGNC Symbol;Acc:HGNC:19193]
ENSG00000186998	EMID1	Q96A84	Locally secreted	0.5635574886076817	EMID1	protein_coding	EMI domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18036]
ENSG00000187021	PNLIPRP1	P54315	Locally secreted to GI-tract	234.9712009455046	PNLIPRP1	protein_coding	pancreatic lipase related protein 1 [Source:HGNC Symbol;Acc:HGNC:9156]
ENSG00000187082	DEFB106B	Q8N104	Locally secreted in male tissues	0	DEFB106B	protein_coding	defensin beta 106B [Source:HGNC Symbol;Acc:HGNC:28879]
ENSG00000187094	CCK	P06307	Secreted to blood	0.310812706741573	CCK	protein_coding	cholecystokinin [Source:HGNC Symbol;Acc:HGNC:1569]
ENSG00000187097	ENTPD5	O75356	Secreted to blood	3.5380967616469583	ENTPD5	protein_coding	ectonucleoside triphosphate diphosphohydrolase 5 (inactive) [Source:HGNC Symbol;Acc:HGNC:3367]
ENSG00000187116	LILRA5	A6NI73	Secreted to blood	0.18915872794489888	LILRA5	protein_coding	leukocyte immunoglobulin like receptor A5 [Source:HGNC Symbol;Acc:HGNC:16309]
ENSG00000187122	SLIT1	O75093	Locally secreted in brain	2.4444306484171126	SLIT1	protein_coding	slit guidance ligand 1 [Source:HGNC Symbol;Acc:HGNC:11085]
ENSG00000187123	LYPD6	Q86Y78	Locally secreted	1.507011410533106	LYPD6	protein_coding	LY6/PLAUR domain containing 6 [Source:HGNC Symbol;Acc:HGNC:28751]
ENSG00000187147	RNF220	Q5VTB9	Intracellular or membrane-bound	61.704346999061734	RNF220	protein_coding	ring finger protein 220 [Source:HGNC Symbol;Acc:HGNC:25552]
ENSG00000187151	ANGPTL5	Q86XS5	Locally secreted	0.10148535247191012	ANGPTL5	protein_coding	angiopoietin like 5 [Source:HGNC Symbol;Acc:HGNC:19705]
ENSG00000187398	LUZP2	Q86TE4	Locally secreted in brain	0.2877387139354085	LUZP2	protein_coding	leucine zipper protein 2 [Source:HGNC Symbol;Acc:HGNC:23206]
ENSG00000187492	CDHR4	A6H8M9	Intracellular or membrane-bound	0.0291786797752809	CDHR4	protein_coding	cadherin related family member 4 [Source:HGNC Symbol;Acc:HGNC:34527]
ENSG00000187498	COL4A1	P02462	Locally secreted to extracellular matrix	111.54202748892656	COL4A1	protein_coding	collagen type IV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2202]
ENSG00000187533	PRR27	Q6MZM9	Locally secreted to GI-tract	0.017700555354426967	PRR27	protein_coding	proline rich 27 [Source:HGNC Symbol;Acc:HGNC:33193]
ENSG00000187608	ISG15	P05161	Secreted to blood	3.712544011235955	ISG15	protein_coding	ISG15 ubiquitin like modifier [Source:HGNC Symbol;Acc:HGNC:4053]
ENSG00000187630	DHRS4L2	Q6PKH6	Secreted - unknown location	20.816907105707866	DHRS4L2	protein_coding	dehydrogenase/reductase 4 like 2 [Source:HGNC Symbol;Acc:HGNC:19731]
ENSG00000187664	HAPLN4	Q86UW8	Locally secreted in brain	1.9621284078651686	HAPLN4	protein_coding	hyaluronan and proteoglycan link protein 4 [Source:HGNC Symbol;Acc:HGNC:31357]
