source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
Pericytes	Immune	IL1B	IL1R2	2.9371278736795393e-14	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Acinar	Immune	IL1B	IL1R2	4.838836654853333e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
INS/SST	Immune	IL1B	IL1R2	4.328660420840697e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
INS/GCG	Immune	IL1B	IL1R2	2.540023152179386e-15	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
PPY	Immune	IL1B	IL1R2	3.2546803337346975e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Delta	Immune	IL1B	IL1R2	7.187191881611181e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Beta	Immune	IL1B	IL1R2	1.214597941298494e-16	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Alpha	Immune	IL1B	IL1R2	5.938750857614353e-14	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Immune	Duct	IL1B	IL1R2	1.8339234317606217e-14	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Duct	Duct	IL1B	IL1R2	3.858313667898159e-15	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Endothelial	Duct	IL1B	IL1R2	2.9703526960176446e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Pericytes	Duct	IL1B	IL1R2	1.9813861578816704e-14	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Acinar	Duct	IL1B	IL1R2	3.264278702911816e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
INS/SST	Duct	IL1B	IL1R2	2.9201138686330496e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
INS/GCG	Duct	IL1B	IL1R2	1.7134993538006232e-15	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
PPY	Duct	IL1B	IL1R2	2.1956070138344114e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Delta	Duct	IL1B	IL1R2	4.848478894063972e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Beta	Duct	IL1B	IL1R2	8.193676445771254e-17	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Alpha	Duct	IL1B	IL1R2	4.006280709752891e-14	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Immune	Endothelial	IL1B	IL1R2	7.617973641878614e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Duct	Endothelial	IL1B	IL1R2	1.602713139778745e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Pericytes	Endothelial	IL1B	IL1R2	8.230522201072595e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Acinar	Endothelial	IL1B	IL1R2	1.35595568928513e-21	0.02	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
INS/GCG	Endothelial	IL1B	IL1R2	7.117741494647026e-19	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Alpha	Endothelial	IL1B	IL1R2	1.6641774847339498e-17	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Immune	Pericytes	IL1B	IL1R2	5.291349785254569e-14	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Duct	Pericytes	IL1B	IL1R2	1.1132246225308606e-14	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Endothelial	Pericytes	IL1B	IL1R2	8.570246080109073e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Pericytes	Pericytes	IL1B	IL1R2	5.716818401889059e-14	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Acinar	Pericytes	IL1B	IL1R2	9.418299650247076e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
INS/SST	Pericytes	IL1B	IL1R2	8.425293895124641e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
INS/GCG	Pericytes	IL1B	IL1R2	4.943894756958279e-15	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
PPY	Pericytes	IL1B	IL1R2	6.334901720257724e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Delta	Pericytes	IL1B	IL1R2	1.398913243267477e-17	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Beta	Pericytes	IL1B	IL1R2	2.3640904171144266e-16	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Alpha	Pericytes	IL1B	IL1R2	1.1559169924353027e-13	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Immune	Acinar	IL1B	IL1R2	8.37179677412123e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Duct	Acinar	IL1B	IL1R2	1.761306788944911e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Endothelial	Acinar	IL1B	IL1R2	1.35595568928513e-21	0.02	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Pericytes	Acinar	IL1B	IL1R2	9.044958994541065e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Acinar	Acinar	IL1B	IL1R2	1.4901318905865346e-21	0.01	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
INS/SST	Acinar	IL1B	IL1R2	1.3330218390704834e-21	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
INS/GCG	Acinar	IL1B	IL1R2	7.822065037919001e-19	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
PPY	Acinar	IL1B	IL1R2	1.0022869761677025e-21	0.04	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Alpha	Acinar	IL1B	IL1R2	1.8288532296402186e-17	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Immune	INS/SST	IL1B	IL1R2	7.489127642098428e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Duct	INS/SST	IL1B	IL1R2	1.5756057767762604e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Pericytes	INS/SST	IL1B	IL1R2	8.091315909274597e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Acinar	INS/SST	IL1B	IL1R2	1.3330218390704834e-21	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
INS/SST	INS/SST	IL1B	IL1R2	1.192476474508189e-21	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
INS/GCG	INS/SST	IL1B	IL1R2	6.997356132061255e-19	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
PPY	INS/SST	IL1B	IL1R2	8.96612197005978e-22	0.03	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Alpha	INS/SST	IL1B	IL1R2	1.6360305493531914e-17	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Immune	INS/GCG	IL1B	IL1R2	4.663875966313983e-15	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Duct	INS/GCG	IL1B	IL1R2	9.81213068731664e-16	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Endothelial	INS/GCG	IL1B	IL1R2	7.553944896490173e-19	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Pericytes	INS/GCG	IL1B	IL1R2	5.0388904575079845e-15	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Acinar	INS/GCG	IL1B	IL1R2	8.301432177276992e-19	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
INS/SST	INS/GCG	IL1B	IL1R2	7.426181841875053e-19	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
INS/GCG	INS/GCG	IL1B	IL1R2	4.357623832402267e-16	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
PPY	INS/GCG	IL1B	IL1R2	5.583678469930079e-19	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Delta	INS/GCG	IL1B	IL1R2	1.233023352636142e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Beta	INS/GCG	IL1B	IL1R2	2.0837451543719912e-17	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Alpha	INS/GCG	IL1B	IL1R2	1.018842771162426e-14	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Immune	PPY	IL1B	IL1R2	5.6310068436447194e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Duct	PPY	IL1B	IL1R2	1.1846836288433415e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Pericytes	PPY	IL1B	IL1R2	6.083786715437067e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Acinar	PPY	IL1B	IL1R2	1.0022869761677027e-21	0.04	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
INS/SST	PPY	IL1B	IL1R2	8.96612197005978e-22	0.03	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
INS/GCG	PPY	IL1B	IL1R2	5.261248325580798e-19	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Alpha	PPY	IL1B	IL1R2	1.2301164648379744e-17	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Immune	Delta	IL1B	IL1R2	1.243474704795454e-17	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Duct	Delta	IL1B	IL1R2	2.6160936517318122e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Pericytes	Delta	IL1B	IL1R2	1.3434604325784893e-17	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
INS/GCG	Delta	IL1B	IL1R2	1.1618222797739567e-18	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Alpha	Delta	IL1B	IL1R2	2.7164213265067018e-17	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Immune	Beta	IL1B	IL1R2	2.101407394403222e-16	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Duct	Beta	IL1B	IL1R2	4.421061822166582e-17	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Pericytes	Beta	IL1B	IL1R2	2.2703780593375477e-16	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
INS/GCG	Beta	IL1B	IL1R2	1.9634190549145325e-17	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Alpha	Beta	IL1B	IL1R2	4.590610359681813e-16	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Immune	Alpha	IL1B	IL1R2	1.0935233252253377e-13	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Duct	Alpha	IL1B	IL1R2	2.3006173093446755e-14	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Endothelial	Alpha	IL1B	IL1R2	1.771148075429248e-17	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Pericytes	Alpha	IL1B	IL1R2	1.181451712768093e-13	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Acinar	Alpha	IL1B	IL1R2	1.9464089062818197e-17	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
INS/SST	Alpha	IL1B	IL1R2	1.7411919013515588e-17	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
INS/GCG	Alpha	IL1B	IL1R2	1.0217174165236445e-14	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
PPY	Alpha	IL1B	IL1R2	1.3091863273224834e-17	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Delta	Alpha	IL1B	IL1R2	2.8910284201245924e-17	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Beta	Alpha	IL1B	IL1R2	4.885687240802835e-16	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Alpha	Alpha	IL1B	IL1R2	2.388846408116875e-13	0	IL1B_IL1R2	IL1B - IL1R2	IL1	Secreted Signaling	KEGG: hsa04060
Duct	Duct	IL33	IL1RL1_IL1RAP	3.183758234872921e-14	0	IL33_IL1RL1_IL1RAP	IL33 - (IL1RL1+IL1RAP)	IL1	Secreted Signaling	KEGG: hsa04060
Pericytes	Duct	IL33	IL1RL1_IL1RAP	4.637420302151079e-13	0	IL33_IL1RL1_IL1RAP	IL33 - (IL1RL1+IL1RAP)	IL1	Secreted Signaling	KEGG: hsa04060
Duct	Pericytes	IL33	IL1RL1_IL1RAP	1.8026261799143721e-13	0	IL33_IL1RL1_IL1RAP	IL33 - (IL1RL1+IL1RAP)	IL1	Secreted Signaling	KEGG: hsa04060
Pericytes	Pericytes	IL33	IL1RL1_IL1RAP	2.6256815448904713e-12	0	IL33_IL1RL1_IL1RAP	IL33 - (IL1RL1+IL1RAP)	IL1	Secreted Signaling	KEGG: hsa04060
Immune	Immune	PRL	PRLR	2.6851283754203462e-20	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Duct	Immune	PRL	PRLR	6.316437375332004e-19	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Endothelial	Immune	PRL	PRLR	3.4058855949072237e-19	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Pericytes	Immune	PRL	PRLR	1.7728534261956617e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Acinar	Immune	PRL	PRLR	1.7553916322033102e-19	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
INS/SST	Immune	PRL	PRLR	1.3469177152375922e-19	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
INS/GCG	Immune	PRL	PRLR	2.8324581531093827e-19	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Delta	Immune	PRL	PRLR	3.6854627750338885e-19	0.02	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Alpha	Immune	PRL	PRLR	3.686251974592433e-18	0.02	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Immune	Duct	PRL	PRLR	6.316437375332004e-19	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Duct	Duct	PRL	PRLR	1.4858649397068472e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Endothelial	Duct	PRL	PRLR	8.011930924684006e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Pericytes	Duct	PRL	PRLR	4.170421699280807e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Acinar	Duct	PRL	PRLR	4.12934495627542e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
INS/SST	Duct	PRL	PRLR	3.1684598307861773e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
INS/GCG	Duct	PRL	PRLR	6.663012728232473e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
PPY	Duct	PRL	PRLR	1.9206508946302355e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Delta	Duct	PRL	PRLR	8.669602180184275e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Beta	Duct	PRL	PRLR	8.003757538917471e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Alpha	Duct	PRL	PRLR	8.671458675997961e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Immune	Endothelial	PRL	PRLR	3.4058855949072237e-19	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Duct	Endothelial	PRL	PRLR	8.011930924684006e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Endothelial	Endothelial	PRL	PRLR	4.320112509995182e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Pericytes	Endothelial	PRL	PRLR	2.2487326868371563e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Acinar	Endothelial	PRL	PRLR	2.2265837001577184e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
INS/SST	Endothelial	PRL	PRLR	1.7084649232589913e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
INS/GCG	Endothelial	PRL	PRLR	3.592762457900192e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
PPY	Endothelial	PRL	PRLR	1.0356339857676436e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Delta	Endothelial	PRL	PRLR	4.674735364967324e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Beta	Endothelial	PRL	PRLR	4.3157053394353175e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Alpha	Endothelial	PRL	PRLR	4.6757364058980134e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Immune	Pericytes	PRL	PRLR	1.7728534261956617e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Duct	Pericytes	PRL	PRLR	4.170421699280807e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Endothelial	Pericytes	PRL	PRLR	2.2487326868371563e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Pericytes	Pericytes	PRL	PRLR	1.1705247687763331e-16	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Acinar	Pericytes	PRL	PRLR	1.1589956360949198e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
INS/SST	Pericytes	PRL	PRLR	8.893011254587714e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
INS/GCG	Pericytes	PRL	PRLR	1.8701277701516585e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
PPY	Pericytes	PRL	PRLR	5.390748481681901e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Delta	Pericytes	PRL	PRLR	2.433323251001949e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Beta	Pericytes	PRL	PRLR	2.2464386381355362e-016	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Alpha	Pericytes	PRL	PRLR	2.4338443192510964e-16	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Immune	Acinar	PRL	PRLR	1.7553916322033102e-19	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Duct	Acinar	PRL	PRLR	4.12934495627542e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Endothelial	Acinar	PRL	PRLR	2.2265837001577184e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Pericytes	Acinar	PRL	PRLR	1.1589956360949198e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Acinar	Acinar	PRL	PRLR	1.1475800600881945e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
INS/SST	Acinar	PRL	PRLR	8.805419168177899e-19	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
INS/GCG	Acinar	PRL	PRLR	1.851707868438838e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
PPY	Acinar	PRL	PRLR	5.337652078978309e-19	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Delta	Acinar	PRL	PRLR	2.4093561318380248e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Beta	Acinar	PRL	PRLR	2.2243122467847472e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Alpha	Acinar	PRL	PRLR	2.4098720678036526e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Immune	INS/SST	PRL	PRLR	1.3469177152375922e-19	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Duct	INS/SST	PRL	PRLR	3.1684598307861773e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Endothelial	INS/SST	PRL	PRLR	1.7084649232589913e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Pericytes	INS/SST	PRL	PRLR	8.893011254587714e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Acinar	INS/SST	PRL	PRLR	8.805419168177899e-19	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
INS/SST	INS/SST	PRL	PRLR	6.75642679965665e-19	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
INS/GCG	INS/SST	PRL	PRLR	1.4208214769228461e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
PPY	INS/SST	PRL	PRLR	4.095597820485659e-19	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Delta	INS/SST	PRL	PRLR	1.8487068052248138e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Beta	INS/SST	PRL	PRLR	1.7067220296896748e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Alpha	INS/SST	PRL	PRLR	1.8491026845712133e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Immune	INS/GCG	PRL	PRLR	2.8324581531093827e-19	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Duct	INS/GCG	PRL	PRLR	6.663012728232473e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Endothelial	INS/GCG	PRL	PRLR	3.592762457900192e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Pericytes	INS/GCG	PRL	PRLR	1.8701277701516585e-17	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
Acinar	INS/GCG	PRL	PRLR	1.851707868438838e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
INS/SST	INS/GCG	PRL	PRLR	1.4208214769228461e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
INS/GCG	INS/GCG	PRL	PRLR	2.9878717392273174e-18	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
PPY	INS/GCG	PRL	PRLR	8.612708339384574e-19	0	PRL_PRLR	PRL - PRLR	PRL	Secreted Signaling	KEGG: hsa04060; PMID: 23192981
