yourlist:M20211026A084FC58F6BBA219896F365D15F2EB442507C2G	isomap:M20211026A084FC58F6BBA219896F365D15F2EB442507C2G	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
ENSG00000179915		A0A0D9SG96	A0A0D9SG96_HUMAN	unreviewed	Neurexin-1-beta (Fragment)	NRXN1	Homo sapiens (Human)	136
ENSG00000179915		A0A0R4J2G7	A0A0R4J2G7_HUMAN	unreviewed	Neurexin-1-beta	NRXN1	Homo sapiens (Human)	1495
ENSG00000179915		A0A0U1RQP8	A0A0U1RQP8_HUMAN	unreviewed	Neurexin-1-beta	NRXN1	Homo sapiens (Human)	176
ENSG00000179915		A0A0U1RR00	A0A0U1RR00_HUMAN	unreviewed	Neurexin-1-beta	NRXN1	Homo sapiens (Human)	62
ENSG00000179915		A0A0U1RRK7	A0A0U1RRK7_HUMAN	unreviewed	Neurexin-1-beta	NRXN1	Homo sapiens (Human)	903
ENSG00000179915		A0A1B0GTL0	A0A1B0GTL0_HUMAN	unreviewed	Neurexin-1-beta	NRXN1	Homo sapiens (Human)	143
ENSG00000179915		A0A1B0GU94	A0A1B0GU94_HUMAN	unreviewed	Neurexin-1-beta (Fragment)	NRXN1	Homo sapiens (Human)	155
ENSG00000179915		A0A1B0GUQ1	A0A1B0GUQ1_HUMAN	unreviewed	Neurexin-1-beta (Fragment)	NRXN1	Homo sapiens (Human)	123
ENSG00000179915		A0A1B0GUR2	A0A1B0GUR2_HUMAN	unreviewed	Neurexin-1-beta (Fragment)	NRXN1	Homo sapiens (Human)	33
ENSG00000179915		A0A1B0GVF4	A0A1B0GVF4_HUMAN	unreviewed	Neurexin-1-beta	NRXN1	Homo sapiens (Human)	293
ENSG00000179915		A0A1D5RMU6	A0A1D5RMU6_HUMAN	unreviewed	Neurexin-1-beta	NRXN1	Homo sapiens (Human)	1499
ENSG00000179915		A0A6Q8PFA2	A0A6Q8PFA2_HUMAN	unreviewed	Neurexin-1-beta	NRXN1	Homo sapiens (Human)	290
ENSG00000179915		E7EQN4	E7EQN4_HUMAN	unreviewed	Neurexin-1-beta	NRXN1	Homo sapiens (Human)	278
ENSG00000179915		E7ERL8	E7ERL8_HUMAN	unreviewed	Neurexin-1-beta	NRXN1	Homo sapiens (Human)	1507
ENSG00000179915		H0Y568	H0Y568_HUMAN	unreviewed	Neurexin-1-beta	NRXN1	Homo sapiens (Human)	139
ENSG00000179915		H7BYC7	H7BYC7_HUMAN	unreviewed	Neurexin-1-beta	NRXN1	Homo sapiens (Human)	142
ENSG00000179915		Q08AH0	Q08AH0_HUMAN	unreviewed	NRXN1 protein (Neurexin-1-beta)	NRXN1	Homo sapiens (Human)	198
ENSG00000110076	ENSG00000110076 -> P58401-1;Q9P2S2-1;Q9P2S2-2	P58401	NRX2B_HUMAN	reviewed	Neurexin-2-beta (Neurexin II-beta)	NRXN2	Homo sapiens (Human)	666
ENSG00000110076		Q9P2S2	NRX2A_HUMAN	reviewed	Neurexin-2 (Neurexin II-alpha) (Neurexin-2-alpha)	NRXN2 KIAA0921	Homo sapiens (Human)	1712
ENSG00000110076		G5E9G7	G5E9G7_HUMAN	unreviewed	Neurexin 2, isoform CRA_a (Neurexin-2)	NRXN2 hCG_1810991	Homo sapiens (Human)	1705
ENSG00000110076		H7BZC7	H7BZC7_HUMAN	unreviewed	Neurexin-2 (Fragment)	NRXN2	Homo sapiens (Human)	292
ENSG00000110076		H7C2R8	H7C2R8_HUMAN	unreviewed	Neurexin-2 (Fragment)	NRXN2	Homo sapiens (Human)	276
ENSG00000110076		H7C3D6	H7C3D6_HUMAN	unreviewed	Neurexin-2 (Fragment)	NRXN2	Homo sapiens (Human)	206
ENSG00000110076		H7C3J4	H7C3J4_HUMAN	unreviewed	Neurexin-2 (Fragment)	NRXN2	Homo sapiens (Human)	215
ENSG00000021645	ENSG00000021645 -> Q9HDB5-1;Q9HDB5-2;Q9HDB5-4;Q9Y4C0-3;Q9Y4C0-4	Q9HDB5	NRX3B_HUMAN	reviewed	Neurexin-3-beta (Neurexin III-beta) [Cleaved into: Neurexin-3-beta, soluble form; Neurexin-3-beta, C-terminal fragment (NRXN3-CTF)]	NRXN3 KIAA0743	Homo sapiens (Human)	637
ENSG00000021645		Q9Y4C0	NRX3A_HUMAN	reviewed	Neurexin-3 (Neurexin III-alpha) (Neurexin-3-alpha)	NRXN3 C14orf60 KIAA0743	Homo sapiens (Human)	1643
ENSG00000021645		A0A0A0MR89	A0A0A0MR89_HUMAN	unreviewed	Neurexin-3-beta	NRXN3	Homo sapiens (Human)	1571
ENSG00000021645		A0A0C4DGK4	A0A0C4DGK4_HUMAN	unreviewed	Neurexin-3-beta	NRXN3	Homo sapiens (Human)	398
ENSG00000021645		A0A0U1RQC5	A0A0U1RQC5_HUMAN	unreviewed	Neurexin-3-beta	NRXN3	Homo sapiens (Human)	1468
ENSG00000021645		A0A0U1RRJ0	A0A0U1RRJ0_HUMAN	unreviewed	Neurexin-3-beta (Fragment)	NRXN3	Homo sapiens (Human)	1328
ENSG00000021645		A0A7I2V2B1	A0A7I2V2B1_HUMAN	unreviewed	Neurexin-3-beta	NRXN3	Homo sapiens (Human)	670
ENSG00000021645		A0A7I2YQT0	A0A7I2YQT0_HUMAN	unreviewed	Neurexin-3-beta	NRXN3	Homo sapiens (Human)	366
ENSG00000021645		G3V247	G3V247_HUMAN	unreviewed	Neurexin-3-beta (Fragment)	NRXN3	Homo sapiens (Human)	119
ENSG00000021645		G3V4R9	G3V4R9_HUMAN	unreviewed	Neurexin-3-beta (Fragment)	NRXN3	Homo sapiens (Human)	75
ENSG00000021645		H0YJL2	H0YJL2_HUMAN	unreviewed	Neurexin-3-beta (Fragment)	NRXN3	Homo sapiens (Human)	174
ENSG00000135318	ENSG00000135318 -> P21589-1;P21589-2	P21589	5NTD_HUMAN	reviewed	5'-nucleotidase (5'-NT) (EC 3.1.3.5) (Ecto-5'-nucleotidase) (CD antigen CD73)	NT5E NT5 NTE	Homo sapiens (Human)	574
ENSG00000135318		H0Y3X5	H0Y3X5_HUMAN	unreviewed	5'-nucleotidase (Fragment)	NT5E	Homo sapiens (Human)	179
ENSG00000135318		H0Y7R7	H0Y7R7_HUMAN	unreviewed	5'-nucleotidase (Fragment)	NT5E	Homo sapiens (Human)	230
ENSG00000135318		Q96B60	Q96B60_HUMAN	unreviewed	Ecto-5'-nucleotidase (EC 3.1.3.5)	NT5E hCG_401111	Homo sapiens (Human)	264
ENSG00000198400	ENSG00000198400 -> P04629-1;P04629-2	P04629	NTRK1_HUMAN	reviewed	High affinity nerve growth factor receptor (EC 2.7.10.1) (Neurotrophic tyrosine kinase receptor type 1) (TRK1-transforming tyrosine kinase protein) (Tropomyosin-related kinase A) (Tyrosine kinase receptor) (Tyrosine kinase receptor A) (Trk-A) (gp140trk) (p140-TrkA)	NTRK1 MTC TRK TRKA	Homo sapiens (Human)	796
ENSG00000198400		A0A6Q8PF65	A0A6Q8PF65_HUMAN	unreviewed	High affinity nerve growth factor receptor	NTRK1	Homo sapiens (Human)	149
ENSG00000198400		A0A6Q8PGU5	A0A6Q8PGU5_HUMAN	unreviewed	High affinity nerve growth factor receptor (Fragment)	NTRK1	Homo sapiens (Human)	59
ENSG00000198400		A0A6Q8PHG5	A0A6Q8PHG5_HUMAN	unreviewed	Tyrosine-protein kinase receptor (EC 2.7.10.1)	NTRK1	Homo sapiens (Human)	736
ENSG00000198400		E9PQG0	E9PQG0_HUMAN	unreviewed	High affinity nerve growth factor receptor	NTRK1	Homo sapiens (Human)	364
ENSG00000198400		J3KP20	J3KP20_HUMAN	unreviewed	Tyrosine-protein kinase receptor (EC 2.7.10.1)	NTRK1	Homo sapiens (Human)	793
ENSG00000148053	ENSG00000148053 -> Q16620-1;Q16620-2;Q16620-3;Q16620-4;Q16620-5	Q16620	NTRK2_HUMAN	reviewed	BDNF/NT-3 growth factors receptor (EC 2.7.10.1) (GP145-TrkB) (Trk-B) (Neurotrophic tyrosine kinase receptor type 2) (TrkB tyrosine kinase) (Tropomyosin-related kinase B)	NTRK2 TRKB	Homo sapiens (Human)	822
ENSG00000140538	ENSG00000140538 -> Q16288-1;Q16288-2;Q16288-3;Q16288-4;Q16288-5	Q16288	NTRK3_HUMAN	reviewed	NT-3 growth factor receptor (EC 2.7.10.1) (GP145-TrkC) (Trk-C) (Neurotrophic tyrosine kinase receptor type 3) (TrkC tyrosine kinase)	NTRK3 TRKC	Homo sapiens (Human)	839
ENSG00000140538		A0A087WX31	A0A087WX31_HUMAN	unreviewed	NT-3 growth factor receptor (Fragment)	NTRK3	Homo sapiens (Human)	49
ENSG00000140538		A0A0D9SFP6	A0A0D9SFP6_HUMAN	unreviewed	Tyrosine-protein kinase receptor (EC 2.7.10.1)	NTRK3	Homo sapiens (Human)	864
ENSG00000140538		B7Z7U4	B7Z7U4_HUMAN	unreviewed	Tyrosine-protein kinase receptor (EC 2.7.10.1)	NTRK3	Homo sapiens (Human)	617
ENSG00000140538		H0YM90	H0YM90_HUMAN	unreviewed	Tyrosine-protein kinase receptor (EC 2.7.10.1)	NTRK3	Homo sapiens (Human)	705
ENSG00000140538		R4GMR8	R4GMR8_HUMAN	unreviewed	NT-3 growth factor receptor (Fragment)	NTRK3	Homo sapiens (Human)	146
ENSG00000140538		R4GN40	R4GN40_HUMAN	unreviewed	NT-3 growth factor receptor (Fragment)	NTRK3	Homo sapiens (Human)	85
ENSG00000140538		R4GNH5	R4GNH5_HUMAN	unreviewed	NT-3 growth factor receptor (Fragment)	NTRK3	Homo sapiens (Human)	90
ENSG00000101188		P30989	NTR1_HUMAN	reviewed	Neurotensin receptor type 1 (NT-R-1) (NTR1) (High-affinity levocabastine-insensitive neurotensin receptor) (NTRH)	NTSR1 NTRR	Homo sapiens (Human)	418
ENSG00000169006		O95665	NTR2_HUMAN	reviewed	Neurotensin receptor type 2 (NT-R-2) (NTR2) (Levocabastine-sensitive neurotensin receptor)	NTSR2	Homo sapiens (Human)	410
ENSG00000273814		A0A0G2JMZ8	A0A0G2JMZ8_HUMAN	unreviewed	Occludin	OCLN	Homo sapiens (Human)	522
ENSG00000197822	ENSG00000197822 -> Q16625-1;Q16625-2;Q16625-4	Q16625	OCLN_HUMAN	reviewed	Occludin	OCLN	Homo sapiens (Human)	522
ENSG00000273814,ENSG00000197822		A0A0G2JPF2	A0A0G2JPF2_HUMAN	unreviewed	Occludin	OCLN	Homo sapiens (Human)	130
ENSG00000197822		A0A7P0T9T6	A0A7P0T9T6_HUMAN	unreviewed	Occludin	OCLN	Homo sapiens (Human)	464
ENSG00000197822		A0A7P0TB95	A0A7P0TB95_HUMAN	unreviewed	Occludin	OCLN	Homo sapiens (Human)	323
ENSG00000060491	ENSG00000060491 -> Q9NZT2-1	Q9NZT2	OGFR_HUMAN	reviewed	Opioid growth factor receptor (OGFr) (Protein 7-60) (Zeta-type opioid receptor)	OGFR	Homo sapiens (Human)	677
ENSG00000060491		A0A0A0MRN5	A0A0A0MRN5_HUMAN	unreviewed	Opioid growth factor receptor (Opioid growth factor receptor, isoform CRA_d)	OGFR hCG_21023	Homo sapiens (Human)	625
ENSG00000060491		Q4VXW3	Q4VXW3_HUMAN	unreviewed	Opioid growth factor receptor (Fragment)	OGFR	Homo sapiens (Human)	94
ENSG00000173391	ENSG00000173391 -> P78380-1;P78380-2;P78380-3	P78380	OLR1_HUMAN	reviewed	Oxidized low-density lipoprotein receptor 1 (Ox-LDL receptor 1) (C-type lectin domain family 8 member A) (Lectin-like oxidized LDL receptor 1) (LOX-1) (Lectin-like oxLDL receptor 1) (hLOX-1) (Lectin-type oxidized LDL receptor 1) [Cleaved into: Oxidized low-density lipoprotein receptor 1, soluble form]	OLR1 CLEC8A LOX1	Homo sapiens (Human)	273
ENSG00000173391		B7ZAN8	B7ZAN8_HUMAN	unreviewed	Oxidized low-density lipoprotein receptor 1 (cDNA, FLJ79252, weakly similar to Oxidized low-density lipoprotein receptor 1)	OLR1	Homo sapiens (Human)	77
ENSG00000173391		F5GZH1	F5GZH1_HUMAN	unreviewed	Oxidized low-density lipoprotein receptor 1	OLR1	Homo sapiens (Human)	165
ENSG00000173391		F5H001	F5H001_HUMAN	unreviewed	Oxidized low-density lipoprotein receptor 1 (Fragment)	OLR1	Homo sapiens (Human)	104
ENSG00000173391		F5H0N6	F5H0N6_HUMAN	unreviewed	Oxidized low-density lipoprotein receptor 1 (Fragment)	OLR1	Homo sapiens (Human)	57
ENSG00000173391		F5H3G7	F5H3G7_HUMAN	unreviewed	Oxidized low-density lipoprotein receptor 1 (Fragment)	OLR1	Homo sapiens (Human)	122
ENSG00000173391		F5H7N8	F5H7N8_HUMAN	unreviewed	Oxidized low-density lipoprotein receptor 1 (Fragment)	OLR1	Homo sapiens (Human)	214
ENSG00000173391		J3QTI8	J3QTI8_HUMAN	unreviewed	Oxidized low-density lipoprotein receptor 1 (Fragment)	OLR1	Homo sapiens (Human)	104
ENSG00000116329		P41143	OPRD_HUMAN	reviewed	Delta-type opioid receptor (D-OR-1) (DOR-1)	OPRD1 OPRD	Homo sapiens (Human)	372
ENSG00000116329		D2CGC9	D2CGC9_HUMAN	unreviewed	Delta opioid receptor 1 variant (Delta-type opioid receptor)	OPRD1	Homo sapiens (Human)	324
ENSG00000082556	ENSG00000082556 -> P41145-1;P41145-2	P41145	OPRK_HUMAN	reviewed	Kappa-type opioid receptor (K-OR-1) (KOR-1)	OPRK1 OPRK	Homo sapiens (Human)	380
ENSG00000082556		A0A5F9ZI09	A0A5F9ZI09_HUMAN	unreviewed	Kappa-type opioid receptor	OPRK1	Homo sapiens (Human)	409
ENSG00000082556		E5RJI5	E5RJI5_HUMAN	unreviewed	Kappa-type opioid receptor	OPRK1	Homo sapiens (Human)	116
ENSG00000277044		A0A0G2JQE4	A0A0G2JQE4_HUMAN	unreviewed	Kappa-type 3 opioid receptor (Nociceptin receptor) (Orphanin FQ receptor) (Fragment)	OPRL1	Homo sapiens (Human)	293
ENSG00000125510	ENSG00000125510 -> P41146-1	P41146	OPRX_HUMAN	reviewed	Nociceptin receptor (Kappa-type 3 opioid receptor) (KOR-3) (Orphanin FQ receptor)	OPRL1 OOR ORL1	Homo sapiens (Human)	370
ENSG00000125510		A0A5F9ZI64	A0A5F9ZI64_HUMAN	unreviewed	Kappa-type 3 opioid receptor (Nociceptin receptor) (Orphanin FQ receptor)	OPRL1	Homo sapiens (Human)	399
ENSG00000112038	ENSG00000112038 -> P35372-1;P35372-10;P35372-11;P35372-12;P35372-13;P35372-18;P35372-2;P35372-3;P35372-4;P35372-5;P35372-6;P35372-7;P35372-8;P35372-9	P35372	OPRM_HUMAN	reviewed	Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP)	OPRM1 MOR1	Homo sapiens (Human)	400
ENSG00000112038		E7EW71	E7EW71_HUMAN	unreviewed	Mu-type opioid receptor (Fragment)	OPRM1	Homo sapiens (Human)	162
ENSG00000112038		L0E130	L0E130_HUMAN	unreviewed	Mu-type opioid receptor	OPRM1	Homo sapiens (Human)	476
ENSG00000180016		P30953	OR1E1_HUMAN	reviewed	Olfactory receptor 1E1 (Olfactory receptor 13-66) (OR13-66) (Olfactory receptor 17-2/17-32) (OR17-2) (OR17-32) (Olfactory receptor 1E5) (Olfactory receptor 1E6) (Olfactory receptor 5-85) (OR5-85) (Olfactory receptor OR17-18) (Olfactory receptor-like protein HGMP07I)	OR1E1 OR1E5 OR1E6 OR1E9P	Homo sapiens (Human)	314
ENSG00000183024		P47890	OR1G1_HUMAN	reviewed	Olfactory receptor 1G1 (Olfactory receptor 17-209) (OR17-209) (Olfactory receptor 1G2) (Olfactory receptor OR17-8)	OR1G1 OR1G2	Homo sapiens (Human)	313
ENSG00000160991		Q96SN7	ORAI2_HUMAN	reviewed	Protein orai-2 (CAP-binding protein complex-interacting protein 2) (Transmembrane protein 142B)	ORAI2 C7orf19 CBCIP2 TMEM142B PP1729	Homo sapiens (Human)	254
ENSG00000160991		C9J2H9	C9J2H9_HUMAN	unreviewed	Protein orai-2 (Fragment)	ORAI2	Homo sapiens (Human)	212
ENSG00000160991		C9J5L2	C9J5L2_HUMAN	unreviewed	Protein orai-2 (Fragment)	ORAI2	Homo sapiens (Human)	97
ENSG00000160991		C9JQR7	C9JQR7_HUMAN	unreviewed	Protein orai-2 (Fragment)	ORAI2	Homo sapiens (Human)	229
ENSG00000160991		C9JUY6	C9JUY6_HUMAN	unreviewed	Protein orai-2 (Fragment)	ORAI2	Homo sapiens (Human)	30
ENSG00000145623	ENSG00000145623 -> Q99650-1;Q99650-2	Q99650	OSMR_HUMAN	reviewed	Oncostatin-M-specific receptor subunit beta (Interleukin-31 receptor subunit beta) (IL-31 receptor subunit beta) (IL-31R subunit beta) (IL-31R-beta) (IL-31RB)	OSMR OSMRB	Homo sapiens (Human)	979
ENSG00000145623		H0Y8W9	H0Y8W9_HUMAN	unreviewed	Oncostatin-M-specific receptor subunit beta (Fragment)	OSMR	Homo sapiens (Human)	35
ENSG00000145623		H0Y9E3	H0Y9E3_HUMAN	unreviewed	Oncostatin-M-specific receptor subunit beta (Fragment)	OSMR	Homo sapiens (Human)	188
ENSG00000145623		H0YAD1	H0YAD1_HUMAN	unreviewed	Oncostatin-M-specific receptor subunit beta (Fragment)	OSMR	Homo sapiens (Human)	62
ENSG00000180914		P30559	OXYR_HUMAN	reviewed	Oxytocin receptor (OT-R)	OXTR	Homo sapiens (Human)	389
ENSG00000180914		C9JN09	C9JN09_HUMAN	unreviewed	Oxytocin receptor (Fragment)	OXTR	Homo sapiens (Human)	92
ENSG00000180914		C9JQC4	C9JQC4_HUMAN	unreviewed	Oxytocin receptor (Fragment)	OXTR	Homo sapiens (Human)	43
ENSG00000089041	ENSG00000089041 -> Q99572-1;Q99572-2;Q99572-3;Q99572-5	Q99572	P2RX7_HUMAN	reviewed	P2X purinoceptor 7 (P2X7) (ATP receptor) (P2Z receptor) (Purinergic receptor)	P2RX7	Homo sapiens (Human)	595
ENSG00000089041		F5H237	F5H237_HUMAN	unreviewed	P2X purinoceptor 7	P2RX7	Homo sapiens (Human)	47
ENSG00000089041		F5H2X6	F5H2X6_HUMAN	unreviewed	P2X purinoceptor 7	P2RX7	Homo sapiens (Human)	127
ENSG00000089041		F5H8E7	F5H8E7_HUMAN	unreviewed	P2X purinoceptor 7	P2RX7	Homo sapiens (Human)	258
ENSG00000089041		J3KN30	J3KN30_HUMAN	unreviewed	P2X purinoceptor 7	P2RX7	Homo sapiens (Human)	149
ENSG00000169313		Q9H244	P2Y12_HUMAN	reviewed	P2Y purinoceptor 12 (P2Y12) (ADP-glucose receptor) (ADPG-R) (P2T(AC)) (P2Y(AC)) (P2Y(cyc)) (P2Y12 platelet ADP receptor) (P2Y(ADP)) (SP1999)	P2RY12 HORK3	Homo sapiens (Human)	342
ENSG00000174944		Q15391	P2Y14_HUMAN	reviewed	P2Y purinoceptor 14 (P2Y14) (G-protein coupled receptor 105) (UDP-glucose receptor)	P2RY14 GPR105 KIAA0001	Homo sapiens (Human)	338
ENSG00000174944		C9JAB5	C9JAB5_HUMAN	unreviewed	P2Y purinoceptor 14 (Fragment)	P2RY14	Homo sapiens (Human)	95
ENSG00000134853	ENSG00000134853 -> P16234-1;P16234-2;P16234-3	P16234	PGFRA_HUMAN	reviewed	Platelet-derived growth factor receptor alpha (PDGF-R-alpha) (PDGFR-alpha) (EC 2.7.10.1) (Alpha platelet-derived growth factor receptor) (Alpha-type platelet-derived growth factor receptor) (CD140 antigen-like family member A) (CD140a antigen) (Platelet-derived growth factor alpha receptor) (Platelet-derived growth factor receptor 2) (PDGFR-2) (CD antigen CD140a)	PDGFRA PDGFR2 RHEPDGFRA	Homo sapiens (Human)	1089
ENSG00000134853		D6RDX0	D6RDX0_HUMAN	unreviewed	Platelet-derived growth factor receptor alpha (Fragment)	PDGFRA	Homo sapiens (Human)	154
ENSG00000134853		D6RG11	D6RG11_HUMAN	unreviewed	Platelet-derived growth factor receptor alpha (Fragment)	PDGFRA	Homo sapiens (Human)	158
ENSG00000134853		D6RIG5	D6RIG5_HUMAN	unreviewed	Platelet-derived growth factor receptor alpha (Fragment)	PDGFRA	Homo sapiens (Human)	159
ENSG00000134853		D6RJH0	D6RJH0_HUMAN	unreviewed	Platelet-derived growth factor receptor alpha (Fragment)	PDGFRA	Homo sapiens (Human)	147
ENSG00000113721	ENSG00000113721 -> P09619-1	P09619	PGFRB_HUMAN	reviewed	Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (EC 2.7.10.1) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor) (CD140 antigen-like family member B) (Platelet-derived growth factor receptor 1) (PDGFR-1) (CD antigen CD140b)	PDGFRB PDGFR PDGFR1	Homo sapiens (Human)	1106
ENSG00000113721		E5RH16	E5RH16_HUMAN	unreviewed	Platelet-derived growth factor receptor beta	PDGFRB	Homo sapiens (Human)	239
ENSG00000113721		E5RII0	E5RII0_HUMAN	unreviewed	Platelet-derived growth factor receptor beta (Fragment)	PDGFRB	Homo sapiens (Human)	174
ENSG00000113721		E5RJ14	E5RJ14_HUMAN	unreviewed	Platelet-derived growth factor receptor beta (Fragment)	PDGFRB	Homo sapiens (Human)	146
ENSG00000261371	ENSG00000261371 -> P16284-1	P16284	PECA1_HUMAN	reviewed	Platelet endothelial cell adhesion molecule (PECAM-1) (EndoCAM) (GPIIA') (PECA1) (CD antigen CD31)	PECAM1	Homo sapiens (Human)	738
ENSG00000261371		A0A075B727	A0A075B727_HUMAN	unreviewed	Platelet endothelial cell adhesion molecule (Fragment)	PECAM1	Homo sapiens (Human)	230
ENSG00000261371		A0A075B728	A0A075B728_HUMAN	unreviewed	Platelet endothelial cell adhesion molecule (Fragment)	PECAM1	Homo sapiens (Human)	183
ENSG00000261371		A0A075B737	A0A075B737_HUMAN	unreviewed	Platelet endothelial cell adhesion molecule (Fragment)	PECAM1	Homo sapiens (Human)	134
ENSG00000101856	ENSG00000101856 -> O00264-1;O00264-2	O00264	PGRC1_HUMAN	reviewed	Membrane-associated progesterone receptor component 1 (mPR) (Dap1) (IZA)	PGRMC1 HPR6.6 PGRMC	Homo sapiens (Human)	195
ENSG00000102174		P78562	PHEX_HUMAN	reviewed	Phosphate-regulating neutral endopeptidase PHEX (EC 3.4.24.-) (Metalloendopeptidase homolog PEX) (Vitamin D-resistant hypophosphatemic rickets protein) (X-linked hypophosphatemia protein) (HYP)	PHEX PEX	Homo sapiens (Human)	749
ENSG00000153246	ENSG00000153246 -> Q13018-1;Q13018-2	Q13018	PLA2R_HUMAN	reviewed	Secretory phospholipase A2 receptor (PLA2-R) (PLA2R) (180 kDa secretory phospholipase A2 receptor) (C-type lectin domain family 13 member C) (M-type receptor) [Cleaved into: Soluble secretory phospholipase A2 receptor (Soluble PLA2-R) (Soluble PLA2R)]	PLA2R1 CLEC13C	Homo sapiens (Human)	1463
ENSG00000011422	ENSG00000011422 -> Q03405-1;Q03405-2;Q03405-3	Q03405	UPAR_HUMAN	reviewed	Urokinase plasminogen activator surface receptor (U-PAR) (uPAR) (Monocyte activation antigen Mo3) (CD antigen CD87)	PLAUR MO3 UPAR	Homo sapiens (Human)	335
ENSG00000011422		M0QX27	M0QX27_HUMAN	unreviewed	Urokinase plasminogen activator surface receptor (Fragment)	PLAUR	Homo sapiens (Human)	78
ENSG00000011422		M0QYR6	M0QYR6_HUMAN	unreviewed	Urokinase plasminogen activator surface receptor (Fragment)	PLAUR	Homo sapiens (Human)	226
ENSG00000011422		M0QYS6	M0QYS6_HUMAN	unreviewed	Urokinase plasminogen activator surface receptor (Fragment)	PLAUR	Homo sapiens (Human)	133
ENSG00000011422		M0R0H5	M0R0H5_HUMAN	unreviewed	Urokinase plasminogen activator surface receptor (Fragment)	PLAUR	Homo sapiens (Human)	152
ENSG00000011422		M0R0L1	M0R0L1_HUMAN	unreviewed	Urokinase plasminogen activator surface receptor	PLAUR	Homo sapiens (Human)	46
ENSG00000011422		M0R0Y4	M0R0Y4_HUMAN	unreviewed	Urokinase plasminogen activator surface receptor (Fragment)	PLAUR	Homo sapiens (Human)	185
ENSG00000011422		M0R1I2	M0R1I2_HUMAN	unreviewed	Urokinase plasminogen activator surface receptor	PLAUR	Homo sapiens (Human)	286
ENSG00000011422		M0R2E9	M0R2E9_HUMAN	unreviewed	Urokinase plasminogen activator surface receptor (Fragment)	PLAUR	Homo sapiens (Human)	152
ENSG00000011422		M0R383	M0R383_HUMAN	unreviewed	Urokinase plasminogen activator surface receptor (Fragment)	PLAUR	Homo sapiens (Human)	154
ENSG00000129219	ENSG00000129219 -> O14939-1;O14939-4	O14939	PLD2_HUMAN	reviewed	Phospholipase D2 (PLD 2) (hPLD2) (EC 3.1.4.4) (Choline phosphatase 2) (PLD1C) (Phosphatidylcholine-hydrolyzing phospholipase D2)	PLD2	Homo sapiens (Human)	933
ENSG00000129219		I3L1F3	I3L1F3_HUMAN	unreviewed	Phospholipase D2 (Fragment)	PLD2	Homo sapiens (Human)	172
ENSG00000129219		I3L222	I3L222_HUMAN	unreviewed	Phospholipase D2	PLD2	Homo sapiens (Human)	128
ENSG00000129219		I3L381	I3L381_HUMAN	unreviewed	Phospholipase D (EC 3.1.4.4) (Fragment)	PLD2	Homo sapiens (Human)	196
ENSG00000129219		I3L3I7	I3L3I7_HUMAN	unreviewed	Phospholipase D (EC 3.1.4.4) (Fragment)	PLD2	Homo sapiens (Human)	197
ENSG00000129219		I3L4R5	I3L4R5_HUMAN	unreviewed	Phospholipase D2 (Fragment)	PLD2	Homo sapiens (Human)	48
ENSG00000107020		Q9HBL7	PLRKT_HUMAN	reviewed	Plasminogen receptor (KT) (Plg-R(KT))	PLGRKT C9orf46 AD025 MDS030	Homo sapiens (Human)	147
ENSG00000114698	ENSG00000114698 -> Q9NRQ2-1;Q9NRQ2-2	Q9NRQ2	PLS4_HUMAN	reviewed	Phospholipid scramblase 4 (PL scramblase 4) (Ca(2+)-dependent phospholipid scramblase 4) (Cell growth-inhibiting gene 43 protein) (TRA1)	PLSCR4 GIG43	Homo sapiens (Human)	329
ENSG00000114698		C9J3P9	C9J3P9_HUMAN	unreviewed	Phospholipid scramblase 4 (Fragment)	PLSCR4	Homo sapiens (Human)	97
ENSG00000114698		C9J664	C9J664_HUMAN	unreviewed	Phospholipid scramblase (Fragment)	PLSCR4	Homo sapiens (Human)	142
ENSG00000114698		C9J6E1	C9J6E1_HUMAN	unreviewed	Phospholipid scramblase (Fragment)	PLSCR4	Homo sapiens (Human)	262
ENSG00000114698		C9J916	C9J916_HUMAN	unreviewed	Phospholipid scramblase (Fragment)	PLSCR4	Homo sapiens (Human)	208
ENSG00000114698		C9JNW2	C9JNW2_HUMAN	unreviewed	Phospholipid scramblase 4 (Fragment)	PLSCR4	Homo sapiens (Human)	147
ENSG00000114698		E9PHR9	E9PHR9_HUMAN	unreviewed	Phospholipid scramblase	PLSCR4	Homo sapiens (Human)	239
ENSG00000114554		Q9UIW2	PLXA1_HUMAN	reviewed	Plexin-A1 (Semaphorin receptor NOV)	PLXNA1 NOV PLXN1	Homo sapiens (Human)	1896
ENSG00000076356	ENSG00000076356 -> O75051-1	O75051	PLXA2_HUMAN	reviewed	Plexin-A2 (Semaphorin receptor OCT)	PLXNA2 KIAA0463 OCT PLXN2 UNQ209/PRO235	Homo sapiens (Human)	1894
ENSG00000130827		P51805	PLXA3_HUMAN	reviewed	Plexin-A3 (Plexin-4) (Semaphorin receptor SEX)	PLXNA3 PLXN4 SEX	Homo sapiens (Human)	1871
