ApprovedSymbol	Type	uniprot_gn_id	ensembl_gene_id	hgnc_symbol	gene_biotype	description	mean_tpm
KIR3DL2	receptor	P43630	ENSG00000278726	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0
KIR3DL2	receptor	P43630	ENSG00000275416	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0
KIR3DL2	receptor	P43630	ENSG00000276882	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0
KIR3DL2	receptor	P43630	ENSG00000275629	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	3.7230112359550565e-5
KIR3DL2	receptor	P43630	ENSG00000276357	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0
KIR3DL2	receptor	P43630	ENSG00000278809	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	3.7230112359550565e-5
KIR3DL2	receptor	P43630	ENSG00000278656	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	4.0469977528089884e-4
KIR3DL2	receptor	P43630	ENSG00000278403	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0
KIR3DL2	receptor	P43630	ENSG00000278361	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0
KIR3DL2	receptor	P43630	ENSG00000277709	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0
KIR3DL2	receptor	P43630	ENSG00000275838	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0
KIR3DL2	receptor	P43630	ENSG00000278707	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0
KIR3DL2	receptor	P43630	ENSG00000276739	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0
KIR3DL2	receptor	P43630	ENSG00000273911	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0
KIR3DL2	receptor	P43630	ENSG00000275566	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0
KIR3DL2	receptor	P43630	ENSG00000277181	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	0
KIR3DL2	receptor	P43630	ENSG00000284466	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	3.7230112359550565e-5
KIR3DL2	receptor	P43630	ENSG00000284046	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	3.7230112359550565e-5
KIR3DL2	receptor	P43630	ENSG00000284192	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	3.7230112359550565e-5
KIR3DL2	receptor	P43630	ENSG00000283951	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	3.7230112359550565e-5
KIR3DL2	receptor	P43630	ENSG00000284384	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	3.7230112359550565e-5
KIR3DL2	receptor	P43630	ENSG00000284381	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	3.7230112359550565e-5
KIR3DL2	receptor	P43630	ENSG00000284213	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	3.7230112359550565e-5
KIR3DL2	receptor	P43630	ENSG00000283975	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	3.7230112359550565e-5
KIR3DL2	receptor	P43630	ENSG00000284295	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	3.7230112359550565e-5
KIR3DL2	receptor	P43630	ENSG00000284063	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	3.7230112359550565e-5
KIR3DL2	receptor	P43630	ENSG00000284528	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	3.7230112359550565e-5
KIR3DL2	receptor	P43630	ENSG00000240403	KIR3DL2	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	3.7230112359550565e-5
KISS1R	receptor	Q969F8	ENSG00000116014	KISS1R	protein_coding	KISS1 receptor [Source:HGNC Symbol;Acc:HGNC:4510]	0.48994868876404496
KIT	receptor	P10721	ENSG00000157404	KIT	protein_coding	KIT proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6342]	2.6823429464044946
KLB	receptor	Q86Z14	ENSG00000134962	KLB	protein_coding	klotho beta [Source:HGNC Symbol;Acc:HGNC:15527]	1.2040018539325843
KLRC1	receptor	P26715	ENSG00000134545	KLRC1	protein_coding	killer cell lectin like receptor C1 [Source:HGNC Symbol;Acc:HGNC:6374]	0.2307258202247191
KLRC2	receptor	P26717	NA	NA	NA	NA	NA
KLRD1	receptor	Q13241	ENSG00000134539	KLRD1	protein_coding	killer cell lectin like receptor D1 [Source:HGNC Symbol;Acc:HGNC:6378]	0.35108245604654026
KLRG1	receptor	Q96E93	ENSG00000139187	KLRG1	protein_coding	killer cell lectin like receptor G1 [Source:HGNC Symbol;Acc:HGNC:6380]	1.368224576869438
KLRK1	receptor	P26718	NA	NA	NA	NA	NA
KREMEN1	receptor	Q96MU8	ENSG00000183762	KREMEN1	protein_coding	kringle containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:17550]	2.6150552789617976
KREMEN2	receptor	Q8NCW0	ENSG00000131650	KREMEN2	protein_coding	kringle containing transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:18797]	0.017260067415730336
LAMP1	receptor	P11279	ENSG00000185896	LAMP1	protein_coding	lysosomal associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6499]	126.88009020787639
LDLR	receptor	P01130	ENSG00000130164	LDLR	protein_coding	low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:6547]	48.57992301017065
LEPR	receptor	P48357	ENSG00000116678	LEPR	protein_coding	leptin receptor [Source:HGNC Symbol;Acc:HGNC:6554]	11.960006490334893
LGR4	receptor	Q9BXB1	ENSG00000205213	LGR4	protein_coding	leucine rich repeat containing G protein-coupled receptor 4 [Source:HGNC Symbol;Acc:HGNC:13299]	30.85077978585843
LGR5	receptor	O75473	ENSG00000139292	LGR5	protein_coding	leucine rich repeat containing G protein-coupled receptor 5 [Source:HGNC Symbol;Acc:HGNC:4504]	0.17020371822696628
LGR6	receptor	Q9HBX8	ENSG00000133067	LGR6	protein_coding	leucine rich repeat containing G protein-coupled receptor 6 [Source:HGNC Symbol;Acc:HGNC:19719]	0.03404969200233371
LHCGR	receptor	P22888	ENSG00000138039	LHCGR	protein_coding	luteinizing hormone/choriogonadotropin receptor [Source:HGNC Symbol;Acc:HGNC:6585]	0.0014323
LIFR	receptor	P42702	ENSG00000113594	LIFR	protein_coding	LIF receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6597]	5.709988171017033
LILRA3	receptor	Q8N6C8	ENSG00000273884	LILRA3	protein_coding	leukocyte immunoglobulin like receptor A3 [Source:HGNC Symbol;Acc:HGNC:6604]	0.009290720449438203
LILRA3	receptor	Q8N6C8	ENSG00000278046	LILRA3	protein_coding	leukocyte immunoglobulin like receptor A3 [Source:HGNC Symbol;Acc:HGNC:6604]	0.003889450786516854
LILRA3	receptor	Q8N6C8	ENSG00000276175	LILRA3	protein_coding	leukocyte immunoglobulin like receptor A3 [Source:HGNC Symbol;Acc:HGNC:6604]	0.0033586961271460675
LILRA3	receptor	Q8N6C8	ENSG00000275841	LILRA3	protein_coding	leukocyte immunoglobulin like receptor A3 [Source:HGNC Symbol;Acc:HGNC:6604]	0.029926453370786515
LILRB1	receptor	Q8NHL6	ENSG00000276452	LILRB1	protein_coding	leukocyte immunoglobulin like receptor B1 [Source:HGNC Symbol;Acc:HGNC:6605]	0.760849842741573
LILRB1	receptor	Q8NHL6	ENSG00000277807	LILRB1	protein_coding	leukocyte immunoglobulin like receptor B1 [Source:HGNC Symbol;Acc:HGNC:6605]	0.12341819467757303
LILRB1	receptor	Q8NHL6	ENSG00000274669	LILRB1	protein_coding	leukocyte immunoglobulin like receptor B1 [Source:HGNC Symbol;Acc:HGNC:6605]	0.09397147462938973
LILRB1	receptor	Q8NHL6	ENSG00000277134	LILRB1	protein_coding	leukocyte immunoglobulin like receptor B1 [Source:HGNC Symbol;Acc:HGNC:6605]	0.07254988569101124
LILRB1	receptor	Q8NHL6	ENSG00000104972	LILRB1	protein_coding	leukocyte immunoglobulin like receptor B1 [Source:HGNC Symbol;Acc:HGNC:6605]	0.08611420855875179
LILRB2	receptor	Q8N423	ENSG00000274513	LILRB2	protein_coding	leukocyte immunoglobulin like receptor B2 [Source:HGNC Symbol;Acc:HGNC:6606]	0.1918670352556371
LILRB2	receptor	Q8N423	ENSG00000276146	LILRB2	protein_coding	leukocyte immunoglobulin like receptor B2 [Source:HGNC Symbol;Acc:HGNC:6606]	0.24827110396255808
LILRB2	receptor	Q8N423	ENSG00000275463	LILRB2	protein_coding	leukocyte immunoglobulin like receptor B2 [Source:HGNC Symbol;Acc:HGNC:6606]	0.05497328234447502
LILRB2	receptor	Q8N423	ENSG00000277751	LILRB2	protein_coding	leukocyte immunoglobulin like receptor B2 [Source:HGNC Symbol;Acc:HGNC:6606]	0.26676790943276346
LILRB2	receptor	Q8N423	ENSG00000131042	LILRB2	protein_coding	leukocyte immunoglobulin like receptor B2 [Source:HGNC Symbol;Acc:HGNC:6606]	0.04405020164094494
LINGO1	receptor	Q96FE5	ENSG00000169783	LINGO1	protein_coding	leucine rich repeat and Ig domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21205]	0.4527129897296743
LMBR1L	receptor	Q6UX01	ENSG00000139636	LMBR1L	protein_coding	limb development membrane protein 1 like [Source:HGNC Symbol;Acc:HGNC:18268]	17.9949605526598
LPAR1	receptor	Q92633	ENSG00000198121	LPAR1	protein_coding	lysophosphatidic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:3166]	6.031837575182491
LPAR2	receptor	Q9HBW0	ENSG00000064547	LPAR2	protein_coding	lysophosphatidic acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:3168]	3.741281101266309
LPAR3	receptor	Q9UBY5	ENSG00000171517	LPAR3	protein_coding	lysophosphatidic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:14298]	1.2679943016653752
LPAR4	receptor	Q99677	ENSG00000147145	LPAR4	protein_coding	lysophosphatidic acid receptor 4 [Source:HGNC Symbol;Acc:HGNC:4478]	0.39545894184269664
LPHN1	receptor	O94910	ENSG00000288324	ADGRL1	protein_coding	adhesion G protein-coupled receptor L1 [Source:HGNC Symbol;Acc:HGNC:20973]	3.2615860146067415
LPHN1	receptor	O94910	ENSG00000072071	ADGRL1	protein_coding	adhesion G protein-coupled receptor L1 [Source:HGNC Symbol;Acc:HGNC:20973]	3.2615860146067415
LPHN2	receptor	O95490	ENSG00000117114	ADGRL2	protein_coding	adhesion G protein-coupled receptor L2 [Source:HGNC Symbol;Acc:HGNC:18582]	14.849479441630715
LRP1	receptor	Q07954	ENSG00000123384	LRP1	protein_coding	LDL receptor related protein 1 [Source:HGNC Symbol;Acc:HGNC:6692]	10.446314918876404
LRP11	receptor	Q86VZ4	ENSG00000120256	LRP11	protein_coding	LDL receptor related protein 11 [Source:HGNC Symbol;Acc:HGNC:16936]	70.80572023595505
LRP2	receptor	P98164	ENSG00000081479	LRP2	protein_coding	LDL receptor related protein 2 [Source:HGNC Symbol;Acc:HGNC:6694]	0.03526410604494382
LRP4	receptor	O75096	ENSG00000134569	LRP4	protein_coding	LDL receptor related protein 4 [Source:HGNC Symbol;Acc:HGNC:6696]	3.172095869857847
LRP5	receptor	O75197	ENSG00000162337	LRP5	protein_coding	LDL receptor related protein 5 [Source:HGNC Symbol;Acc:HGNC:6697]	6.313473786908559
LRP6	receptor	O75581	ENSG00000281324	LRP6	protein_coding	LDL receptor related protein 6 [Source:HGNC Symbol;Acc:HGNC:6698]	5.211649236412168
LRP6	receptor	O75581	ENSG00000070018	LRP6	protein_coding	LDL receptor related protein 6 [Source:HGNC Symbol;Acc:HGNC:6698]	5.211649236412168
LRP8	receptor	Q14114	ENSG00000157193	LRP8	protein_coding	LDL receptor related protein 8 [Source:HGNC Symbol;Acc:HGNC:6700]	7.704242542769729
LRRC4	receptor	Q9HBW1	ENSG00000128594	LRRC4	protein_coding	leucine rich repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:15586]	6.894016984269664
LRRC4C	receptor	Q9HCJ2	ENSG00000148948	LRRC4C	protein_coding	leucine rich repeat containing 4C [Source:HGNC Symbol;Acc:HGNC:29317]	0.18156485741573034
LSR	receptor	Q86X29	ENSG00000105699	LSR	protein_coding	lipolysis stimulated lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:29572]	36.78908380504268
LTBR	receptor	P36941	ENSG00000111321	LTBR	protein_coding	lymphotoxin beta receptor [Source:HGNC Symbol;Acc:HGNC:6718]	51.125619653918015
LY6G6C	receptor	O95867	ENSG00000228859	LY6G6C	protein_coding	lymphocyte antigen 6 family member G6C [Source:HGNC Symbol;Acc:HGNC:13936]	0.001572395393258427
LY6G6C	receptor	O95867	ENSG00000206398	LY6G6C	protein_coding	lymphocyte antigen 6 family member G6C [Source:HGNC Symbol;Acc:HGNC:13936]	0.023851436966292137
LY6G6C	receptor	O95867	ENSG00000235925	LY6G6C	protein_coding	lymphocyte antigen 6 family member G6C [Source:HGNC Symbol;Acc:HGNC:13936]	1.0877629213483145e-4
LY6G6C	receptor	O95867	ENSG00000236183	LY6G6C	protein_coding	lymphocyte antigen 6 family member G6C [Source:HGNC Symbol;Acc:HGNC:13936]	0.001572395393258427
LY6G6C	receptor	O95867	ENSG00000228250	LY6G6C	protein_coding	lymphocyte antigen 6 family member G6C [Source:HGNC Symbol;Acc:HGNC:13936]	0.001572395393258427
LY6G6C	receptor	O95867	ENSG00000235452	LY6G6C	protein_coding	lymphocyte antigen 6 family member G6C [Source:HGNC Symbol;Acc:HGNC:13936]	0.001572395393258427
LY6G6C	receptor	O95867	ENSG00000204421	LY6G6C	protein_coding	lymphocyte antigen 6 family member G6C [Source:HGNC Symbol;Acc:HGNC:13936]	0.07885725393258426
LY96	receptor	Q9Y6Y9	ENSG00000154589	LY96	protein_coding	lymphocyte antigen 96 [Source:HGNC Symbol;Acc:HGNC:17156]	6.488438224719101
LYVE1	receptor	Q9Y5Y7	ENSG00000133800	LYVE1	protein_coding	lymphatic vessel endothelial hyaluronan receptor 1 [Source:HGNC Symbol;Acc:HGNC:14687]	0.8791925853221285
MAG	receptor	P20916	ENSG00000105695	MAG	protein_coding	myelin associated glycoprotein [Source:HGNC Symbol;Acc:HGNC:6783]	0.07398724783552248
MAGED1	receptor	Q9Y5V3	ENSG00000179222	MAGED1	protein_coding	MAGE family member D1 [Source:HGNC Symbol;Acc:HGNC:6813]	165.33050784437424
MARCO	receptor	Q9UEW3	ENSG00000019169	MARCO	protein_coding	macrophage receptor with collagenous structure [Source:HGNC Symbol;Acc:HGNC:6895]	0.07861982584269664
MAS1	receptor	P04201	ENSG00000130368	MAS1	protein_coding	MAS1 proto-oncogene, G protein-coupled receptor [Source:HGNC Symbol;Acc:HGNC:6899]	0.026126274403595506
MC1R	receptor	Q01726	ENSG00000258839	MC1R	protein_coding	melanocortin 1 receptor [Source:HGNC Symbol;Acc:HGNC:6929]	0.9430188468715256
MC2R	receptor	Q01718	ENSG00000185231	MC2R	protein_coding	melanocortin 2 receptor [Source:HGNC Symbol;Acc:HGNC:6930]	0.014978998876404494
MC3R	receptor	P41968	ENSG00000124089	MC3R	protein_coding	melanocortin 3 receptor [Source:HGNC Symbol;Acc:HGNC:6931]	0.004875158426966292
MC4R	receptor	P32245	ENSG00000166603	MC4R	protein_coding	melanocortin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6932]	0.004873325842696629
MC5R	receptor	P33032	ENSG00000176136	MC5R	protein_coding	melanocortin 5 receptor [Source:HGNC Symbol;Acc:HGNC:6933]	0.012546784269662922
MCAM	receptor	P43121	ENSG00000076706	MCAM	protein_coding	melanoma cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:6934]	28.142824579056178
MCHR1	receptor	Q99705	ENSG00000128285	MCHR1	protein_coding	melanin concentrating hormone receptor 1 [Source:HGNC Symbol;Acc:HGNC:4479]	1.2318759349747406
MCHR2	receptor	Q969V1	ENSG00000152034	MCHR2	protein_coding	melanin concentrating hormone receptor 2 [Source:HGNC Symbol;Acc:HGNC:20867]	0.019008121348314606
MERTK	receptor	Q12866	ENSG00000153208	MERTK	protein_coding	MER proto-oncogene, tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7027]	3.7803781028593995
MET	receptor	P08581	ENSG00000105976	MET	protein_coding	MET proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7029]	3.596513465174757
MFRP	receptor	Q9BY79	ENSG00000235718	MFRP	protein_coding	membrane frizzled-related protein [Source:HGNC Symbol;Acc:HGNC:18121]	0.013044151685393258
MLNR	receptor	O43193	ENSG00000102539	MLNR	protein_coding	motilin receptor [Source:HGNC Symbol;Acc:HGNC:4495]	0.1293474033707865
MMP24	receptor	Q9Y5R2	ENSG00000125966	MMP24	protein_coding	matrix metallopeptidase 24 [Source:HGNC Symbol;Acc:HGNC:7172]	3.2842341685393257
MOG	receptor	Q16653	ENSG00000234096	MOG	protein_coding	myelin oligodendrocyte glycoprotein [Source:HGNC Symbol;Acc:HGNC:7197]	1.9385497719101124e-5
MOG	receptor	Q16653	ENSG00000230885	MOG	protein_coding	myelin oligodendrocyte glycoprotein [Source:HGNC Symbol;Acc:HGNC:7197]	0.009252040475224719
MOG	receptor	Q16653	ENSG00000234623	MOG	protein_coding	myelin oligodendrocyte glycoprotein [Source:HGNC Symbol;Acc:HGNC:7197]	1.9421972810674157e-4
MOG	receptor	Q16653	ENSG00000137345	MOG	protein_coding	myelin oligodendrocyte glycoprotein [Source:HGNC Symbol;Acc:HGNC:7197]	1.9421972810674157e-4
MOG	receptor	Q16653	ENSG00000236561	MOG	protein_coding	myelin oligodendrocyte glycoprotein [Source:HGNC Symbol;Acc:HGNC:7197]	8.989662303370786e-4
MOG	receptor	Q16653	ENSG00000232641	MOG	protein_coding	myelin oligodendrocyte glycoprotein [Source:HGNC Symbol;Acc:HGNC:7197]	0.00640735797752809
MOG	receptor	Q16653	ENSG00000237834	MOG	protein_coding	myelin oligodendrocyte glycoprotein [Source:HGNC Symbol;Acc:HGNC:7197]	7.843178893258426e-7
MOG	receptor	Q16653	ENSG00000204655	MOG	protein_coding	myelin oligodendrocyte glycoprotein [Source:HGNC Symbol;Acc:HGNC:7197]	0.10578618966292135
MPL	receptor	P40238	ENSG00000117400	MPL	protein_coding	MPL proto-oncogene, thrombopoietin receptor [Source:HGNC Symbol;Acc:HGNC:7217]	0.6477871602247192
MRC2	receptor	Q9UBG0	ENSG00000011028	MRC2	protein_coding	mannose receptor C type 2 [Source:HGNC Symbol;Acc:HGNC:16875]	8.585333101566352
MRGPRX1	receptor	Q96LB2	ENSG00000170255	MRGPRX1	protein_coding	MAS related GPR family member X1 [Source:HGNC Symbol;Acc:HGNC:17962]	0
MRGPRX2	receptor	Q96LB1	ENSG00000183695	MRGPRX2	protein_coding	MAS related GPR family member X2 [Source:HGNC Symbol;Acc:HGNC:17983]	5.840449438202247e-4
MST1R	receptor	Q04912	ENSG00000164078	MST1R	protein_coding	macrophage stimulating 1 receptor [Source:HGNC Symbol;Acc:HGNC:7381]	4.409468357021514
MTNR1A	receptor	P48039	ENSG00000168412	MTNR1A	protein_coding	melatonin receptor 1A [Source:HGNC Symbol;Acc:HGNC:7463]	0.5188439101123595
MTNR1B	receptor	P49286	ENSG00000134640	MTNR1B	protein_coding	melatonin receptor 1B [Source:HGNC Symbol;Acc:HGNC:7464]	0.9632247609662922
MUSK	receptor	O15146	ENSG00000030304	MUSK	protein_coding	muscle associated receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7525]	0.028489014494382025
NCR3	receptor	O14931	ENSG00000236315	NCR3	protein_coding	natural cytotoxicity triggering receptor 3 [Source:HGNC Symbol;Acc:HGNC:19077]	0.0037632898876404494
NCR3	receptor	O14931	ENSG00000206430	NCR3	protein_coding	natural cytotoxicity triggering receptor 3 [Source:HGNC Symbol;Acc:HGNC:19077]	0.0037632898876404494
NCR3	receptor	O14931	ENSG00000236979	NCR3	protein_coding	natural cytotoxicity triggering receptor 3 [Source:HGNC Symbol;Acc:HGNC:19077]	0.0037632898876404494
NCR3	receptor	O14931	ENSG00000237808	NCR3	protein_coding	natural cytotoxicity triggering receptor 3 [Source:HGNC Symbol;Acc:HGNC:19077]	0.008652446516853932
NCR3	receptor	O14931	ENSG00000223833	NCR3	protein_coding	natural cytotoxicity triggering receptor 3 [Source:HGNC Symbol;Acc:HGNC:19077]	0.008652446516853932
NCR3	receptor	O14931	ENSG00000225211	NCR3	protein_coding	natural cytotoxicity triggering receptor 3 [Source:HGNC Symbol;Acc:HGNC:19077]	0.0027120665168539324
NCR3	receptor	O14931	ENSG00000237103	NCR3	protein_coding	natural cytotoxicity triggering receptor 3 [Source:HGNC Symbol;Acc:HGNC:19077]	0.0037632898876404494
NCR3	receptor	O14931	ENSG00000204475	NCR3	protein_coding	natural cytotoxicity triggering receptor 3 [Source:HGNC Symbol;Acc:HGNC:19077]	0.00484854808988764
NCSTN	receptor	Q92542	ENSG00000162736	NCSTN	protein_coding	nicastrin [Source:HGNC Symbol;Acc:HGNC:17091]	93.40737508878047
NEO1	receptor	Q92859	ENSG00000067141	NEO1	protein_coding	neogenin 1 [Source:HGNC Symbol;Acc:HGNC:7754]	45.68064318585928
NGFR	receptor	P08138	ENSG00000064300	NGFR	protein_coding	nerve growth factor receptor [Source:HGNC Symbol;Acc:HGNC:7809]	0.8640935483146067
NGFRAP1	receptor	Q00994	ENSG00000166681	BEX3	protein_coding	brain expressed X-linked 3 [Source:HGNC Symbol;Acc:HGNC:13388]	165.58458850561797
NMBR	receptor	P28336	ENSG00000135577	NMBR	protein_coding	neuromedin B receptor [Source:HGNC Symbol;Acc:HGNC:7843]	0.02523827191011236
NMUR1	receptor	Q9HB89	ENSG00000171596	NMUR1	protein_coding	neuromedin U receptor 1 [Source:HGNC Symbol;Acc:HGNC:4518]	0.0917614415730337
NMUR2	receptor	Q9GZQ4	ENSG00000132911	NMUR2	protein_coding	neuromedin U receptor 2 [Source:HGNC Symbol;Acc:HGNC:16454]	0.06062105056179776
NOTCH1	receptor	P46531	ENSG00000148400	NOTCH1	protein_coding	notch receptor 1 [Source:HGNC Symbol;Acc:HGNC:7881]	1.170901104494382
NOTCH2	receptor	Q04721	ENSG00000134250	NOTCH2	protein_coding	notch receptor 2 [Source:HGNC Symbol;Acc:HGNC:7882]	27.010537854771524
NOTCH3	receptor	Q9UM47	ENSG00000074181	NOTCH3	protein_coding	notch receptor 3 [Source:HGNC Symbol;Acc:HGNC:7883]	16.87116069071046
NOTCH4	receptor	Q99466	ENSG00000238196	NOTCH4	protein_coding	notch receptor 4 [Source:HGNC Symbol;Acc:HGNC:7884]	0.1792538763154893
NOTCH4	receptor	Q99466	ENSG00000223355	NOTCH4	protein_coding	notch receptor 4 [Source:HGNC Symbol;Acc:HGNC:7884]	0.23258196785356075
NOTCH4	receptor	Q99466	ENSG00000232339	NOTCH4	protein_coding	notch receptor 4 [Source:HGNC Symbol;Acc:HGNC:7884]	0.40308527676899064
NOTCH4	receptor	Q99466	ENSG00000235396	NOTCH4	protein_coding	notch receptor 4 [Source:HGNC Symbol;Acc:HGNC:7884]	0.7919277726457328
NOTCH4	receptor	Q99466	ENSG00000234876	NOTCH4	protein_coding	notch receptor 4 [Source:HGNC Symbol;Acc:HGNC:7884]	0.7172566441230471
NOTCH4	receptor	Q99466	ENSG00000206312	NOTCH4	protein_coding	notch receptor 4 [Source:HGNC Symbol;Acc:HGNC:7884]	0.2903251724509953
NOTCH4	receptor	Q99466	ENSG00000204301	NOTCH4	protein_coding	notch receptor 4 [Source:HGNC Symbol;Acc:HGNC:7884]	0.4743039591130681
NPBWR1	receptor	P48145	ENSG00000288611	NPBWR1	protein_coding	neuropeptides B and W receptor 1 [Source:HGNC Symbol;Acc:HGNC:4522]	NA
NPBWR2	receptor	P48146	ENSG00000277339	NPBWR2	protein_coding	neuropeptides B and W receptor 2 [Source:HGNC Symbol;Acc:HGNC:4530]	0
NPBWR2	receptor	P48146	ENSG00000125522	NPBWR2	protein_coding	neuropeptides B and W receptor 2 [Source:HGNC Symbol;Acc:HGNC:4530]	0
NPFFR1	receptor	Q9GZQ6	ENSG00000148734	NPFFR1	protein_coding	neuropeptide FF receptor 1 [Source:HGNC Symbol;Acc:HGNC:17425]	0.045318711348314604
NPFFR2	receptor	Q9Y5X5	NA	NA	NA	NA	NA
NPR1	receptor	P16066	ENSG00000169418	NPR1	protein_coding	natriuretic peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:7943]	0.6643112958812359
NPR2	receptor	P20594	ENSG00000159899	NPR2	protein_coding	natriuretic peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:7944]	2.9081111104540045
NPR3	receptor	P17342	ENSG00000113389	NPR3	protein_coding	natriuretic peptide receptor 3 [Source:HGNC Symbol;Acc:HGNC:7945]	1.067541817685517
NPSR1	receptor	Q6W5P4	ENSG00000187258	NPSR1	protein_coding	neuropeptide S receptor 1 [Source:HGNC Symbol;Acc:HGNC:23631]	0.01809034606741573
NPTN	receptor	Q9Y639	ENSG00000156642	NPTN	protein_coding	neuroplastin [Source:HGNC Symbol;Acc:HGNC:17867]	191.7272859224719
